SD Card Mounted after 0 attempts
RTC Time Good
Datalogger Start Time: 2022-07-06 11:49:07
SD Card Mount Time (millis): 02290265
millis,id,data
02290265,0x250,0000000000000000
02290265,0x701,0000000000000002
02290265,0x251,000000000D000000
02290266,0x301,0000000000000000
02290266,0x201,3D266666469C4000
02290266,0x702,4026164342CD3079
02290266,0x202,3F80000002000970
02290266,0x300,0000000000000000
02290266,0x703,415FAF0043F4768F
02290266,0x704,4034C1D44038C914
02290266,0x705,3F538E344215D9AA
02290266,0x706,3C212200406902C8
02290266,0x707,00000000420FDB2E
02290267,0x717,0000000042C7FFFF
02290267,0x471,000000000000000C
02290267,0x462,0000000000001000
02290267,0x260,00000000000001E8
02290267,0x232,00000000000001A0
02290267,0x410,0223C8BD028BEC36
02290267,0x703,415F21C543F3DC35
02290267,0x400,0000000000000001
02290267,0x471,000000000000000C
02290267,0x088,000000000000000B
02290268,0x240,0000000000000B05
02290268,0x703,415F301A43F3EBDF
02290268,0x235,8F178EFE8F038EC5
02290268,0x236,8DA98EFA8EF28EFD
02290268,0x237,8F1C8EF38EFB8ECE
02290332,0x238,8E3E8EF48EF08F1B
02290332,0x239,8F198F038EF38E53
02290332,0x23A,8F0C8EFB8EF38F13
02290332,0x23B,8ED88EF48EE18F0F
02290332,0x230,00000000000FA0AF
02290332,0x234,00008EE18F1C8DA9
02290332,0x250,0000000000000000
02290332,0x251,0000000017000000
02290332,0x201,3D933333469C4000
02290333,0x202,3F80000002000970
02290333,0x703,415F82F843F44670
02290333,0x471,000000000000000C
02290333,0x462,0000000000001000
02290333,0x260,00000000000001E8
02290333,0x075,000000000000FF00
02290333,0x232,00000000000000DC
02290333,0x410,0223CA130157CF0A
02290333,0x262,0000000000000001
02290333,0x703,415F73EB43F435FC
02290333,0x23F,0000000004A205EF
02290334,0x035,000000000000000A
02290334,0x034,0000000000000020
02290334,0x033,0000000000000000
02290334,0x23C,0E690E590F120E44
02290334,0x23D,0E5E0E2C0E360DF9
02290334,0x23E,0F310DF009BF0C41
02290334,0x2F1,00000EDD0EB10EE7
02290334,0x233,00000DD40F3109BF
02290334,0x471,000000000000000C
02290335,0x0B0,000000008883BD11
02290335,0x4B0,0000000000000001
02290337,0x088,000000000000000B
02290366,0x250,0000000000000000
02290366,0x701,0000000000000002
02290366,0x251,0000000018000000
02290366,0x201,3D99999A469C4000
02290366,0x702,40E4946842CBE7E8
02290366,0x202,3F80000002000970
02290366,0x300,0000000000000000
02290367,0x703,415F5C8343F41C69
02290367,0x704,41069A404109DA81
02290367,0x705,3FB22960421964AD
02290367,0x706,BD29433F413DCFCC
02290367,0x707,00000000420F2D98
02290367,0x717,0000000042C7FFFF
02290377,0x471,000000000000000C
02290381,0x462,0000000000001000
02290381,0x260,00000000000001E8
02290395,0x703,415FB53143F47D53
02290403,0x301,0000000000000000
02290404,0x401,0000000000000000
02290412,0x232,00000000FFFFFFB1
02290412,0x410,0223CA51FF848A9A
02290427,0x471,000000000000000C
02290433,0x240,0000000000000B05
02290435,0x703,415F98F943F45E7C
02290445,0x235,8EC38EB18EB98E81
02290445,0x236,8D538EA28EA68EA6
02290446,0x088,000000000000000B
02290446,0x237,8EC98E9C8EA78E80
02290446,0x238,8DE08EB18E9A8ECA
02290446,0x239,8ECA8EB78EA08DF9
02290447,0x23A,8EB98EA78EF38F13
02290447,0x23B,8E958EB68E958EB8
02290469,0x230,00000000000F9888
02290469,0x234,00008E978F138D53
02290469,0x250,0000000000000000
02290469,0x030,000000000AD18872
02290469,0x251,0000000015000000
02290469,0x201,3D866666469C4000
02290469,0x202,3F80000002000970
02290469,0x050,000000000AC9EC17
02290469,0x080,000000000AC9E48A
02290470,0x400,0000000000000001
02290470,0x0A0,0000000009085A7C
02290475,0x703,415F76D643F4392D
02290477,0x471,000000000000000C
02290481,0x462,0000000000001000
02290481,0x260,00000000000001E8
02290496,0x040,000000000AC9E1EC
02290497,0x4A0,00000000004F9E6B
02290498,0x4A1,000000220FCE1727
02290505,0x262,0000000000000001
02290515,0x703,415FB58243F47DAB
02290515,0x23F,0000000004A205EE
02290515,0x035,000000000000000A
02290515,0x034,0000000000000020
02290516,0x033,0000000000000000
02290522,0x23C,0E6A0E5A0F120E44
02290522,0x23D,0E5E0E2C0E360DFA
02290522,0x23E,0F320DF009BF0C3F
02290522,0x2F1,00000ED90EB00EE2
02290522,0x233,00000DD40F3209BF
02290523,0x232,00000000FFFFFF9C
02290523,0x410,0223C9C5FF640AB0
02290527,0x471,000000000000000C
02290549,0x250,0000000000000000
02290553,0x701,0000000000000002
02290553,0x251,000000000E000000
02290554,0x088,000000000000000B
02290554,0x201,3D333333469C4000
02290554,0x702,41085F9F42CB679C
02290554,0x202,3F80000002000970
02290555,0x300,0000000000000000
02290555,0x703,415FBE4343F4873D
02290556,0x704,411E8A9341202DBD
02290557,0x705,3FCA0D964219A344
02290558,0x706,3CE29C80415E56A1
02290559,0x707,00000000420F64AE
02290566,0x717,0000000042C7FFFF
02290577,0x471,000000000000000C
02290581,0x462,0000000000001000
02290581,0x260,00000000000001E9
02290595,0x703,415F6F6743F4310D
02290627,0x471,000000000000000C
02290630,0x232,0000000000000069
02290630,0x410,0223C9CA00A3C194
02290633,0x240,0000000000000B05
