SD Card Mounted after 1 attempts
RTC Time Good
Datalogger Start Time: 2022-07-05 10:48:02
SD Card Mount Time (millis): 00000558
millis,id,data
00000559,0x560,0000000000000000
00000559,0x560,0000000000000000
00000559,0x570,0000000000000000
00000559,0x570,0000000000000000
00000559,0x580,FFFE0762FFFB07B8
00000559,0x580,00050770FFFE07BC
00000559,0x561,0000000000000000
00000559,0x571,0000000000000000
00000559,0x581,0007081EFFF9086D
00000559,0x591,0000000000009BAA
00000559,0x590,0000000000009592
00000559,0x5A1,0000000000000000
00000560,0x5A0,0000000000000000
00000560,0x5B1,1B8107370000E2EE
00000560,0x5B0,160107F40000E23E
00000560,0x5C1,0000000000000000
00000560,0x5C0,0000000000000000
00000560,0x5D1,000000000000FFFF
00000560,0x5D0,000000000000FFFF
00000560,0x590,00000000000097A4
00000560,0x5A0,0000000000000000
00000560,0x5B0,1BE107F30000E26E
00000560,0x5C0,0000000000000000
00000560,0x5D0,000000000000FFFF
00000561,0x041,0000000000000003
00000561,0x088,000000000000000B
00000561,0x232,00000000FFFFFFE3
00000561,0x410,0898CBC0FFCCE53E
00000624,0x471,000000000000000C
00000624,0x23F,0000000004A105D5
00000624,0x035,000000000000000A
00000625,0x034,0000000000000000
00000625,0x033,0000000000000000
00000625,0x23C,0AED0AE50C070ACD
00000625,0x23D,0BA00A9C0A380AED
00000625,0x23E,0B2109EC07A70AF6
00000625,0x2F1,00000DAE0D880DC0
00000625,0x233,00000C1F0D970905
00000625,0x070,000000000007A12A
00000625,0x301,0000000000000000
00000625,0x251,0000000000000000
00000625,0x201,0000000000000000
00000625,0x471,000000000000000C
00000626,0x235,A14EA129A12CA0FF
00000626,0x236,A082A0EEA0E8A0EA
00000626,0x237,A160A12DA135A116
00000626,0x238,A0B9A12DA116A158
00000626,0x239,A15CA143A12AA0CE
00000626,0x23A,A144A133A11BA149
00000626,0x23B,A133A135A11BA145
00000626,0x230,0000000000119F4A
00000626,0x234,0000A11EA160A082
00000626,0x240,0000000000000E02
00000626,0x300,0000000000000000
00000626,0x041,0000000000000003
00000627,0x201,0000000000000000
00000627,0x250,0000000000000000
00000627,0x082,000000000000000F
00000627,0x462,0000000000001000
00000627,0x260,0000000000000000
00000655,0x471,000000000000000C
00000655,0x088,000000000000000B
00000655,0x401,0000000000000000
00000655,0x232,00000000FFFFFFDB
