SD Card Mounted after 1 attempts
RTC Time Good
Datalogger Start Time: 2022-07-05 12:54:31
SD Card Mount Time (millis): 00000649
millis,id,data
00000649,0x040,000000000007A137
00000650,0x050,000000000007A1A0
00000650,0x400,0000000000000000
00000650,0x080,000000000007A13D
00000650,0x262,0000000000000001
00000650,0x462,0000000000001401
00000650,0x250,0000000000000001
00000650,0x260,0000000000000000
00000650,0x471,000000000000000C
00000650,0x560,0000000000000000
00000650,0x560,0000000000000000
00000650,0x570,0000000000000000
00000650,0x570,0000000000000000
00000651,0x580,0002008CFFFC00A8
00000651,0x580,FFFE0076FFFB00A6
00000651,0x590,000000000000A208
00000651,0x561,0000000000000000
00000651,0x590,0000000000009C7C
00000651,0x571,0000000000000000
00000651,0x5A0,0000000000000000
00000651,0x581,00090076FFFA00A1
00000651,0x591,000000000000A3FC
00000651,0x5A1,0000000000000000
00000651,0x5B1,189100490000E4AE
00000651,0x5B0,1821004A0000E45E
00000652,0x5C1,0000000000000000
00000652,0x5C0,0000000000000000
00000652,0x5D1,000000000000FFFF
00000716,0x5D0,000000000000FFFF
00000716,0x5B0,175100740000E38E
00000716,0x5C0,0000000000000000
00000716,0x5D0,000000000000FFFF
00000716,0x041,0000000000000003
00000716,0x232,00000000FFFFFFE0
00000716,0x410,064C2FD1FFC98DA4
00000716,0x088,000000000000000B
00000716,0x251,0000000000000000
00000716,0x201,0000000000000000
00000717,0x471,000000000000000C
00000717,0x23F,0000000004A205DC
00000717,0x035,000000000000000A
00000717,0x034,0000000000000020
00000717,0x033,0000000000000000
00000717,0x23C,0CF70D0D0D540D1D
00000717,0x23D,0CF70CC50D0C0D12
00000717,0x23E,0CEC0CA607A30A80
00000717,0x2F1,0000104E11540FD4
00000717,0x233,00000DD00EE40901
00000717,0x235,9BCA9BA29BA69B73
00000717,0x236,9ADB9B5C9B509B55
00000718,0x237,9BDA9B9C9BA29B81
00000718,0x238,9B299BA39B869BD3
00000718,0x239,9BDC9BBD9BA49B26
00000718,0x23A,9BC09BA79B899BC4
00000718,0x23B,9BA29BA59B829BBB
00000718,0x230,00000000001103BA
00000718,0x234,00009B8F9BDC9ADB
00000718,0x240,0000000000000E02
00000718,0x300,0000000000000000
00000718,0x041,0000000000000003
00000747,0x201,0000000000000000
00000747,0x250,0000000000000001
00000747,0x082,000000000000000F
00000747,0x471,000000000000000C
00000747,0x462,0000000000001401
00000747,0x260,0000000000000000
00000747,0x072,0000000000000004
00000747,0x074,0000000000000000
00000747,0x301,0000000000000000
00000747,0x251,0000000000000000
00000748,0x201,0000000000000000
00000748,0x232,00000000FFFFFFD4
00000748,0x410,064C2FA5FFB522CE
00000748,0x088,000000000000000B
00000748,0x401,0000000000000000
00000748,0x471,000000000000000C
00000748,0x041,0000000000000003
00000748,0x700,00000E6D00004003
00000748,0x701,0000000000000000
00000748,0x702,0000000042DEACED
00000748,0x703,0000000000000000
00000748,0x704,0000000000000000
00000749,0x705,3E03AEF03E4FD320
00000749,0x706,0000000000000000
00000749,0x707,0000000000000000
00000749,0x708,4169BD9000000000
00000749,0x709,404FCFB63FE814DC
00000749,0x70B,42321C1441C41D84
00000749,0x70C,00000000424DF9F4
00000749,0x70D,0000000044B705F3
00000749,0x70E,00000000BD5B97D9
00000749,0x717,0000000042C7FFFF
00000772,0x262,0000000000000001
00000772,0x462,0000000000001401
00000772,0x250,0000000000000001
00000772,0x260,0000000000000000
00000772,0x471,000000000000000C
00000772,0x703,0000000000000000
00000772,0x041,0000000000000003
00000772,0x251,0000000000000000
00000772,0x201,0000000000000000
00000772,0x400,0000000000000000
00000772,0x471,000000000000000C
00000773,0x232,00000000FFFFFFDE
00000773,0x410,064C2F75FFC62688
00000773,0x088,000000000000000B
00000773,0x703,0000000000000000
00000773,0x2F0,0053000000000000
00000773,0x23F,0000000004A205DD
00000773,0x035,000000000000000A
00000773,0x034,0000000000000020
00000773,0x033,0000000000000000
00000773,0x23C,0CF80D0E0D550D1E
00000773,0x23D,0CF60CC50D0B0D12
00000774,0x23E,0CEC0CA607A30A82
00000774,0x2F1,0000105311520FD5
00000774,0x233,00000DD10EE50901
00000774,0x235,9BCD9BA29BA79B73
00000774,0x236,9ADB9B599B4D9B54
00000774,0x237,9BDA9B9B9BA39B8B
00000774,0x238,9B299BA29B859BD1
