SD Card Mounted after 1 attempts
RTC Time Good
Datalogger Start Time: 2022-07-05 16:59:09
SD Card Mount Time (millis): 00000658
millis,id,data
00000658,0x471,000000000000020C
00000658,0x041,0000000000000003
00000658,0x251,0000000000000000
00000658,0x201,0000000000000000
00000659,0x040,000000000007A139
00000659,0x050,000000000007A1A3
00000659,0x400,0000000000000000
00000659,0x080,000000000007A134
00000659,0x262,0000000000000001
00000659,0x462,0000000000001000
00000659,0x250,0000000000000000
00000659,0x260,0000000000000000
00000659,0x560,0000000000000000
00000659,0x570,0000000000000000
00000659,0x580,0000008CFFFB00AA
00000659,0x590,000000000000A4BA
00000660,0x5A0,0000000000000000
00000660,0x560,0000000000000000
00000660,0x5B0,1C9100740000E36E
00000660,0x561,0000000000000000
00000660,0x570,0000000000000000
00000660,0x571,0000000000000000
00000660,0x580,FFFD0078FFFB00A8
00000660,0x581,00080079FFF900A5
00000660,0x590,000000000000A0B4
00000660,0x591,000000000000A302
00000660,0x5A0,0000000000000000
00000660,0x5A1,0000000000000000
00000724,0x5B0,1D31005F0000E44E
00000724,0x5B1,174100560000E4BE
00000724,0x5C0,0000000000000000
00000724,0x471,000000000000020C
00000724,0x5C1,0000000000000000
00000724,0x072,0000000000000006
00000724,0x5D0,000000000000FFFF
00000724,0x5D1,000000000000FFFF
00000724,0x072,0000000000000006
00000724,0x075,0000000000000400
00000725,0x041,0000000000000003
00000725,0x232,00000000FFFFFFE4
00000725,0x410,02B3A926FFD41E48
00000725,0x088,000000000000000B
00000725,0x471,000000000000020C
00000725,0x23F,0000000004A205E3
00000725,0x035,000000000000000A
00000725,0x034,0000000000000820
00000725,0x033,0000000000000000
00000725,0x23C,0F090F370EF10ED2
00000725,0x23D,0EC60EC70E460E79
00000725,0x23E,0E4C0E7F07A10A49
00000726,0x2F1,0000100D0FF41036
00000726,0x233,00000F3B10C708FF
00000726,0x251,0000000000000000
00000726,0x201,0000000000000000
00000726,0x235,8F9F8F7E8F7F8F5E
00000726,0x236,8EDA8F688F6C8F67
00000726,0x237,8F9D8F688F748F4C
00000726,0x238,8ED28D5E8EE38F90
00000726,0x239,8F988F848F698EAE
00000726,0x23A,8F838F718F5E8F83
00000755,0x23B,8F758F5D8F4C8F78
00000755,0x230,00000000000FAC15
00000755,0x234,00008F498F9F8D5E
00000755,0x240,0000000000000E02
00000755,0x300,0000000000000000
00000755,0x041,0000000000000003
00000755,0x201,0000000000000000
00000755,0x250,0000000000000000
00000755,0x082,000000000000000F
00000755,0x462,0000000000001000
00000755,0x260,0000000000000000
00000755,0x471,000000000000020C
00000756,0x301,0000000000000000
00000756,0x232,00000000FFFFFFE1
00000756,0x410,02B3A905FFCF6A8C
00000756,0x088,000000000000000B
00000756,0x401,0000000000000000
00000756,0x471,000000000000020C
00000756,0x041,0000000000000003
00000756,0x700,00000E6D00004003
00000756,0x701,0000000000000000
00000756,0x702,0000000042CD9B93
00000756,0x703,0000000000000000
00000756,0x704,0000000000000000
00000757,0x705,C0843536C1FF6D08
00000757,0x706,0000000000000000
00000757,0x707,0000000000000000
00000757,0x708,4169601738EA6000
00000757,0x709,405001533FE871A5
00000757,0x70B,42562B3641C41D84
00000757,0x251,0000000000000000
00000757,0x201,0000000000000000
00000779,0x70C,0000000042739C8A
00000779,0x70D,0000000044B705F3
00000779,0x70E,000000003E24B551
00000779,0x717,0000000042C7FFFF
00000779,0x462,0000000000001000
00000779,0x262,0000000000000001
00000779,0x260,0000000000000000
00000779,0x250,0000000000000000
00000779,0x471,000000000000020C
00000780,0x703,4024806B42B3C888
00000780,0x041,0000000000000003
00000780,0x400,0000000000000000
00000780,0x232,00000000FFFFFFE3
00000780,0x410,02B3A8E4FFD28CF7
00000780,0x088,000000000000000B
00000780,0x471,000000000000020C
00000780,0x703,411C1B5C43AA9BD5
00000780,0x2F0,0053000000000000
00000780,0x23F,0000000004A505E4
00000780,0x035,000000000000000A
00000780,0x034,0000000000000820
00000781,0x033,0000000000000000
00000781,0x23C,0F090F390EF30ED4
00000781,0x23D,0EC60EC70E460E79
00000781,0x23E,0E4D0E7E07A10A49
00000781,0x2F1,000010230FEE1036
00000781,0x233,00000F3C10C908FF
00000781,0x251,0000000000000000
00000781,0x201,0000000000000000
00000781,0x235,8FA18F808F818F5E
00000781,0x236,8EDB8F698F6C8F69
00000781,0x237,8F9F8F698F778F4E
00000803,0x238,8ED38D648EE78F91
00000803,0x239,8F9A8F858F6A8EAE
00000803,0x23A,8F848F728F5E8F85
00000803,0x471,000000000000020C
00000803,0x232,00000000FFFFFFE2
00000803,0x410,02B3A8C3FFD0FB4C
00000803,0x088,000000000000000B
00000804,0x701,0000000000000000
00000804,0x702,0000000042CD8396
00000804,0x703,4170727544036456
00000804,0x704,0000000000000000
00000804,0x705,4045FD8C421C5CDE
00000804,0x706,0000000000000000
00000804,0x041,0000000000000003
00000804,0x707,000000004219E714
00000804,0x072,0000000000000004
00000804,0x074,0000000000000000
00000804,0x301,0000000000000000
00000804,0x251,0000000000000000
00000805,0x201,0000000000000000
00000805,0x717,0000000042C7FFFF
00000805,0x462,0000000000001000
00000805,0x262,0000000000000001
00000805,0x260,000000000000020D
00000805,0x250,0000000000000000
00000805,0x471,000000000000020C
00000805,0x703,4174E8AF4405D481
00000805,0x041,0000000000000003
00000805,0x471,000000000000020C
00000805,0x703,4176C2D64406D79B
00000806,0x232,00000000FFFFFFE2
00000806,0x410,02B3A8A1FFD0FB4C
00000827,0x088,000000000000000B
00000828,0x23F,0000000004A205E3
00000828,0x035,000000000000000A
00000828,0x034,0000000000000820
00000828,0x033,0000000000000000
00000828,0x23C,0F090F390EF30ED5
00000828,0x23D,0EC70EC70E460E79
00000828,0x23E,0E4D0E7F07A10A4A
00000828,0x2F1,000010150FEF1030
00000828,0x233,00000F3C10C908FF
00000828,0x251,0000000000000000
00000828,0x201,0000000000000000
00000828,0x235,8FA08F808F808F60
00000829,0x236,8EDA8F6A8F6B8F67
00000829,0x237,8F9F8F698F768F54
00000829,0x238,8ED08D708EEC8F93
00000829,0x239,8F998F848F698EAE
00000829,0x23A,8F838F728F5E8F83
00000829,0x23B,8F748F5D8F4B8F78
00000829,0x230,00000000000FAC45
00000829,0x234,00008F4B8FA08D70
00000829,0x050,00000000000F42C6
00000829,0x400,0000000000000000
00000829,0x300,0000000000000000
00000829,0x462,0000000000001000
00000830,0x260,000000000000021B
00000830,0x250,0000000000000000
00000830,0x060,00000000000B4CA6
00000830,0x060,00000000000B4C44
00000830,0x560,0000000000000000
00000830,0x570,0000000000000000
00000830,0x564,0000000000000000
00000852,0x580,0000008EFFFD00AF
00000852,0x574,0000000000000000
00000852,0x061,00000000000B4C52
00000852,0x584,FFFE007CFFFB00AC
00000852,0x561,0000000000000000
00000852,0x590,000000000000A4D8
00000852,0x571,0000000000000000
00000852,0x594,000000000000A096
00000852,0x581,000A007DFFFC00AA
00000852,0x5A0,0000000000000000
00000853,0x591,000000000000A302
00000853,0x5A4,0000000000000000
00000853,0x5A1,0000000000000000
