SD Card Mounted after 1 attempts
RTC Time Good
Datalogger Start Time: 2022-07-05 12:22:32
SD Card Mount Time (millis): 00000578
millis,id,data
00000578,0x561,0000000000000000
00000578,0x5D0,000000000000FFFF
00000579,0x571,0000000000000000
00000579,0x581,00080819FFFB0868
00000579,0x591,000000000000A384
00000579,0x5A1,0000000000000000
00000579,0x5B1,1C3107300000E51E
00000579,0x5C1,0000000000000000
00000579,0x5D1,000000000000FFFF
00000579,0x041,0000000000000003
00000579,0x232,00000000FFFFFFE4
00000579,0x410,069F35EFFFCFFD78
00000579,0x088,000000000000000B
00000579,0x251,0000000000000000
00000580,0x201,0000000000000000
00000580,0x471,000000000000000C
00000580,0x23F,0000000004A305E5
00000580,0x035,000000000000000A
00000580,0x034,0000000000000020
00000580,0x033,0000000000000000
00000580,0x23C,0C9C0CA60D7C0C9F
00000580,0x23D,0D470C600CA70CA9
00000580,0x23E,0C7B0C5507A40A6C
00000580,0x2F1,00000F630F660F78
00000580,0x233,00000D940F0C0902
00000580,0x235,9D029CD79CD99CAA
00000581,0x236,9C0E9C8C9C7D9C84
00000581,0x237,9D129CD59CDD9CC1
00000645,0x238,9C579CD99CBB9D0D
00000645,0x239,9D149CF59CD99C32
00000645,0x23A,9CF69CDE9CC09CFB
00000645,0x23B,9CDC9CD89CBC9CF5
00000645,0x230,000000000011257C
00000645,0x234,00009CC49D149C0E
00000645,0x240,0000000000000E02
00000645,0x300,0000000000000000
00000646,0x041,0000000000000003
00000646,0x201,0000000000000000
00000646,0x250,0000000000000000
00000646,0x082,000000000000000F
00000646,0x462,0000000000001000
00000646,0x471,000000000000000C
00000646,0x260,0000000000000000
00000646,0x072,0000000000000004
00000646,0x074,0000000000000000
00000646,0x301,0000000000000000
00000646,0x232,00000000FFFFFFD5
00000646,0x410,069F35C5FFB64538
00000647,0x088,000000000000000B
00000647,0x401,0000000000000000
00000647,0x251,0000000000000000
00000647,0x201,0000000000000000
00000647,0x471,000000000000000C
00000647,0x041,0000000000000003
00000647,0x262,0000000000000001
00000647,0x250,0000000000000000
00000647,0x462,0000000000001000
00000647,0x260,0000000000000000
00000647,0x471,000000000000000C
00000647,0x700,00000E6D00004003
00000676,0x701,0000000000000000
00000676,0x702,0000000042E08BB0
00000676,0x703,0000000000000000
00000676,0x704,0000000000000000
00000676,0x705,BD2586FF3D2CF940
00000676,0x706,0000000000000000
00000676,0x707,0000000000000000
00000677,0x708,4169822300000000
00000677,0x709,404FE5E43FE88195
00000677,0x70B,422E5D2841C41D84
00000677,0x70C,00000000424AE2C8
00000677,0x041,0000000000000003
00000677,0x70D,0000000044B705F3
00000677,0x70E,000000003D126785
00000677,0x717,0000000042C7FFFF
00000677,0x400,0000000000000000
00000677,0x251,0000000000000000
00000677,0x201,0000000000000000
00000677,0x471,000000000000000C
00000678,0x232,00000000FFFFFFE2
00000678,0x410,069F3599FFCC8F8C
00000678,0x088,000000000000000B
00000678,0x703,0000000000000000
