millis,id,hexString,length,parsedValue
1657048746618,0x5A1,0000000000000000,3,"[0, 0, 0]"
1657048746618,0x5B1,166100460000E4EE,4,"[0.8785603115029, 70, 0.0, 0.40445797910306425]"
1657048746618,0x5B0,1E11004E0000E46E,4,"[1.1803593502597, 78, 0.0, 0.4035746118484283]"
1657048746618,0x5C1,0000000000000000,1,[0.0]
1657048746618,0x5C0,0000000000000000,1,[0.0]
1657048746618,0x5D1,000000000000FFFF,2,"[0.0, 0.065535]"
1657048746618,0x5D0,000000000000FFFF,2,"[0.0, 0.065535]"
1657048746618,0x5B0,180100740000E3AE,4,"[0.9423552302645001, 116, 0.0, 0.40224956096647446]"
1657048746618,0x5C0,0000000000000000,1,[0.0]
1657048746618,0x5D0,000000000000FFFF,2,"[0.0, 0.065535]"
1657048746619,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657048746619,0x201,0000000000000000,2,"[0.0, 0.0]"
1657048746619,0x471,000000000000000C,1,[12]
1657048746619,0x041,0000000000000003,1,[3]
1657048746619,0x088,000000000000000B,1,[0.11]
1657048746619,0x23F,0000000004A105C0,2,"[11.85, 14.72]"
1657048746619,0x035,000000000000000A,1,[10]
1657048746619,0x034,0000000000000820,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
1657048746619,0x033,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657048746619,0x23C,0E600DB00E1A0DF0,4,"[36.800000000000004, 35.04, 36.1, 35.68]"
1657048746619,0x23D,0E680E140D980DBB,4,"[36.88, 36.04, 34.800000000000004, 35.15]"
1657048746619,0x23E,0E2D0DF407A10A93,4,"[36.29, 35.72, 19.53, 27.07]"
1657048746620,0x2F1,000010020FC81011,3,"[40.980000000000004, 40.4, 41.13]"
1657048746620,0x233,00000EAB0FF008FF,3,"[37.550000000000004, 40.800000000000004, 23.03]"
1657048746620,0x235,9A0F99F599F699BD,4,"[3.9439, 3.9413, 3.9414000000000002, 3.9357]"
1657048746620,0x236,992599B999B399B2,4,"[3.9205, 3.9353000000000002, 3.9347000000000003, 3.9346]"
1657048746620,0x237,9A2199ED99F599CB,4,"[3.9457, 3.9405, 3.9413, 3.9371]"
1657048746620,0x238,993F99F699DA9A19,4,"[3.9231000000000003, 3.9414000000000002, 3.9386, 3.9449]"
1657048746684,0x239,9A209A0999F49940,4,"[3.9456, 3.9433000000000002, 3.9412000000000003, 3.9232]"
1657048746684,0x23A,9A0D99F899E09A10,4,"[3.9437, 3.9416, 3.9392, 3.9440000000000004]"
1657048746684,0x23B,99EB99F399D99A05,4,"[3.9403, 3.9411, 3.9385000000000003, 3.9429000000000003]"
1657048746684,0x230,000000000010D3FE,1,[110.28460000000001]
1657048746684,0x234,000099DB9A219925,3,"[3.9387000000000003, 3.9457, 3.9205]"
1657048746684,0x471,000000000000000C,1,[12]
1657048746684,0x072,0000000000000004,1,[4]
1657048746685,0x074,0000000000000000,3,"[0.0, 0.0, 0.0]"
1657048746685,0x301,0000000000000000,3,"[0, 0, 0]"
1657048746685,0x240,0000000000000E02,2,"[14, [0, 1, 0, 0, 0, 0, 0, 0]]"
1657048746685,0x300,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657048746685,0x041,0000000000000003,1,[3]
1657048746685,0x201,0000000000000000,2,"[0.0, 0.0]"
1657048746685,0x250,0000000000000000,2,"[0, 0]"
1657048746685,0x082,000000000000000F,1,[15]
1657048746685,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657048746685,0x260,0000000000000000,1,[0]
1657048746685,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657048746685,0x201,0000000000000000,2,"[0.0, 0.0]"
1657048746686,0x232,00000000FFFFFFDE,1,[-0.34]
1657048746686,0x410,05D0C5A1FFC6C8D4,2,"[975.6816100000001, -104.15766666749992]"
1657048746686,0x471,000000000000000C,1,[12]
1657048746686,0x088,000000000000000B,1,[0.11]
1657048746686,0x401,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657048746686,0x471,000000000000000C,1,[12]
1657048746686,0x041,0000000000000003,1,[3]
1657048746686,0x262,0000000000000001,1,"[[1, 0, 0, 0, 0, 0, 0, 0]]"
1657048746686,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657048746686,0x250,0000000000000000,2,"[0, 0]"
1657048746686,0x260,0000000000000000,1,[0]
1657048746686,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657048746687,0x201,0000000000000000,2,"[0.0, 0.0]"
1657048746715,0x471,000000000000000C,1,[12]
1657048746715,0x232,00000000FFFFFFE2,1,[-0.3]
1657048746715,0x410,05D0C579FFCD8406,2,"[975.6812100000001, -91.90383333406857]"
1657048746715,0x041,0000000000000003,1,[3]
1657048746715,0x2F0,0053000000000000,4,"[83, 0, 0, 0]"
1657048746715,0x23F,0000000004A105C2,2,"[11.85, 14.74]"
1657048746716,0x035,000000000000000A,1,[10]
1657048746716,0x034,0000000000000820,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
1657048746716,0x033,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657048746716,0x400,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0]]"
1657048746716,0x23C,0E610DB10E1A0DF0,4,"[36.81, 35.050000000000004, 36.1, 35.68]"
1657048746716,0x23D,0E680E140D970DBA,4,"[36.88, 36.04, 34.79, 35.14]"
1657048746716,0x23E,0E2D0DF407A10A91,4,"[36.29, 35.72, 19.53, 27.05]"
1657048746716,0x2F1,00000FFD0FCC1001,3,"[40.93, 40.44, 40.97]"
1657048746716,0x233,00000EAA0FF108FF,3,"[37.54, 40.81, 23.03]"
1657048746716,0x235,9A1799F799F899C0,4,"[3.9447, 3.9415, 3.9416, 3.9360000000000004]"
1657048746716,0x088,000000000000000B,1,[0.11]
1657048746716,0x236,992899BB99B299B3,4,"[3.9208000000000003, 3.9355, 3.9346, 3.9347000000000003]"
1657048746717,0x237,9A2099F099F299C8,4,"[3.9456, 3.9408000000000003, 3.9410000000000003, 3.9368000000000003]"
1657048746717,0x238,994099F299DD9A1E,4,"[3.9232, 3.9410000000000003, 3.9389000000000003, 3.9454000000000002]"
1657048746717,0x239,9A249A0A99F3993C,4,"[3.946, 3.9434, 3.9411, 3.9228]"
1657048746717,0x23A,9A0A99F799E29A0D,4,"[3.9434, 3.9415, 3.9394, 3.9437]"
1657048746717,0x23B,99EA99F199DA9A06,4,"[3.9402000000000004, 3.9409, 3.9386, 3.943]"
1657048746717,0x230,000000000010D40D,1,[110.2861]
1657048746717,0x234,000099DB9A249928,3,"[3.9387000000000003, 3.946, 3.9208000000000003]"
1657048746717,0x471,000000000000000C,1,[12]
1657048746717,0x700,00000E6D00004003,2,"[3693, 16387]"
1657048746717,0x701,0000000000000000,5,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0, 0, 0]"
1657048746717,0x702,0000000042DC62E6,2,"[0.0, 110.19316101074219]"
1657048746717,0x703,0000000000000000,2,"[0.0, 0.0]"
1657048746718,0x704,0000000000000000,2,"[0.0, 0.0]"
1657048746718,0x705,C1BC7EE1BD947F9F,2,"[-23.561952590942383, -0.0725090429186821]"
1657048746740,0x706,0000000000000000,2,"[0.0, 0.0]"
1657048746740,0x707,0000000000000000,2,"[0.0, 0.0]"
1657048746740,0x708,4169609A37870000,2,"[14.586084365844727, 1.609325408935547e-05]"
1657048746740,0x709,404FD2643FE82CA6,2,"[3.24721622467041, 1.8138625621795654]"
1657048746740,0x70B,4245CC1E41C41D84,2,"[49.44933319091797, 24.51441192626953]"
1657048746740,0x70C,000000004260100C,2,"[0.0, 56.01567077636719]"
