millis,id,hexString,length,parsedValue
1657033170537,0x041,0000000000000003,1,[3]
1657033170537,0x232,00000000FFFFFFE4,1,[-0.28]
1657033170537,0x410,08F01A12FFCE10E3,2,"[1499.53042, -90.90213888961611]"
1657033170537,0x088,000000000000000B,1,[0.11]
1657033170537,0x471,000000000000000C,1,[12]
1657033170537,0x23F,0000000004A405CA,2,"[11.88, 14.82]"
1657033170538,0x035,000000000000000A,1,[10]
1657033170538,0x034,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170538,0x033,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170538,0x23C,09AA099A0A33097C,4,"[24.740000000000002, 24.580000000000002, 26.11, 24.28]"
1657033170538,0x23D,0A8B096008F609B9,4,"[26.990000000000002, 24.0, 22.94, 24.89]"
1657033170538,0x23E,09EF092C07A80AD8,4,"[25.43, 23.48, 19.6, 27.76]"
1657033170538,0x2F1,00000CA60C6D0CBE,3,"[32.38, 31.810000000000002, 32.62]"
1657033170538,0x233,00000B130C9A0906,3,"[28.35, 32.26, 23.1]"
1657033170538,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657033170538,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170538,0x235,A357A311A312A2EA,4,"[4.1815, 4.1745, 4.1746, 4.1706]"
1657033170539,0x236,A243A2AAA29EA2A2,4,"[4.1539, 4.1642, 4.163, 4.1634]"
1657033170539,0x237,A37DA31BA323A327,4,"[4.1853, 4.1755, 4.1763, 4.1767]"
1657033170539,0x238,A2D4A312A2F1A36E,4,"[4.1684, 4.1746, 4.1713000000000005, 4.183800000000001]"
1657033170539,0x239,A379A34AA318A27D,4,"[4.1849, 4.1802, 4.1752, 4.1597]"
1657033170539,0x23A,A346A321A2F6A353,4,"[4.1798, 4.1761, 4.1718, 4.1811]"
1657033170539,0x23B,A338A321A2F2A345,4,"[4.1784, 4.1761, 4.1714, 4.1797]"
1657033170539,0x230,000000000011D550,1,[116.872]
1657033170539,0x234,0000A30CA37DA243,3,"[4.174, 4.1853, 4.1539]"
1657033170539,0x471,000000000000000C,1,[12]
1657033170539,0x240,0000000000000E02,2,"[14, [0, 1, 0, 0, 0, 0, 0, 0]]"
1657033170539,0x300,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170603,0x041,0000000000000003,1,[3]
1657033170603,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170603,0x250,0000000000000000,2,"[0, 0]"
1657033170603,0x082,000000000000000F,1,[15]
1657033170603,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170603,0x260,0000000000000000,1,[0]
1657033170604,0x232,00000000FFFFFFD9,1,[-0.39]
1657033170604,0x410,08F019E9FFBA7348,2,"[1499.5300100000002, -126.61133333434623]"
1657033170604,0x471,000000000000000C,1,[12]
1657033170604,0x088,000000000000000B,1,[0.11]
1657033170604,0x401,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170604,0x700,00000E6D00004003,2,"[3693, 16387]"
1657033170604,0x041,0000000000000003,1,[3]
1657033170604,0x701,0000000000000000,5,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0, 0, 0]"
1657033170604,0x702,0000000042E91711,2,"[0.0, 116.54505157470703]"
1657033170604,0x703,0000000000000000,2,"[0.0, 0.0]"
1657033170604,0x704,0000000000000000,2,"[0.0, 0.0]"
1657033170604,0x705,C0140C63BF8024AF,2,"[-2.313256025314331, -1.0011194944381714]"
1657033170605,0x706,0000000000000000,2,"[0.0, 0.0]"
1657033170605,0x707,0000000000000000,2,"[0.0, 0.0]"
1657033170605,0x708,4169A37B00000000,2,"[14.602412223815918, 0.0]"
1657033170605,0x709,404F872C3FE7E0A7,2,"[3.2426252365112305, 1.811543345451355]"
1657033170605,0x70B,4207A77A41C41D84,2,"[33.913551330566406, 24.51441192626953]"
1657033170605,0x70C,000000004221885A,2,"[0.0, 40.383155822753906]"
1657033170605,0x70D,0000000044B705F3,2,"[0.0, 1464.1859130859375]"
1657033170605,0x70E,00000000BC926416,2,"[0.0, -0.017869990319013596]"
1657033170605,0x717,0000000042C7FFFF,2,"[0.0, 99.99999237060547]"
1657033170605,0x070,000000000007A136,1,[0.500022]
1657033170605,0x301,0000000000000000,3,"[0, 0, 0]"
1657033170605,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657033170606,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170606,0x471,000000000000000C,1,[12]
1657033170634,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170634,0x262,0000000000000001,1,"[[1, 0, 0, 0, 0, 0, 0, 0]]"
1657033170634,0x260,0000000000000000,1,[0]
1657033170634,0x250,0000000000000000,2,"[0, 0]"
1657033170634,0x703,0000000000000000,2,"[0.0, 0.0]"
1657033170634,0x041,0000000000000003,1,[3]
1657033170634,0x471,000000000000000C,1,[12]
1657033170635,0x703,0000000000000000,2,"[0.0, 0.0]"
1657033170635,0x400,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170635,0x232,00000000FFFFFFE3,1,[-0.29]
1657033170635,0x410,08F019BDFFCC4898,2,"[1499.5295700000001, -94.14688888964206]"
1657033170635,0x088,000000000000000B,1,[0.11]
1657033170635,0x2F0,0053000000000000,4,"[83, 0, 0, 0]"
1657033170635,0x23F,0000000004A505CF,2,"[11.89, 14.870000000000001]"
1657033170635,0x035,000000000000000A,1,[10]
1657033170635,0x034,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170635,0x033,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170635,0x23C,09AA099A0A33097C,4,"[24.740000000000002, 24.580000000000002, 26.11, 24.28]"
1657033170635,0x23D,0A8B096008F609BB,4,"[26.990000000000002, 24.0, 22.94, 24.91]"
1657033170636,0x23E,09EF092C07A80AD7,4,"[25.43, 23.48, 19.6, 27.75]"
1657033170636,0x2F1,00000CA10C740CB8,3,"[32.33, 31.88, 32.56]"
1657033170636,0x233,00000B130C990906,3,"[28.35, 32.25, 23.1]"
1657033170636,0x703,3D6312293FF82A46,2,"[0.05543724074959755, 1.9387900829315186]"
1657033170636,0x235,A357A30FA311A2E9,4,"[4.1815, 4.174300000000001, 4.1745, 4.1705000000000005]"
1657033170636,0x236,A243A2AAA29EA2A2,4,"[4.1539, 4.1642, 4.163, 4.1634]"
1657033170636,0x237,A37BA31BA320A328,4,"[4.1851, 4.1755, 4.176, 4.1768]"
1657033170636,0x238,A2D0A312A2EFA36D,4,"[4.168, 4.1746, 4.1711, 4.1837]"
1657033170636,0x239,A377A346A316A27B,4,"[4.1847, 4.1798, 4.175, 4.1595]"
1657033170636,0x23A,A344A320A2F4A352,4,"[4.1796, 4.176, 4.171600000000001, 4.181]"
1657033170636,0x23B,A338A321A2F4A345,4,"[4.1784, 4.1761, 4.171600000000001, 4.1797]"
1657033170636,0x230,000000000011D533,1,[116.8691]
1657033170637,0x234,0000A30AA37BA243,3,"[4.1738, 4.1851, 4.1539]"
1657033170659,0x300,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170659,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170659,0x260,0000000000000001,1,[1]
1657033170659,0x250,0000000000000000,2,"[0, 0]"
1657033170659,0x471,000000000000000C,1,[12]
1657033170659,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657033170659,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170659,0x075,0000000000000400,2,"[0.4, 0.0]"
1657033170659,0x440,02030000000004D2,5,"[76.80000000000001, 0.0, 0, 4, 210]"
1657033170659,0x240,0000000000000E02,2,"[14, [0, 1, 0, 0, 0, 0, 0, 0]]"
1657033170659,0x041,0000000000000003,1,[3]
1657033170660,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170660,0x082,000000000000000F,1,[15]
1657033170660,0x703,3F1FD81941AEB173,2,"[0.6243911385536194, 21.836645126342773]"
1657033170660,0x471,000000000000000C,1,[12]
1657033170660,0x232,00000000FFFFFFE3,1,[-0.29]
1657033170660,0x410,08F01998FFCC48ED,2,"[1499.5292000000002, -94.14452777853093]"
1657033170660,0x088,000000000000000B,1,[0.11]
1657033170660,0x701,0000000000000000,5,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0, 0, 0]"
1657033170660,0x702,0000000042E95ABD,2,"[0.0, 116.6772232055664]"
1657033170660,0x703,3F6CA36842014F86,2,"[0.9243683815002441, 32.327659606933594]"
1657033170660,0x704,0000000000000000,2,"[0.0, 0.0]"
1657033170660,0x705,3D5B9AC040388AAD,2,"[0.05361437797546387, 2.8834640979766846]"
1657033170660,0x706,0000000000000000,2,"[0.0, 0.0]"
1657033170661,0x707,00000000400EEFCC,2,"[0.0, 2.2333860397338867]"
1657033170661,0x717,0000000042C7FFFF,2,"[0.0, 99.99999237060547]"
1657033170661,0x041,0000000000000003,1,[3]
1657033170661,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170661,0x260,0000000000000020,1,[32]
1657033170661,0x262,0000000000000001,1,"[[1, 0, 0, 0, 0, 0, 0, 0]]"
1657033170661,0x250,0000000000000000,2,"[0, 0]"
1657033170661,0x471,000000000000000C,1,[12]
1657033170683,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657033170683,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170683,0x703,3F85C44E4212317F,2,"[1.045053243637085, 36.548336029052734]"
1657033170683,0x301,0000000000000000,3,"[0, 0, 0]"
1657033170683,0x0B0,00000000000A6E6A,1,[0.683626]
1657033170690,0x703,3F8F27CB421C7443,2,"[1.1184018850326538, 39.1135368347168]"
1657033170695,0x471,000000000000000C,1,[12]
1657033170698,0x041,0000000000000003,1,[3]
1657033170708,0x232,00000000FFFFFFE2,1,[-0.3]
1657033170708,0x410,08F01972FFCA8067,2,"[1499.5288200000002, -97.3909166674458]"
1657033170713,0x088,000000000000000B,1,[0.11]
1657033170720,0x23F,0000000004A305CC,2,"[11.870000000000001, 14.84]"
1657033170720,0x035,000000000000000A,1,[10]
1657033170720,0x034,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170720,0x033,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170726,0x23C,09AA099A0A33097D,4,"[24.740000000000002, 24.580000000000002, 26.11, 24.29]"
1657033170727,0x23D,0A8B096008F509B9,4,"[26.990000000000002, 24.0, 22.93, 24.89]"
1657033170728,0x23E,09EF092C07A80AD8,4,"[25.43, 23.48, 19.6, 27.76]"
1657033170728,0x2F1,00000CAD0C730CC3,3,"[32.45, 31.87, 32.67]"
1657033170728,0x233,00000B130C9A0906,3,"[28.35, 32.26, 23.1]"
1657033170730,0x703,3F90EB6C421E61D8,2,"[1.1321845054626465, 39.595550537109375]"
1657033170735,0x235,A356A310A310A2E9,4,"[4.1814, 4.1744, 4.1744, 4.1705000000000005]"
1657033170735,0x236,A242A2AAA29EA2A0,4,"[4.1538, 4.1642, 4.163, 4.1632]"
1657033170735,0x237,A37BA31BA321A32B,4,"[4.1851, 4.1755, 4.1761, 4.1771]"
1657033170736,0x238,A2D1A312A2EDA36E,4,"[4.1681, 4.1746, 4.1709000000000005, 4.183800000000001]"
1657033170736,0x239,A377A34AA316A27A,4,"[4.1847, 4.1802, 4.175, 4.1594]"
1657033170736,0x23A,A344A31FA2F4A353,4,"[4.1796, 4.1759, 4.171600000000001, 4.1811]"
1657033170736,0x23B,A338A320A2F3A346,4,"[4.1784, 4.176, 4.1715, 4.1798]"
1657033170737,0x230,000000000011D535,1,[116.86930000000001]
1657033170737,0x234,0000A30BA37BA242,3,"[4.173900000000001, 4.1851, 4.1538]"
1657033170740,0x050,00000000000F42C5,1,[1.000133]
1657033170740,0x400,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170762,0x300,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170762,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033170762,0x260,0000000000000027,1,[39]
1657033170762,0x250,0000000000000000,2,"[0, 0]"
1657033170762,0x060,00000000000B4CC6,1,[0.7405499999999999]
1657033170762,0x060,00000000000B4CAA,1,[0.740522]
1657033170763,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657033170763,0x562,0000000000000000,2,"[0.0, 0.0]"
1657033170763,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170763,0x564,0000000000000000,2,"[0.0, 0.0]"
1657033170763,0x061,00000000000B4C9A,1,[0.740506]
1657033170763,0x572,0000000000000000,2,"[0.0, 0.0]"
1657033170763,0x561,0000000000000000,2,"[0.0, 0.0]"
1657033170763,0x574,0000000000000000,2,"[0.0, 0.0]"
1657033170763,0x571,0000000000000000,2,"[0.0, 0.0]"
1657033170763,0x582,00020767FFFF07B3,4,"[0.0703125, 6.803624770220588, -0.03515625, 7.076487821691176]"
1657033170763,0x581,000A081AFFFC086B,4,"[0.3515625, 7.4462890625, -0.140625, 7.737103630514706]"
1657033170763,0x584,0000075BFFFD07B0,4,"[0.0, 6.760541130514706, -0.10546875, 7.065716911764706]"
1657033170764,0x591,00000000000092CC,1,[37.58]
1657033170764,0x592,0000000000008DFE,1,[36.35]
1657033170764,0x594,0000000000008ED0,1,[36.56]
1657033170764,0x5A1,0000000000000000,3,"[0, 0, 0]"
1657033170764,0x5A2,0000000000000000,3,"[0, 0, 0]"
1657033170764,0x5A4,0000000000000000,3,"[0, 0, 0]"
1657033170764,0x5B1,171107F10000E3AE,4,"[0.9055504694405001, 2033, 0.0, 0.40224956096647446]"
1657033170764,0x5B2,164107F30000E30E,4,"[0.8736530100597001, 2035, 0.0, 0.40114535189817957]"
1657033170764,0x5B4,1D2107F10000E2FE,4,"[1.1435545894357, 2033, 0.0, 0.40103493099135007]"
1657033170764,0x471,000000000000000C,1,[12]
1657033170764,0x5C1,00000000000B4C9A,1,[0.740506]
1657033170764,0x072,0000000000000006,1,[6]
1657033170765,0x5C2,00000000000B4CAA,1,[0.740522]
1657033170765,0x5C4,00000000000B4CC6,1,[0.7405499999999999]
1657033170787,0x5D1,00002596000002C5,2,"[0.009622, 0.000709]"
1657033170787,0x5D2,00002597000002C5,2,"[0.009623, 0.000709]"
1657033170787,0x5D4,0000259E000002C5,2,"[0.00963, 0.000709]"
1657033170787,0x440,02030000000004D2,5,"[76.80000000000001, 0.0, 0, 4, 210]"
1657033170787,0x240,0000000000000E02,2,"[14, [0, 1, 0, 0, 0, 0, 0, 0]]"
1657033170787,0x041,0000000000000003,1,[3]
1657033170787,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033170787,0x082,000000000000000F,1,[15]
1657033170787,0x703,3F950DDD4222E69D,2,"[1.1644855737686157, 40.7252082824707]"
