millis,id,hexString,length,parsedValue
1657033149538,0x301,0000000000000000,3,"[0, 0, 0]"
1657033149538,0x040,000000000007A137,1,[0.500023]
1657033149538,0x050,000000000007A196,1,[0.500118]
1657033149538,0x400,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149538,0x080,000000000007A133,1,[0.500019]
1657033149539,0x262,0000000000000001,1,"[[1, 0, 0, 0, 0, 0, 0, 0]]"
1657033149539,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149539,0x250,0000000000000000,2,"[0, 0]"
1657033149539,0x260,0000000000000000,1,[0]
1657033149539,0x471,000000000000000C,1,[12]
1657033149539,0x560,0000000000000000,2,"[0.0, 0.0]"
1657033149539,0x560,0000000000000000,2,"[0.0, 0.0]"
1657033149539,0x570,0000000000000000,2,"[0.0, 0.0]"
1657033149539,0x570,0000000000000000,2,"[0.0, 0.0]"
1657033149539,0x580,FFFE0762FFFC07B8,4,"[-0.0703125, 6.78567325367647, -0.140625, 7.0944393382352935]"
1657033149539,0x580,0004076EFFFE07BA,4,"[0.140625, 6.828756893382352, -0.0703125, 7.101619944852941]"
1657033149539,0x561,0000000000000000,2,"[0.0, 0.0]"
1657033149540,0x571,0000000000000000,2,"[0.0, 0.0]"
1657033149540,0x581,00080825FFFA0875,4,"[0.28125, 7.485782398897059, -0.2109375, 7.773006663602941]"
1657033149540,0x591,0000000000009326,1,[37.67]
1657033149540,0x590,0000000000008EB2,1,[36.53]
1657033149540,0x5A1,0000000000000000,3,"[0, 0, 0]"
1657033149540,0x5A0,0000000000000000,3,"[0, 0, 0]"
1657033149540,0x5B1,195107FC0000E2DE,4,"[0.9938818954181, 2044, 0.0, 0.40081408917769107]"
1657033149540,0x5B0,18F107FC0000E20E,4,"[0.9791599910885, 2044, 0.0, 0.39937861738890773]"
1657033149540,0x5C1,0000000000000000,1,[0.0]
1657033149540,0x5C0,0000000000000000,1,[0.0]
1657033149540,0x5D1,000000000000FFFF,2,"[0.0, 0.065535]"
1657033149604,0x5D0,000000000000FFFF,2,"[0.0, 0.065535]"
1657033149604,0x590,0000000000008DCC,1,[36.300000000000004]
1657033149604,0x5A0,0000000000000000,3,"[0, 0, 0]"
1657033149604,0x5B0,1C3107FD0000E22E,4,"[1.1067498286117001, 2045, 0.0, 0.39959945920256673]"
1657033149604,0x5C0,0000000000000000,1,[0.0]
1657033149605,0x5D0,000000000000FFFF,2,"[0.0, 0.065535]"
1657033149605,0x041,0000000000000003,1,[3]
1657033149605,0x232,00000000FFFFFFE4,1,[-0.28]
1657033149605,0x410,08F02920FFCE10B0,2,"[1499.56896, -90.90355555628278]"
1657033149605,0x088,000000000000000B,1,[0.11]
1657033149605,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657033149605,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033149605,0x471,000000000000000C,1,[12]
1657033149605,0x23F,0000000004A205D0,2,"[11.86, 14.88]"
1657033149605,0x035,000000000000000A,1,[10]
1657033149605,0x034,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149605,0x033,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149606,0x23C,09AD099C0A39097F,4,"[24.77, 24.6, 26.17, 24.310000000000002]"
1657033149606,0x23D,09C9096308F809BC,4,"[25.05, 24.03, 22.96, 24.92]"
1657033149606,0x23E,09F5092D07A80AD8,4,"[25.490000000000002, 23.490000000000002, 19.6, 27.76]"
1657033149606,0x2F1,00000CA00C690CB2,3,"[32.32, 31.77, 32.5]"
1657033149606,0x233,00000B060C9A0906,3,"[28.22, 32.26, 23.1]"
1657033149606,0x235,A35AA311A315A2EC,4,"[4.1818, 4.1745, 4.1749, 4.1708]"
1657033149606,0x236,A246A2ADA2A0A2A5,4,"[4.1542, 4.1645, 4.1632, 4.1637]"
1657033149606,0x237,A380A31FA325A32D,4,"[4.1856, 4.1759, 4.1765, 4.1773]"
1657033149606,0x238,A2D4A315A2EFA372,4,"[4.1684, 4.1749, 4.1711, 4.184200000000001]"
1657033149606,0x239,A37CA34CA319A280,4,"[4.1852, 4.180400000000001, 4.1753, 4.16]"
1657033149606,0x23A,A347A323A2F9A357,4,"[4.1799, 4.1763, 4.1721, 4.1815]"
1657033149606,0x23B,A33CA325A2F7A349,4,"[4.1788, 4.1765, 4.1719, 4.1801]"
1657033149607,0x230,000000000011D59B,1,[116.87950000000001]
1657033149607,0x234,0000A30EA380A246,3,"[4.1742, 4.1856, 4.1542]"
1657033149607,0x240,0000000000000E02,2,"[14, [0, 1, 0, 0, 0, 0, 0, 0]]"
1657033149635,0x300,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149635,0x041,0000000000000003,1,[3]
1657033149635,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033149635,0x250,0000000000000000,2,"[0, 0]"
1657033149635,0x082,000000000000000F,1,[15]
1657033149635,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149636,0x260,0000000000000000,1,[0]
1657033149636,0x471,000000000000000C,1,[12]
1657033149636,0x232,00000000FFFFFFD7,1,[-0.41000000000000003]
1657033149636,0x410,08F028F4FFB6E105,2,"[1499.56852, -133.1127500010649]"
1657033149636,0x088,000000000000000B,1,[0.11]
1657033149636,0x401,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149636,0x251,0000000000000000,3,"[0, [0, 0, 0, 0, 0, 0, 0, 0], 0.0]"
1657033149636,0x201,0000000000000000,2,"[0.0, 0.0]"
1657033149636,0x471,000000000000000C,1,[12]
1657033149636,0x041,0000000000000003,1,[3]
1657033149636,0x700,00000E6D00004003,2,"[3693, 16387]"
1657033149636,0x701,0000000000000000,5,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0, 0, 0]"
1657033149637,0x702,0000000042E9B0F3,2,"[0.0, 116.8456039428711]"
1657033149637,0x703,0000000000000000,2,"[0.0, 0.0]"
1657033149637,0x704,0000000000000000,2,"[0.0, 0.0]"
1657033149637,0x705,3EB86AF0BF0099DF,2,"[0.36019086837768555, -0.5023478865623474]"
1657033149637,0x706,0000000000000000,2,"[0.0, 0.0]"
1657033149637,0x707,0000000000000000,2,"[0.0, 0.0]"
1657033149637,0x708,416A00EC3B5FD400,2,"[14.625225067138672, 0.003415346145629883]"
1657033149637,0x709,404F74993FE7F699,2,"[3.2414915561676025, 1.8122130632400513]"
1657033149637,0x70B,42074EC241C41D84,2,"[33.82691192626953, 24.51441192626953]"
1657033149637,0x70C,0000000042223B6A,2,"[0.0, 40.558021545410156]"
1657033149637,0x70D,0000000044B705F3,2,"[0.0, 1464.1859130859375]"
1657033149637,0x70E,00000000BD5B97D9,2,"[0.0, -0.05361161008477211]"
1657033149638,0x717,0000000042C7FFFF,2,"[0.0, 99.99999237060547]"
1657033149638,0x262,0000000000000001,1,"[[1, 0, 0, 0, 0, 0, 0, 0]]"
1657033149659,0x462,0000000000001000,2,"[16, [0, 0, 0, 0, 0, 0, 0, 0]]"
1657033149660,0x250,0000000000000000,2,"[0, 0]"
1657033149660,0x260,0000000000000000,1,[0]
1657033149660,0x471,000000000000000C,1,[12]
1657033149660,0x703,0000000000000000,2,"[0.0, 0.0]"
1657033149660,0x041,0000000000000003,1,[3]
1657033149660,0x074,0000000000000000,3,"[0.0, 0.0, 0.0]"
1657033149660,0x301,0000000000000000,3,"[0, 0, 0]"
1657033149660,0x703,0000000000000000,2,"[0.0, 0.0]"
1657033149660,0x400,0000000000000000,1,"[[0, 0, 0, 0, 0, 0, 0, 0]]"
