type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,42.866885000,-106.346338000,5302.6,68.8,-0.1,20.110,100.61,,,,,,,
T,42.866980000,-106.346061000,5302.4,67.6,-0.3,20.125,81.94,,,,,,,
T,42.867100000,-106.345764000,5302.0,65.5,-0.1,20.142,90.85,,,,,,,
T,42.867446000,-106.344948000,5300.6,62.8,0.1,20.190,252.51,,,,,,,
T,42.867753000,-106.344223000,5302.3,61.5,0.2,20.233,224.28,,,,,,,
T,42.867871000,-106.343943000,5303.1,60.7,0.2,20.249,86.51,,,,,,,
T,42.868199000,-106.343254000,5304.1,59.4,0.5,20.291,220.03,,,,,,,
T,42.868500000,-106.342615000,5304.4,58.8,0.2,20.329,203.43,,,,,,,
T,42.868717000,-106.342085000,5304.9,58.8,0.2,20.360,162.62,,,,,,,
T,42.868848000,-106.341677000,5303.7,59.6,-0.0,20.383,119.35,,,,,,,
T,42.869016000,-106.341009000,5304.7,62.0,-0.1,20.418,189.26,,,,,,,
T,42.869076000,-106.340394000,5303.8,67.3,-0.3,20.450,166.32,,,,,,,
T,42.869095000,-106.340200000,5303.3,71.4,-0.2,20.460,52.47,,,,,,,
T,42.869138000,-106.339773000,5302.6,76.0,-0.4,20.482,115.54,,,,,,,
T,42.869100000,-106.339543000,5302.7,80.8,-0.0,20.494,63.20,,,,,,,
T,42.869009000,-106.339403000,5303.1,90.3,0.0,20.503,50.09,,,,,,,
T,42.868899000,-106.339317000,5303.6,102.6,0.4,20.512,46.25,,,,,,,
T,42.868802000,-106.339273000,5303.4,113.3,0.4,20.519,37.27,,,,,,,
T,42.868661000,-106.339243000,5303.5,140.8,0.3,20.529,52.02,,,,,,,
T,42.867887000,-106.339387000,5304.6,174.6,-0.2,20.583,284.73,,,,,,,
T,42.867750000,-106.339412000,5304.6,180.3,-0.1,20.592,50.38,,,,,,,
T,42.867587000,-106.337924000,5302.4,142.1,-0.2,20.669,403.33,,,,,,,
