type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,42.862563000,-106.395294000,5201.0,269.1,0.8,3.152,173.25,,,,,,,
T,42.862500000,-106.396120000,5204.0,269.1,1.0,3.195,222.65,,,,,,,
T,42.862359000,-106.396946000,5216.0,268.3,1.8,3.238,227.35,,,,,,,
T,42.862217000,-106.397644000,5215.2,267.5,2.0,3.274,194.17,,,,,,,
T,42.862209000,-106.397695000,5214.1,260.0,2.4,3.277,13.98,,,,,,,
T,42.862140000,-106.398112000,5216.7,258.4,1.2,3.299,114.60,,,,,,,
T,42.861955000,-106.398859000,5222.0,254.8,1.7,3.339,211.33,,,,,,,
T,42.861794000,-106.399254000,5224.2,251.5,1.3,3.362,121.08,,,,,,,
T,42.861618000,-106.399583000,5225.1,247.1,1.2,3.382,109.07,,,,,,,
T,42.861238000,-106.400052000,5224.1,240.7,1.9,3.418,187.07,,,,,,,
T,42.860721000,-106.400479000,5227.2,230.7,3.1,3.460,220.49,,,,,,,
T,42.859422000,-106.401859000,5245.4,221.0,4.1,3.573,600.89,,,,,,,
T,42.858441000,-106.402880000,5273.4,218.4,4.8,3.659,450.32,,,,,,,
T,42.857344000,-106.403954000,5304.1,216.9,4.2,3.752,492.74,,,,,,,
T,42.856587000,-106.404746000,5324.5,216.5,3.7,3.818,348.17,,,,,,,
T,42.856123000,-106.405543000,5318.7,218.9,3.5,3.869,272.53,,,,,,,
T,42.855631000,-106.406470000,5314.3,221.7,2.8,3.928,306.50,,,,,,,
T,42.855269000,-106.407352000,5332.5,225.9,0.5,3.979,270.82,,,,,,,
T,42.854868000,-106.408410000,5346.8,232.8,1.8,4.039,319.14,,,,,,,
T,42.854347000,-106.409863000,5332.8,239.2,2.0,4.121,433.43,,,,,,,
T,42.853708000,-106.411514000,5351.3,241.1,0.5,4.216,500.24,,,,,,,
T,42.853188000,-106.412498000,5351.9,241.1,-0.4,4.278,324.88,,,,,,,
T,42.852425000,-106.413736000,5342.0,238.7,-0.1,4.360,433.07,,,,,,,
T,42.851645000,-106.414675000,5339.3,234.9,-1.9,4.432,379.77,,,,,,,
T,42.851028000,-106.415348000,5330.6,230.5,-2.8,4.486,288.34,,,,,,,
T,42.850288000,-106.415959000,5318.8,223.6,-3.2,4.546,315.58,,,,,,,
T,42.849261000,-106.416721000,5299.6,218.3,-3.4,4.627,426.46,,,,,,,
T,42.846708000,-106.418662000,5263.4,212.3,-3.4,4.829,1066.19,,,,,,,
T,42.845606000,-106.419645000,5250.5,211.1,-3.2,4.920,480.44,,,,,,,
T,42.845001000,-106.420381000,5243.6,211.5,-2.8,4.976,295.95,,,,,,,
T,42.844458000,-106.421200000,5235.6,213.4,-2.2,5.032,295.66,,,,,,,
T,42.843983000,-106.422066000,5232.3,216.6,-1.9,5.087,289.68,,,,,,,
T,42.843666000,-106.422710000,5229.0,224.3,-1.6,5.126,207.80,,,,,,,
T,42.843219000,-106.423892000,5223.5,232.5,-1.0,5.193,356.43,,,,,,,
T,42.842908000,-106.425029000,5220.6,238.4,-0.5,5.255,325.33,,,,,,,
T,42.842569000,-106.426821000,5218.4,245.4,-0.3,5.349,496.25,,,,,,,
T,42.842129000,-106.429821000,5220.8,251.9,-0.1,5.504,820.44,,,,,,,
T,42.841917000,-106.431245000,5221.5,254.4,0.1,5.578,389.66,,,,,,,
T,42.841869000,-106.432044000,5221.5,257.3,0.1,5.619,215.01,,,,,,,
T,42.841885000,-106.433356000,5222.1,260.5,0.9,5.686,351.94,,,,,,,
T,42.841941000,-106.437146000,5220.4,265.3,1.6,5.878,1016.71,,,,,,,
T,42.841853000,-106.438170000,5241.7,267.4,1.6,5.931,276.51,,,,,,,
T,42.841645000,-106.439369000,5256.3,267.4,1.7,5.993,330.40,,,,,,,
T,42.841318000,-106.440505000,5259.3,264.9,2.8,6.055,327.17,,,,,,,
T,42.840974000,-106.441345000,5259.0,261.2,0.5,6.104,257.83,,,,,,,
T,42.840558000,-106.442144000,5261.0,249.3,-0.9,6.154,262.51,,,,,,,
T,42.838719000,-106.445854000,5253.7,240.9,-1.3,6.381,1199.77,,,,,,,
T,42.838007000,-106.447081000,5234.0,237.2,-1.1,6.460,419.11,,,,,,,
T,42.837463000,-106.447758000,5228.8,234.1,-1.2,6.511,268.86,,,,,,,
T,42.836920000,-106.448280000,5231.8,231.4,-1.3,6.557,242.43,,,,,,,
T,42.836619000,-106.448540000,5233.6,230.0,1.9,6.582,130.00,,,,,,,
T,42.836304000,-106.448757000,5238.7,221.4,3.6,6.606,128.72,,,,,,,
T,42.835560000,-106.449174000,5254.2,212.1,3.8,6.662,293.33,,,,,,,
T,42.834432000,-106.449653000,5273.2,204.6,2.8,6.743,430.73,,,,,,,
T,42.833049000,-106.450320000,5290.1,201.1,1.2,6.844,534.87,,,,,,,
T,42.832497000,-106.450677000,5279.3,200.8,0.3,6.887,222.81,,,,,,,
T,42.831646000,-106.451300000,5260.1,201.8,-0.8,6.953,352.32,,,,,,,
T,42.831105000,-106.451695000,5259.8,202.5,-2.6,6.996,223.84,,,,,,,
T,42.830684000,-106.451986000,5261.0,204.5,-1.8,7.028,172.16,,,,,,,
T,42.830258000,-106.452235000,5260.9,206.7,-0.0,7.060,169.02,,,,,,,
T,42.829917000,-106.452394000,5260.3,206.0,0.5,7.085,131.40,,,,,,,
T,42.829576000,-106.452534000,5260.0,203.6,0.9,7.110,129.83,,,,,,,
T,42.829152000,-106.452671000,5263.5,200.1,1.3,7.140,158.84,,,,,,,
T,42.828712000,-106.452781000,5267.8,196.5,1.7,7.171,163.06,,,,,,,
T,42.828306000,-106.452836000,5270.4,192.7,2.0,7.199,148.71,,,,,,,
T,42.827894000,-106.452851000,5273.2,189.4,2.0,7.227,150.21,,,,,,,
T,42.827111000,-106.452854000,5277.8,185.4,2.1,7.282,285.38,,,,,,,
T,42.821399000,-106.452865000,5318.7,181.1,2.2,7.676,2081.83,,,,,,,
T,42.817487000,-106.452857000,5352.7,180.3,2.3,7.946,1425.79,,,,,,,
T,42.816895000,-106.452869000,5362.8,180.1,2.4,7.987,215.79,,,,,,,
T,42.816304000,-106.452940000,5371.9,180.3,2.7,8.028,216.24,,,,,,,
T,42.815622000,-106.453121000,5376.4,181.0,3.2,8.076,253.27,,,,,,,
T,42.815406000,-106.453198000,5377.1,182.3,2.7,8.091,81.39,,,,,,,
T,42.815343000,-106.453220000,5377.9,187.1,1.9,8.096,23.71,,,,,,,
T,42.815205000,-106.453269000,5379.4,189.8,2.3,8.105,51.99,,,,,,,
T,42.814945000,-106.453390000,5381.7,193.7,2.2,8.124,100.17,,,,,,,
T,42.814640000,-106.453561000,5384.9,198.2,0.0,8.147,120.26,,,,,,,
T,42.813817000,-106.454068000,5391.2,201.9,0.1,8.210,329.36,,,,,,,
T,42.813049000,-106.454731000,5378.0,205.8,-1.7,8.272,331.66,,,,,,,
T,42.811993000,-106.455675000,5380.2,208.8,-3.5,8.360,460.75,,,,,,,
T,42.810154000,-106.457250000,5347.0,210.6,-5.6,8.510,792.38,,,,,,,
T,42.809099000,-106.458106000,5303.4,211.0,-6.2,8.595,447.90,,,,,,,
T,42.808419000,-106.458482000,5263.4,211.0,-8.4,8.645,267.59,,,,,,,
T,42.807291000,-106.458834000,5229.3,207.6,-11.6,8.725,421.83,,,,,,,
T,42.806404000,-106.459137000,5190.0,204.4,-9.1,8.788,333.35,,,,,,,
T,42.805950000,-106.459272000,5157.0,199.4,-5.6,8.820,169.39,,,,,,,
T,42.804900000,-106.459585000,5159.2,194.5,-3.4,8.894,391.80,,,,,,,
T,42.803957000,-106.459897000,5169.6,193.1,-0.6,8.961,353.74,,,,,,,
T,42.803341000,-106.460057000,5179.2,192.8,4.0,9.005,228.58,,,,,,,
T,42.802733000,-106.460097000,5181.2,190.9,4.0,9.047,221.85,,,,,,,
T,42.797759000,-106.460513000,5277.5,186.3,4.2,9.391,1816.28,,,,,,,
T,42.795430000,-106.460614000,5299.5,184.6,4.1,9.552,849.27,,,,,,,
T,42.794508000,-106.460691000,5313.3,183.5,4.6,9.615,336.67,,,,,,,
T,42.793988000,-106.460734000,5320.5,183.0,4.0,9.651,189.87,,,,,,,
T,42.789906000,-106.461129000,5395.5,183.4,4.1,9.934,1491.52,,,,,,,
T,42.785484000,-106.461449000,5458.7,183.2,3.9,10.240,1613.95,,,,,,,
T,42.784612000,-106.461465000,5462.1,183.3,3.5,10.300,317.84,,,,,,,
T,42.784005000,-106.461329000,5461.2,182.6,2.1,10.342,224.22,,,,,,,
T,42.783333000,-106.461041000,5455.9,181.2,0.0,10.391,256.83,,,,,,,
T,42.782765000,-106.460633000,5452.0,177.1,0.6,10.435,234.21,,,,,,,
T,42.782309000,-106.460121000,5459.0,162.9,-0.0,10.476,215.67,,,,,,,
T,42.782096000,-106.459845000,5468.7,154.7,0.5,10.496,107.32,,,,,,,
T,42.781903000,-106.459521000,5460.9,147.7,-1.6,10.518,111.87,,,,,,,
T,42.781885000,-106.459485000,5459.6,141.7,-3.5,10.520,11.68,,,,,,,
T,42.781441000,-106.458581000,5440.3,131.3,-5.1,10.575,291.70,,,,,,,
T,42.781377000,-106.458446000,5439.3,127.2,-4.8,10.583,43.10,,,,,,,
T,42.781082000,-106.457830000,5435.6,124.4,-4.7,10.621,197.26,,,,,,,
T,42.780752000,-106.457339000,5426.2,125.7,-3.5,10.654,178.44,,,,,,,
T,42.780573000,-106.457137000,5422.0,127.3,-2.6,10.670,84.84,,,,,,,
T,42.780423000,-106.457005000,5420.2,131.3,-0.9,10.683,65.15,,,,,,,
T,42.780265000,-106.456904000,5424.2,134.5,3.1,10.695,63.65,,,,,,,
T,42.780060000,-106.456817000,5431.5,144.0,4.3,10.710,78.28,,,,,,,
T,42.779887000,-106.456779000,5437.2,154.6,5.3,10.722,63.87,,,,,,,
T,42.779683000,-106.456758000,5437.0,162.6,3.8,10.736,74.56,,,,,,,
T,42.779590000,-106.456768000,5436.8,168.2,-0.1,10.742,34.00,,,,,,,
T,42.779509000,-106.456776000,5435.0,172.9,-0.7,10.748,29.60,,,,,,,
T,42.779277000,-106.456835000,5431.2,181.0,1.0,10.764,86.03,,,,,,,
T,42.779083000,-106.456936000,5435.0,188.2,1.9,10.779,75.73,,,,,,,
T,42.778678000,-106.457146000,5440.9,195.8,2.8,10.808,158.01,,,,,,,
T,42.778125000,-106.457644000,5448.2,203.7,3.8,10.854,241.86,,,,,,,
T,42.777653000,-106.458050000,5456.8,206.7,3.1,10.893,203.65,,,,,,,
T,42.777572000,-106.458120000,5458.1,209.0,3.0,10.899,35.00,,,,,,,
T,42.776689000,-106.458905000,5467.2,211.1,1.5,10.972,384.69,,,,,,,
T,42.776439000,-106.459117000,5470.0,212.9,0.6,10.993,107.43,,,,,,,
T,42.774228000,-106.460990000,5473.1,212.2,0.5,11.173,949.87,,,,,,,
T,42.772853000,-106.462193000,5468.6,212.4,-0.2,11.285,596.22,,,,,,,
T,42.771596000,-106.463483000,5470.2,213.4,-0.8,11.394,574.33,,,,,,,
T,42.771508000,-106.463572000,5463.5,213.5,-1.5,11.402,40.00,,,,,,,
T,42.770702000,-106.464498000,5448.5,214.5,-0.6,11.475,384.86,,,,,,,
T,42.769850000,-106.465642000,5442.9,218.0,1.5,11.557,436.79,,,,,,,
T,42.768478000,-106.467793000,5454.9,223.2,1.9,11.702,763.97,,,,,,,
T,42.767364000,-106.469742000,5505.6,227.4,2.9,11.828,662.38,,,,,,,
T,42.766829000,-106.470889000,5512.0,228.9,2.2,11.897,364.54,,,,,,,
T,42.766649000,-106.471277000,5515.9,230.8,0.1,11.920,123.12,,,,,,,
T,42.765298000,-106.475080000,5511.0,236.7,-2.7,12.135,1133.75,,,,,,,
T,42.764880000,-106.476579000,5457.3,240.8,-3.5,12.216,430.40,,,,,,,
T,42.764452000,-106.478722000,5433.9,246.2,-3.8,12.329,596.25,,,,,,,
T,42.764186000,-106.480495000,5416.2,249.5,-5.4,12.421,485.90,,,,,,,
T,42.763982000,-106.482492000,5395.4,252.1,-3.5,12.524,541.41,,,,,,,
T,42.763886000,-106.483839000,5380.8,257.6,-3.7,12.592,363.42,,,,,,,
T,42.763892000,-106.485547000,5370.8,261.5,-3.6,12.679,458.68,,,,,,,
T,42.763890000,-106.486513000,5355.9,264.4,-3.3,12.728,259.42,,,,,,,
T,42.763935000,-106.487946000,5343.9,267.4,-2.6,12.801,385.17,,,,,,,
T,42.764132000,-106.489550000,5333.1,271.7,-3.7,12.884,436.69,,,,,,,
T,42.764229000,-106.491591000,5326.5,273.5,-1.7,12.988,549.24,,,,,,,
T,42.764230000,-106.493134000,5294.6,273.5,-1.0,13.067,414.36,,,,,,,
T,42.764172000,-106.494296000,5320.2,272.8,-0.6,13.126,312.76,,,,,,,
T,42.764116000,-106.495106000,5324.0,272.0,0.1,13.167,218.48,,,,,,,
T,42.764027000,-106.495769000,5322.3,268.7,2.8,13.202,180.98,,,,,,,
T,42.763922000,-106.496651000,5328.2,265.3,0.5,13.247,239.93,,,,,,,
T,42.763728000,-106.497513000,5328.6,261.1,0.2,13.293,242.04,,,,,,,
T,42.763510000,-106.498549000,5326.5,258.0,0.8,13.348,289.34,,,,,,,
T,42.763476000,-106.498675000,5326.4,256.3,1.3,13.354,36.03,,,,,,,
T,42.763277000,-106.499441000,5330.5,254.5,1.6,13.396,218.12,,,,,,,
T,42.763172000,-106.499851000,5339.6,252.3,-3.0,13.418,116.57,,,,,,,
T,42.762831000,-106.501176000,5345.5,251.6,-1.3,13.489,376.91,,,,,,,
T,42.762137000,-106.502967000,5287.4,247.1,-3.9,13.592,543.43,,,,,,,
T,42.761176000,-106.505124000,5300.6,244.1,-3.3,13.720,676.93,,,,,,,
T,42.760215000,-106.507098000,5239.9,241.4,-2.6,13.841,635.39,,,,,,,
T,42.759144000,-106.509437000,5241.0,240.2,-1.5,13.981,739.57,,,,,,,
T,42.758409000,-106.510781000,5265.2,237.9,-1.3,14.066,449.50,,,,,,,
T,42.757860000,-106.511668000,5244.2,236.2,2.3,14.125,311.10,,,,,,,
T,42.756702000,-106.513256000,5263.9,233.2,2.7,14.238,600.02,,,,,,,
T,42.755221000,-106.514919000,5304.4,229.0,1.2,14.371,700.60,,,,,,,
T,42.753882000,-106.516089000,5312.5,222.9,-0.2,14.481,580.44,,,,,,,
T,42.751794000,-106.517838000,5303.1,218.1,-0.7,14.650,894.31,,,,,,,
T,42.750463000,-106.518900000,5238.1,215.7,-1.9,14.757,562.75,,,,,,,
T,42.747409000,-106.521400000,5237.6,212.8,-1.7,15.003,1299.95,,,,,,,
T,42.746831000,-106.521925000,5237.2,211.5,-1.4,15.051,253.51,,,,,,,
T,42.744231000,-106.524039000,5241.1,211.2,0.4,15.260,1104.73,,,,,,,
T,42.742720000,-106.525243000,5249.4,210.9,-0.4,15.381,638.66,,,,,,,
T,42.739380000,-106.527740000,5255.3,210.4,-0.0,15.645,1389.89,,,,,,,
T,42.738900000,-106.528138000,5224.2,210.2,-0.5,15.683,205.03,,,,,,,
T,42.738140000,-106.528770000,5236.1,210.0,-0.8,15.745,324.89,,,,,,,
T,42.737690000,-106.529130000,5226.4,209.8,-2.3,15.781,190.40,,,,,,,
T,42.737360000,-106.529420000,5230.7,209.8,0.5,15.808,143.30,,,,,,,
T,42.736940000,-106.529760000,5230.8,211.3,-0.9,15.842,178.26,,,,,,,
T,42.736650000,-106.529970000,5229.1,210.9,1.2,15.865,119.81,,,,,,,
T,42.736380000,-106.530150000,5229.3,209.9,1.2,15.885,109.65,,,,,,,
T,42.736090000,-106.530360000,5234.3,209.5,1.8,15.908,119.81,,,,,,,
T,42.735890000,-106.530480000,5237.8,207.9,2.7,15.923,79.70,,,,,,,
T,42.735680000,-106.530640000,5240.2,207.2,2.8,15.940,87.78,,,,,,,
T,42.735493000,-106.530752000,5241.9,206.4,2.3,15.954,74.50,,,,,,,
T,42.735050000,-106.531020000,5244.5,205.7,1.8,15.987,176.78,,,,,,,
T,42.734690000,-106.531210000,5247.2,204.0,1.4,16.014,140.79,,,,,,,
T,42.734520000,-106.531320000,5247.4,204.2,1.0,16.027,68.65,,,,,,,
T,42.734290000,-106.531430000,5247.8,202.7,0.7,16.044,88.88,,,,,,,
T,42.733790000,-106.531690000,5248.7,202.0,0.2,16.081,195.16,,,,,,,
T,42.733500000,-106.531820000,5248.6,200.8,0.2,16.102,111.32,,,,,,,
T,42.733260000,-106.531940000,5248.3,200.6,0.3,16.120,93.22,,,,,,,
T,42.732930000,-106.532070000,5248.7,199.1,-0.6,16.143,125.24,,,,,,,
T,42.732520000,-106.532240000,5250.0,198.6,-4.6,16.173,156.25,,,,,,,
T,42.731990000,-106.532440000,5244.5,197.0,-4.2,16.211,200.50,,,,,,,
T,42.730560000,-106.532880000,5197.8,194.8,-3.3,16.312,534.42,,,,,,,
T,42.730110000,-106.532990000,5198.1,193.8,-3.1,16.344,166.65,,,,,,,
T,42.729580000,-106.533080000,5207.0,192.5,-2.7,16.381,194.67,,,,,,,
T,42.729270000,-106.533150000,5213.1,191.6,6.0,16.402,114.54,,,,,,,
T,42.729097000,-106.533171000,5215.4,190.5,8.1,16.414,63.30,,,,,,,
T,42.728240000,-106.533280000,5249.4,187.2,7.4,16.474,313.71,,,,,,,
T,42.727740000,-106.533310000,5268.3,185.7,7.2,16.508,182.41,,,,,,,
T,42.727080000,-106.533330000,5275.0,184.2,7.2,16.554,240.60,,,,,,,
T,42.726810000,-106.533330000,5278.2,183.1,2.5,16.572,98.40,,,,,,,
T,42.726490000,-106.533340000,5283.6,182.7,-5.2,16.595,116.66,,,,,,,
T,42.726120000,-106.533330000,5268.8,181.0,-5.4,16.620,134.88,,,,,,,
T,42.725470000,-106.533340000,5225.4,180.6,-6.5,16.665,236.91,,,,,,,
T,42.724670000,-106.533340000,5227.5,180.2,-8.0,16.720,291.57,,,,,,,
T,42.724573000,-106.533344000,5225.4,180.3,-7.7,16.727,35.37,,,,,,,
T,42.724280000,-106.533360000,5218.8,180.4,-2.6,16.747,106.87,,,,,,,
T,42.723990000,-106.533400000,5208.9,181.4,-3.9,16.767,106.24,,,,,,,
T,42.723570000,-106.533500000,5207.0,183.5,-1.8,16.797,155.41,,,,,,,
T,42.723220000,-106.533640000,5206.8,188.6,-0.1,16.822,132.99,,,,,,,
T,42.722800000,-106.533840000,5213.5,191.6,2.0,16.853,162.23,,,,,,,
T,42.722580000,-106.533960000,5218.4,194.5,2.4,16.869,86.42,,,,,,,
T,42.722280000,-106.534170000,5222.2,198.3,2.9,16.892,123.04,,,,,,,
T,42.721480000,-106.534830000,5227.6,205.1,2.9,16.957,341.27,,,,,,,
T,42.720780000,-106.535430000,5236.3,208.3,2.0,17.014,301.80,,,,,,,
T,42.720420000,-106.535720000,5242.2,210.1,0.8,17.043,152.61,,,,,,,
T,42.720040000,-106.536060000,5240.3,211.3,0.3,17.074,165.92,,,,,,,
T,42.719048000,-106.536902000,5232.8,211.8,-0.4,17.155,426.51,,,,,,,
T,42.718770000,-106.537140000,5230.7,212.1,-1.0,17.178,119.82,,,,,,,
T,42.718340000,-106.537500000,5231.9,211.9,-1.3,17.213,184.17,,,,,,,
T,42.718060000,-106.537760000,5231.6,212.4,-2.2,17.236,123.68,,,,,,,
T,42.717690000,-106.538070000,5226.9,212.1,0.0,17.266,158.51,,,,,,,
T,42.717313000,-106.538358000,5216.2,211.7,0.3,17.296,157.70,,,,,,,
T,42.716793000,-106.538823000,5231.1,212.0,-0.7,17.339,227.01,,,,,,,
T,42.715928000,-106.539459000,5235.0,210.8,0.2,17.407,358.61,,,,,,,
T,42.715220000,-106.540389000,5222.3,214.2,1.5,17.475,359.24,,,,,,,
T,42.714498000,-106.541425000,5230.2,217.7,0.5,17.548,383.10,,,,,,,
T,42.713513000,-106.543157000,5244.1,222.9,0.2,17.659,587.84,,,,,,,
T,42.712654000,-106.545527000,5243.8,230.0,0.5,17.793,709.75,,,,,,,
T,42.711212000,-106.549793000,5240.3,238.2,0.5,18.032,1261.28,,,,,,,
T,42.710057000,-106.553209000,5244.0,241.3,0.3,18.223,1010.03,,,,,,,
T,42.708568000,-106.557883000,5255.9,243.9,0.3,18.483,1368.48,,,,,,,
T,42.708196000,-106.558987000,5256.3,245.4,0.5,18.544,326.24,,,,,,,
T,42.707792000,-106.560042000,5256.0,245.5,0.5,18.605,319.52,,,,,,,
T,42.707301000,-106.561090000,5255.8,244.8,-0.0,18.668,333.72,,,,,,,
T,42.706804000,-106.561948000,5255.9,243.1,-0.7,18.724,293.25,,,,,,,
T,42.706138000,-106.562949000,5255.4,236.9,-0.7,18.792,362.37,,,,,,,
T,42.705587000,-106.563659000,5244.7,232.8,-0.2,18.845,277.04,,,,,,,
T,42.704972000,-106.564324000,5244.6,228.1,0.5,18.899,286.69,,,,,,,
T,42.698539000,-106.569650000,5248.9,215.7,0.6,19.419,2747.13,,,,,,,
T,42.695876000,-106.571844000,5278.6,213.6,0.7,19.634,1135.72,,,,,,,
T,42.695353000,-106.572263000,5283.5,212.4,1.1,19.676,221.41,,,,,,,
T,42.684680000,-106.580880000,5310.4,211.2,1.2,20.534,4527.53,,,,,,,
T,42.679901000,-106.584828000,5358.4,211.0,0.6,20.920,2039.77,,,,,,,
T,42.675316000,-106.588563000,5362.8,210.9,0.4,21.289,1949.66,,,,,,,
T,42.671287000,-106.591845000,5336.5,210.9,0.4,21.614,1713.26,,,,,,,
T,42.668684000,-106.594012000,5325.4,211.0,-0.2,21.825,1113.40,,,,,,,
T,42.664604000,-106.596964000,5341.9,210.5,-0.2,22.144,1685.68,,,,,,,
T,42.663164000,-106.598168000,5346.8,210.4,-0.2,22.261,616.69,,,,,,,
T,42.661402000,-106.599561000,5349.9,210.2,-0.2,22.402,743.49,,,,,,,
T,42.643467000,-106.614233000,5309.4,210.6,-0.5,23.848,7635.83,,,,,,,
T,42.640996000,-106.616640000,5297.1,211.0,-0.8,24.058,1109.27,,,,,,,
T,42.639827000,-106.617575000,5289.6,211.5,-1.0,24.152,494.79,,,,,,,
T,42.638868000,-106.618443000,5265.6,211.5,-2.0,24.231,420.37,,,,,,,
T,42.638566000,-106.618689000,5255.8,211.6,-0.1,24.256,128.44,,,,,,,
T,42.637877000,-106.619248000,5260.3,213.4,0.9,24.311,292.71,,,,,,,
T,42.637068000,-106.619859000,5296.1,211.1,3.4,24.375,337.59,,,,,,,
T,42.636879000,-106.620022000,5301.2,211.4,4.6,24.390,81.66,,,,,,,
T,42.636109000,-106.620657000,5305.2,210.6,5.3,24.453,328.56,,,,,,,
T,42.634972000,-106.621472000,5325.8,209.7,3.2,24.541,468.84,,,,,,,
T,42.634761000,-106.621634000,5328.9,209.4,2.9,24.558,88.40,,,,,,,
T,42.632610000,-106.623284000,5355.6,209.5,2.3,24.729,900.96,,,,,,,
T,42.629634000,-106.625700000,5391.0,210.0,1.6,24.968,1264.57,,,,,,,
T,42.627790000,-106.627182000,5384.8,210.0,1.5,25.116,781.49,,,,,,,
T,42.626621000,-106.628148000,5383.6,210.5,1.0,25.211,499.11,,,,,,,
T,42.625568000,-106.628972000,5385.4,210.4,-0.1,25.295,443.24,,,,,,,
T,42.624838000,-106.629596000,5388.5,210.9,-0.3,25.354,314.62,,,,,,,
T,42.618741000,-106.634543000,5385.3,210.9,-0.6,25.845,2590.47,,,,,,,
T,42.615405000,-106.637251000,5366.4,210.9,-0.8,26.114,1417.59,,,,,,,
T,42.614288000,-106.638154000,5351.7,210.8,-0.8,26.203,474.14,,,,,,,
T,42.613566000,-106.638749000,5344.3,210.9,-1.3,26.262,308.05,,,,,,,
T,42.612812000,-106.639371000,5348.1,210.9,-1.1,26.323,321.79,,,,,,,
T,42.612539000,-106.639581000,5349.9,210.9,0.2,26.344,114.43,,,,,,,
T,42.612243000,-106.639838000,5352.0,211.1,1.3,26.369,128.16,,,,,,,
