type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
W,39.092180328,-94.417052726,1045.6,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,A. Independence,
W,39.037730470,-95.676168265,899.3,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,B. Topeka,
W,40.882933512,-98.373416689,1866.5,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,C. Grand Island,
W,41.828385359,-103.707647140,4119.1,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,D. Gering,
W,42.866811643,-106.336730415,5302.5,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,E. Casper,
W,42.841597575,-108.745826606,5352.0,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,F. Lander,
W,42.322974163,-111.297701666,5980.6,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,G. Montpelier,
W,42.864735055,-112.452639552,4463.6,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,H. Pocatello,
W,42.583990486,-114.471057557,3656.8,,,,,#c2185b,,,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,I. Twin Falls,

type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,39.842523000,-96.775851000,1385.5,270.0,-0.1,107.438,1654.79,,,,,,,
T,39.842520000,-96.776778000,1381.5,270.0,-0.7,107.487,260.31,,,,,,,
T,39.842514000,-96.778374000,1382.8,270.0,-0.7,107.572,448.17,,,,,,,
T,39.842538000,-96.780326000,1384.4,270.1,0.2,107.676,548.20,,,,,,,
T,39.842540000,-96.784200000,1388.0,270.1,0.3,107.882,1087.84,,,,,,,
T,39.842540000,-96.786003000,1392.1,270.1,0.1,107.978,506.29,,,,,,,
T,39.842543000,-96.788639000,1391.9,270.1,-0.3,108.118,740.21,,,,,,,
T,39.842545000,-96.790021000,1386.1,270.2,-0.8,108.192,388.07,,,,,,,
T,39.842536000,-96.791257000,1375.6,270.0,-1.5,108.258,347.09,,,,,,,
T,39.842525000,-96.791795000,1370.8,269.9,-1.0,108.286,151.13,,,,,,,
T,39.842516000,-96.793443000,1360.9,269.8,-0.6,108.374,462.78,,,,,,,
T,39.842499000,-96.796671000,1369.9,269.6,0.1,108.545,906.46,,,,,,,
T,39.842491000,-96.797259000,1374.5,269.4,0.8,108.577,165.14,,,,,,,
T,39.842482000,-96.797884000,1377.9,269.4,1.6,108.610,175.53,,,,,,,
T,39.842488000,-96.799187000,1386.4,269.6,1.2,108.679,365.90,,,,,,,
T,39.842469000,-96.801042000,1394.2,269.5,0.9,108.778,520.94,,,,,,,
T,39.842464000,-96.803307000,1392.9,269.6,0.6,108.898,636.03,,,,,,,
T,39.842458000,-96.804462000,1392.3,269.7,0.3,108.960,324.34,,,,,,,
T,39.842448000,-96.806458000,1391.7,269.7,-0.2,109.066,560.50,,,,,,,
T,39.842448000,-96.806506000,1391.8,269.6,-0.3,109.069,13.48,,,,,,,
T,39.842450000,-96.806748000,1391.8,269.8,-0.4,109.081,67.96,,,,,,,
T,39.842420000,-96.808920000,1388.8,269.4,-0.5,109.197,610.01,,,,,,,
T,39.842423000,-96.811203000,1384.9,269.6,-0.6,109.318,641.08,,,,,,,
T,39.842414000,-96.813022000,1381.9,269.6,-0.6,109.415,510.80,,,,,,,
T,39.842413000,-96.813209000,1381.3,269.6,-0.3,109.425,52.51,,,,,,,
T,39.842409000,-96.813596000,1380.3,269.6,1.0,109.446,108.68,,,,,,,
T,39.842391000,-96.815579000,1382.3,269.7,1.3,109.551,556.88,,,,,,,
T,39.842374000,-96.818690000,1405.3,269.5,0.9,109.717,873.61,,,,,,,
T,39.842327000,-96.823072000,1417.9,269.4,0.6,109.950,1230.61,,,,,,,
T,39.842314000,-96.826036000,1414.4,269.4,0.5,110.107,832.33,,,,,,,
T,39.842276000,-96.834435000,1415.1,269.5,-0.1,110.554,2358.54,,,,,,,
T,39.842276000,-96.835183000,1411.4,269.6,-0.6,110.594,210.04,,,,,,,
T,39.842261000,-96.837771000,1400.1,269.6,-0.8,110.731,726.75,,,,,,,
T,39.842265000,-96.841036000,1388.0,269.7,-1.5,110.905,916.84,,,,,,,
T,39.842251000,-96.843724000,1376.5,269.7,-1.5,111.048,754.83,,,,,,,
T,39.842256198,-96.843724215,1376.5,269.8,-1.5,111.048,1.89,,,,,,,
T,39.842256170,-96.844075599,1374.5,269.8,-1.6,111.067,98.67,,,,,,,
T,39.842256141,-96.844426982,1372.8,269.9,-1.8,111.086,98.67,,,,,,,
T,39.842256110,-96.844778365,1371.1,269.8,-1.8,111.104,98.67,,,,,,,
T,39.842256079,-96.845129749,1369.4,270.3,-1.8,111.123,98.67,,,,,,,
T,39.842256047,-96.845481132,1367.5,270.0,-1.8,111.142,98.67,,,,,,,
T,39.842256013,-96.845832516,1365.5,270.0,-1.8,111.161,98.67,,,,,,,
T,39.842255979,-96.846183899,1363.9,270.0,-1.7,111.179,98.67,,,,,,,
T,39.842255943,-96.846535282,1362.4,270.0,-1.5,111.198,98.67,,,,,,,
T,39.842255906,-96.846886666,1361.2,270.0,-1.3,111.217,98.67,,,,,,,
T,39.842255869,-96.847238049,1360.0,270.0,-1.0,111.235,98.67,,,,,,,
T,39.842255830,-96.847589432,1359.2,270.0,-0.7,111.254,98.67,,,,,,,
T,39.842255790,-96.847940816,1358.9,270.0,-0.4,111.273,98.67,,,,,,,
T,39.842255749,-96.848292199,1358.9,270.0,0.1,111.291,98.67,,,,,,,
T,39.842255707,-96.848643583,1359.2,270.0,0.5,111.310,98.67,,,,,,,
T,39.842255664,-96.848994966,1360.4,270.0,0.7,111.329,98.67,,,,,,,
T,39.842255620,-96.849346349,1361.6,270.0,0.9,111.347,98.67,,,,,,,
T,39.842255575,-96.849697733,1362.4,270.0,1.1,111.366,98.67,,,,,,,
T,39.842255529,-96.850049116,1363.4,270.0,1.3,111.385,98.67,,,,,,,
T,39.842255481,-96.850400499,1364.8,270.0,1.2,111.403,98.67,,,,,,,
T,39.842255433,-96.850751883,1366.7,270.0,1.3,111.422,98.67,,,,,,,
T,39.842255384,-96.851103266,1367.6,270.0,1.4,111.441,98.67,,,,,,,
T,39.842255333,-96.851454650,1369.0,270.0,1.3,111.460,98.67,,,,,,,
T,39.842255282,-96.851806033,1370.3,270.0,1.4,111.478,98.67,,,,,,,
T,39.842255229,-96.852157416,1371.4,270.0,1.3,111.497,98.67,,,,,,,
T,39.842255176,-96.852508800,1373.8,270.0,1.1,111.516,98.67,,,,,,,
T,39.842255121,-96.852860183,1373.8,270.0,0.8,111.534,98.67,,,,,,,
T,39.842255065,-96.853211566,1374.1,270.0,0.9,111.553,98.67,,,,,,,
T,39.842255008,-96.853562950,1374.4,270.0,0.7,111.572,98.67,,,,,,,
T,39.842254951,-96.853914333,1376.0,270.0,0.8,111.590,98.67,,,,,,,
T,39.842254892,-96.854265717,1377.3,270.0,0.8,111.609,98.67,,,,,,,
T,39.842254832,-96.854617100,1378.0,270.0,0.8,111.628,98.67,,,,,,,
T,39.842254771,-96.854968483,1378.3,270.0,0.4,111.646,98.67,,,,,,,
T,39.842254708,-96.855319867,1378.3,270.0,-0.0,111.665,98.67,,,,,,,
T,39.842254645,-96.855671250,1378.2,270.0,-0.3,111.684,98.67,,,,,,,
T,39.842254581,-96.856022633,1377.3,270.0,-0.6,111.702,98.67,,,,,,,
T,39.842254516,-96.856374017,1376.5,270.0,-0.9,111.721,98.67,,,,,,,
T,39.842254449,-96.856725400,1375.4,270.0,-1.2,111.740,98.67,,,,,,,
T,39.842254382,-96.857076784,1373.9,270.0,-1.3,111.759,98.67,,,,,,,
T,39.842254314,-96.857428167,1372.3,270.0,-1.5,111.777,98.67,,,,,,,
T,39.842254244,-96.857779550,1370.8,270.0,-1.7,111.796,98.67,,,,,,,
T,39.842254173,-96.858130934,1369.0,270.0,-1.8,111.815,98.67,,,,,,,
T,39.842254102,-96.858482317,1366.8,270.0,-1.8,111.833,98.67,,,,,,,
T,39.842254029,-96.858833700,1365.0,270.0,-2.0,111.852,98.67,,,,,,,
T,39.842253955,-96.859185084,1363.3,270.0,-2.1,111.871,98.67,,,,,,,
T,39.842253881,-96.859536467,1360.8,270.0,-2.1,111.889,98.67,,,,,,,
T,39.842253805,-96.859887850,1358.6,270.0,-2.3,111.908,98.67,,,,,,,
T,39.842253728,-96.860239234,1356.3,270.0,-2.4,111.927,98.67,,,,,,,
T,39.842253650,-96.860590617,1353.9,270.0,-2.5,111.945,98.67,,,,,,,
T,39.842253571,-96.860942001,1351.3,270.0,-2.6,111.964,98.67,,,,,,,
T,39.842253491,-96.861293384,1348.3,270.0,-2.7,111.983,98.67,,,,,,,
T,39.842253409,-96.861644767,1345.9,270.0,-2.2,112.001,98.67,,,,,,,
T,39.842253327,-96.861996151,1343.0,270.0,-2.1,112.020,98.67,,,,,,,
T,39.842253244,-96.862347534,1343.3,270.0,-1.9,112.039,98.67,,,,,,,
T,39.842253232,-96.862396596,1342.8,270.0,-1.4,112.041,13.78,,,,,,,
T,39.842229000,-96.862431000,1342.3,268.4,-0.5,112.044,13.09,,,,,,,
T,39.842362000,-96.862430000,1342.1,280.2,-0.7,112.053,48.45,,,,,,,
T,39.842919000,-96.862425000,1341.2,333.7,0.1,112.092,202.91,,,,,,,
T,39.843314000,-96.862429000,1340.2,356.6,1.4,112.119,143.89,,,,,,,
T,39.844541000,-96.862429000,1343.6,359.4,0.4,112.203,446.97,,,,,,,
T,39.845901000,-96.862394000,1360.8,0.4,-0.7,112.297,495.51,,,,,,,
T,39.849325000,-96.862386000,1351.8,0.3,-1.0,112.534,1247.29,,,,,,,
T,39.851458000,-96.862387000,1318.6,0.2,-1.3,112.681,777.00,,,,,,,
T,39.852620000,-96.862363000,1305.8,0.3,-2.2,112.761,423.34,,,,,,,
T,39.853439000,-96.862346000,1299.9,0.4,-2.9,112.817,298.38,,,,,,,
T,39.855339000,-96.862344000,1285.2,0.2,-2.3,112.948,692.13,,,,,,,
T,39.856440000,-96.862351000,1275.9,0.2,-1.7,113.024,401.07,,,,,,,
T,39.857682000,-96.862362000,1267.1,0.2,-1.0,113.110,452.44,,,,,,,
T,39.858925000,-96.862374000,1267.3,359.9,-0.5,113.196,452.81,,,,,,,
T,39.860329000,-96.862318000,1273.6,0.2,-0.1,113.293,511.69,,,,,,,
T,39.860769000,-96.862324000,1274.9,0.2,0.4,113.323,160.29,,,,,,,
T,39.862221000,-96.862364000,1273.9,359.9,0.5,113.423,529.05,,,,,,,
T,39.862421000,-96.862370000,1273.7,359.9,0.1,113.437,72.88,,,,,,,
T,39.863088000,-96.862357000,1275.0,0.2,-0.1,113.483,243.00,,,,,,,
T,39.863309000,-96.862352000,1274.6,359.5,-1.9,113.498,80.52,,,,,,,
T,39.864307000,-96.862308000,1273.9,0.2,-2.0,113.567,363.76,,,,,,,
T,39.866162000,-96.862347000,1246.2,0.2,-1.8,113.695,675.83,,,,,,,
T,39.866389000,-96.862352000,1244.9,0.2,-0.9,113.711,82.70,,,,,,,
T,39.868383000,-96.862347000,1240.5,0.1,1.0,113.849,726.37,,,,,,,
T,39.869706000,-96.862349000,1253.6,0.0,0.7,113.940,481.94,,,,,,,
T,39.874653000,-96.862348000,1310.6,359.8,-0.1,114.281,1802.09,,,,,,,
T,39.878820000,-96.862336000,1280.3,0.0,-0.2,114.569,1517.95,,,,,,,
T,39.883903000,-96.862320000,1238.8,0.1,-0.4,114.919,1851.64,,,,,,,
T,39.884762000,-96.862325000,1227.2,0.1,-1.9,114.979,312.92,,,,,,,
T,39.885108000,-96.862324000,1232.4,0.1,-1.0,115.002,126.04,,,,,,,
T,39.885526000,-96.862324000,1234.6,0.1,0.2,115.031,152.27,,,,,,,
T,39.889006000,-96.862321000,1243.3,0.1,0.9,115.271,1267.69,,,,,,,
T,39.889071000,-96.862317000,1243.3,0.0,0.6,115.276,23.70,,,,,,,
T,39.889795000,-96.862310000,1242.9,0.1,1.0,115.326,263.75,,,,,,,
T,39.892894000,-96.862299000,1249.7,0.1,1.3,115.540,1128.91,,,,,,,
T,39.896546000,-96.862292000,1273.8,0.1,1.4,115.792,1330.35,,,,,,,
T,39.898317000,-96.862270000,1287.8,0.2,1.5,115.914,645.17,,,,,,,
T,39.900208000,-96.862260000,1300.5,0.2,1.8,116.044,688.86,,,,,,,
T,39.901373000,-96.862274000,1306.3,0.1,1.7,116.125,424.41,,,,,,,
T,39.902346000,-96.862292000,1310.6,0.0,1.5,116.192,354.48,,,,,,,
T,39.903488000,-96.862346000,1316.7,359.7,1.3,116.271,416.28,,,,,,,
T,39.903540000,-96.862348000,1316.3,359.3,0.7,116.274,18.95,,,,,,,
T,39.903547000,-96.862348000,1316.2,358.8,0.7,116.275,2.55,,,,,,,
T,39.904502000,-96.862387000,1313.7,358.4,0.1,116.341,348.06,,,,,,,
T,39.905964000,-96.862424000,1319.2,358.4,0.3,116.441,532.68,,,,,,,
T,39.910934000,-96.862559000,1319.4,358.7,0.3,116.784,1810.87,,,,,,,
T,39.911490000,-96.862565000,1324.7,358.8,0.9,116.823,202.55,,,,,,,
T,39.911512000,-96.862565000,1325.0,358.8,1.3,116.824,8.01,,,,,,,
T,39.912938000,-96.862578000,1340.2,359.0,2.9,116.923,519.48,,,,,,,
T,39.914793000,-96.862607000,1360.6,359.1,2.0,117.051,675.79,,,,,,,
T,39.915512000,-96.862614000,1367.9,359.5,1.7,117.100,261.93,,,,,,,
T,39.917647000,-96.862622000,1369.9,359.6,1.4,117.248,777.74,,,,,,,
T,39.919684000,-96.862599000,1376.7,359.8,1.2,117.388,742.07,,,,,,,
T,39.920080000,-96.862608000,1375.8,359.8,1.2,117.415,144.28,,,,,,,
T,39.922564000,-96.862612000,1395.0,360.0,1.5,117.587,904.88,,,,,,,
T,39.923160000,-96.862603000,1400.3,0.1,0.8,117.628,217.13,,,,,,,
T,39.923253000,-96.862601000,1400.6,0.2,0.5,117.634,33.88,,,,,,,
T,39.925055000,-96.862577000,1391.4,0.2,-0.5,117.759,656.47,,,,,,,
T,39.927499000,-96.862577000,1389.6,0.2,-0.9,117.927,890.31,,,,,,,
T,39.929337000,-96.862558000,1382.8,0.4,-1.1,118.054,669.57,,,,,,,
T,39.931506000,-96.862543000,1372.0,0.3,-0.7,118.204,790.14,,,,,,,
T,39.932782000,-96.862552000,1362.6,0.2,-1.1,118.292,464.83,,,,,,,
T,39.933741000,-96.862559000,1370.5,0.1,-1.0,118.358,349.35,,,,,,,
T,39.937509000,-96.862538000,1350.4,0.2,-0.9,118.618,1372.63,,,,,,,
T,39.939070000,-96.862562000,1346.9,360.0,-0.8,118.726,568.69,,,,,,,
T,39.939161000,-96.862560000,1346.5,359.9,-1.0,118.732,33.15,,,,,,,
T,39.940606000,-96.862531000,1338.5,0.1,0.4,118.832,526.45,,,,,,,
T,39.941067000,-96.862522000,1343.6,0.2,1.5,118.863,167.95,,,,,,,
T,39.941824000,-96.862524000,1357.4,0.1,1.6,118.916,275.76,,,,,,,
T,39.942571000,-96.862527000,1366.1,0.4,1.8,118.967,272.12,,,,,,,
T,39.942857000,-96.862522000,1367.7,0.5,0.8,118.987,104.19,,,,,,,
T,39.943909000,-96.862505000,1360.6,0.3,-0.2,119.060,383.26,,,,,,,
T,39.944321000,-96.862498000,1352.8,0.3,-1.9,119.088,150.10,,,,,,,
T,39.945651000,-96.862493000,1355.2,0.4,-2.4,119.180,484.50,,,,,,,
T,39.947483000,-96.862455000,1331.5,0.6,-2.2,119.306,667.45,,,,,,,
T,39.949325000,-96.862427000,1312.2,0.6,-0.9,119.433,671.06,,,,,,,
T,39.949633000,-96.862428000,1314.6,0.6,-0.7,119.454,112.20,,,,,,,
T,39.951015000,-96.862437000,1331.3,0.4,0.0,119.550,503.45,,,,,,,
T,39.952576000,-96.862395000,1337.2,0.6,0.3,119.658,568.77,,,,,,,
T,39.954143000,-96.862365000,1331.7,0.6,0.1,119.766,570.89,,,,,,,
T,39.954922000,-96.862392000,1319.0,0.3,-0.9,119.819,283.88,,,,,,,
T,39.955403000,-96.862403000,1317.3,0.2,-1.0,119.853,175.25,,,,,,,
T,39.956208000,-96.862364000,1314.5,0.6,-0.8,119.908,293.45,,,,,,,
T,39.958097000,-96.862342000,1317.5,0.4,0.5,120.039,688.16,,,,,,,
T,39.958455000,-96.862342000,1319.5,0.2,0.8,120.063,130.41,,,,,,,
T,39.959703000,-96.862343000,1328.5,0.5,0.9,120.149,454.63,,,,,,,
T,39.961339000,-96.862333000,1335.0,0.5,1.4,120.262,595.98,,,,,,,
T,39.962022000,-96.862333000,1332.5,0.2,1.2,120.309,248.81,,,,,,,
T,39.964886000,-96.862333000,1351.4,0.1,1.2,120.507,1043.31,,,,,,,
T,39.969642000,-96.862280000,1368.0,0.2,1.4,120.835,1732.60,,,,,,,
T,39.970592000,-96.862269000,1375.6,0.3,1.4,120.901,346.08,,,,,,,
T,39.972944000,-96.862279000,1394.0,0.2,0.8,121.063,856.80,,,,,,,
T,39.974440000,-96.862286000,1395.6,0.2,0.7,121.166,544.97,,,,,,,
T,39.975733000,-96.862286000,1384.8,0.2,0.5,121.255,471.02,,,,,,,
T,39.977906000,-96.862272000,1388.4,0.0,-0.0,121.405,791.60,,,,,,,
T,39.979637000,-96.862264000,1393.6,0.0,-0.0,121.525,630.58,,,,,,,
T,39.981285000,-96.862283000,1393.3,360.0,0.2,121.638,600.37,,,,,,,
T,39.983231000,-96.862270000,1394.4,0.1,0.1,121.773,708.91,,,,,,,
T,39.984649000,-96.862267000,1389.8,0.1,-0.3,121.870,516.56,,,,,,,
T,39.986587000,-96.862258000,1391.3,0.1,-0.0,122.004,705.99,,,,,,,
T,39.987439000,-96.862268000,1385.9,360.0,0.1,122.063,310.38,,,,,,,
T,39.988556000,-96.862281000,1392.5,0.0,0.6,122.140,406.92,,,,,,,
T,39.990097000,-96.862288000,1398.1,359.9,0.7,122.246,561.37,,,,,,,
T,39.994580000,-96.862301000,1410.6,359.8,0.8,122.556,1633.10,,,,,,,
T,39.999067000,-96.862249000,1421.8,0.0,0.7,122.865,1634.62,,,,,,,
T,40.000746000,-96.862228000,1424.1,0.1,0.6,122.981,611.67,,,,,,,
T,40.001387000,-96.862203000,1424.3,0.3,0.4,123.025,233.61,,,,,,,
T,40.001504000,-96.862198000,1424.3,0.3,0.0,123.033,42.64,,,,,,,
T,40.002414000,-96.862163000,1422.5,0.8,-0.2,123.096,331.65,,,,,,,
T,40.003021000,-96.862097000,1422.3,1.7,-0.4,123.138,221.89,,,,,,,
T,40.003246000,-96.862044000,1422.1,3.2,-0.3,123.154,83.30,,,,,,,
T,40.003488000,-96.861976000,1421.6,4.7,0.0,123.171,90.19,,,,,,,
T,40.003676000,-96.861914000,1421.9,5.7,0.0,123.184,70.65,,,,,,,
T,40.004035000,-96.861758000,1422.6,10.8,-0.3,123.211,137.89,,,,,,,
T,40.004173000,-96.861693000,1422.3,15.0,-1.1,123.221,53.47,,,,,,,
T,40.004418000,-96.861556000,1420.8,17.7,-1.7,123.239,97.15,,,,,,,
T,40.004796000,-96.861302000,1415.8,21.5,-1.7,123.268,155.00,,,,,,,
T,40.005114000,-96.861073000,1412.4,24.1,-1.5,123.294,132.42,,,,,,,
T,40.005439000,-96.860816000,1412.6,27.2,-1.0,123.320,138.57,,,,,,,
T,40.005841000,-96.860529000,1412.0,28.1,-0.5,123.351,167.06,,,,,,,
T,40.006238000,-96.860293000,1413.6,28.0,0.1,123.382,159.02,,,,,,,
T,40.006567000,-96.860128000,1412.5,26.9,0.0,123.406,128.45,,,,,,,
T,40.006848000,-96.860022000,1412.8,24.9,0.0,123.426,106.58,,,,,,,
T,40.006895000,-96.860009000,1412.7,23.0,-0.6,123.429,17.50,,,,,,,
T,40.007126000,-96.859940000,1412.2,19.3,-0.8,123.446,86.34,,,,,,,
T,40.007336000,-96.859887000,1411.0,15.8,-1.5,123.461,77.93,,,,,,,
T,40.007461000,-96.859850000,1409.8,13.4,-2.4,123.469,46.70,,,,,,,
T,40.007585000,-96.859828000,1408.7,11.4,-2.3,123.478,45.59,,,,,,,
T,40.008079000,-96.859780000,1402.2,8.4,-0.1,123.512,180.46,,,,,,,
T,40.008454000,-96.859773000,1400.9,5.5,0.9,123.538,136.62,,,,,,,
T,40.009041000,-96.859787000,1410.1,2.6,0.6,123.579,213.87,,,,,,,
T,40.010574000,-96.859837000,1419.5,0.2,0.7,123.684,558.63,,,,,,,
T,40.010944000,-96.859837000,1416.6,359.9,0.5,123.710,134.79,,,,,,,
T,40.011580000,-96.859838000,1410.6,359.3,-0.5,123.754,231.69,,,,,,,
T,40.011791000,-96.859833000,1407.3,359.2,-0.9,123.768,76.88,,,,,,,
T,40.012908000,-96.859808000,1402.9,359.8,-0.2,123.845,406.97,,,,,,,
T,40.013669000,-96.859791000,1409.1,0.7,0.2,123.898,277.26,,,,,,,
T,40.014456000,-96.859748000,1414.6,1.1,0.4,123.952,286.95,,,,,,,
T,40.015131000,-96.859724000,1413.3,1.4,1.1,123.999,245.99,,,,,,,
T,40.016029000,-96.859692000,1413.1,1.5,1.2,124.061,327.25,,,,,,,
T,40.016208000,-96.859684000,1416.1,1.6,1.0,124.073,65.25,,,,,,,
T,40.016885000,-96.859691000,1422.7,1.4,1.0,124.120,246.63,,,,,,,
T,40.017844000,-96.859679000,1426.8,0.9,-0.2,124.186,349.37,,,,,,,
T,40.018867000,-96.859675000,1426.3,0.6,0.3,124.257,372.67,,,,,,,
T,40.020876000,-96.859658000,1409.5,0.3,-0.6,124.395,731.87,,,,,,,
T,40.023133000,-96.859663000,1424.8,0.1,-0.8,124.551,822.20,,,,,,,
T,40.025662000,-96.859626000,1402.6,0.3,-0.5,124.725,921.34,,,,,,,
T,40.026163000,-96.859635000,1401.2,0.2,0.5,124.760,182.53,,,,,,,
T,40.027087000,-96.859642000,1410.7,0.2,-0.1,124.824,336.61,,,,,,,
T,40.027932000,-96.859643000,1423.3,0.1,1.3,124.882,307.82,,,,,,,
T,40.028540000,-96.859634000,1423.1,0.2,0.4,124.924,221.50,,,,,,,
T,40.029270000,-96.859634000,1420.0,359.9,-0.6,124.974,265.93,,,,,,,
T,40.030533000,-96.859618000,1407.9,0.2,-2.0,125.062,460.12,,,,,,,
T,40.030770000,-96.859620000,1403.0,0.3,-1.3,125.078,86.34,,,,,,,
T,40.031015000,-96.859622000,1400.7,0.3,-0.5,125.095,89.25,,,,,,,
T,40.032013000,-96.859614000,1406.2,0.3,-0.0,125.164,363.57,,,,,,,
T,40.034010000,-96.859630000,1411.6,0.0,0.2,125.301,727.50,,,,,,,
T,40.035542000,-96.859633000,1407.3,359.9,0.0,125.407,558.09,,,,,,,
T,40.036408000,-96.859625000,1407.9,360.0,-0.6,125.467,315.48,,,,,,,
T,40.037296000,-96.859630000,1401.3,359.9,-2.0,125.528,323.49,,,,,,,
T,40.038198000,-96.859631000,1392.8,359.9,-2.2,125.590,328.59,,,,,,,
T,40.040481000,-96.859633000,1364.1,360.0,-2.7,125.748,831.67,,,,,,,
T,40.041372000,-96.859629000,1359.6,0.0,-2.9,125.809,324.58,,,,,,,
T,40.041572000,-96.859628000,1357.7,360.0,-3.0,125.823,72.86,,,,,,,
T,40.042431000,-96.859632000,1346.1,360.0,-2.7,125.882,312.93,,,,,,,
T,40.043230000,-96.859630000,1337.1,0.0,-2.7,125.938,291.07,,,,,,,
T,40.043827000,-96.859637000,1330.7,359.9,-1.1,125.979,217.49,,,,,,,
T,40.044225000,-96.859641000,1331.5,359.8,-0.2,126.006,144.99,,,,,,,
T,40.045347000,-96.859684000,1342.5,359.3,0.9,126.084,408.91,,,,,,,
T,40.045507000,-96.859690000,1343.8,359.2,1.6,126.095,58.31,,,,,,,
T,40.045454000,-96.860049000,1345.8,351.8,1.5,126.114,102.35,,,,,,,
T,40.045064000,-96.862238000,1352.2,301.9,1.1,126.233,629.12,,,,,,,
T,40.044960000,-96.862909000,1353.0,286.4,1.2,126.270,191.65,,,,,,,
T,40.044923000,-96.863176000,1354.3,261.0,1.2,126.284,75.96,,,,,,,
T,40.044883000,-96.863709000,1357.8,258.5,1.5,126.312,149.94,,,,,,,
T,40.044882000,-96.863763000,1358.2,258.6,1.7,126.315,15.12,,,,,,,
T,40.044878000,-96.863915000,1359.2,261.8,1.6,126.323,42.58,,,,,,,
T,40.044884000,-96.865326000,1364.7,267.6,1.0,126.398,395.06,,,,,,,
T,40.044873000,-96.865891000,1366.2,268.6,0.7,126.428,158.24,,,,,,,
T,40.044886000,-96.867508000,1368.0,270.1,0.6,126.514,452.75,,,,,,,
T,40.044889000,-96.868079000,1366.8,270.1,0.4,126.544,159.87,,,,,,,
T,40.044897000,-96.869532000,1368.8,270.3,-0.0,126.621,406.82,,,,,,,
T,40.044898000,-96.869637000,1369.3,270.2,-0.6,126.627,29.40,,,,,,,
T,40.044906000,-96.870373000,1365.6,270.6,-0.4,126.666,206.09,,,,,,,
T,40.044917000,-96.870752000,1362.8,270.7,0.3,126.686,106.19,,,,,,,
T,40.044912000,-96.871165000,1363.6,270.6,0.5,126.708,115.65,,,,,,,
T,40.044919000,-96.871767000,1370.9,270.7,1.7,126.740,168.57,,,,,,,
T,40.044910000,-96.872652000,1373.9,270.3,1.6,126.787,247.80,,,,,,,
T,40.044919000,-96.874291000,1383.8,270.2,1.8,126.874,458.90,,,,,,,
T,40.044912000,-96.875024000,1382.4,269.9,1.5,126.912,205.24,,,,,,,
T,40.044921000,-96.875517000,1385.2,270.2,1.7,126.939,138.07,,,,,,,
T,40.044919000,-96.876104000,1388.8,270.0,1.4,126.970,164.35,,,,,,,
T,40.044931000,-96.876993000,1394.0,270.4,2.0,127.017,248.94,,,,,,,
T,40.044944000,-96.877449000,1396.6,270.6,1.8,127.041,127.76,,,,,,,
T,40.044963000,-96.877728000,1397.7,271.4,1.5,127.056,78.42,,,,,,,
T,40.044978000,-96.877942000,1397.6,271.8,1.0,127.067,60.16,,,,,,,
T,40.045025000,-96.878477000,1398.8,273.3,0.6,127.096,150.76,,,,,,,
T,40.045164000,-96.879667000,1401.9,276.5,0.5,127.160,337.00,,,,,,,
T,40.045226000,-96.880099000,1401.3,277.9,1.1,127.183,123.04,,,,,,,
T,40.045256000,-96.880354000,1401.2,278.3,1.3,127.197,72.23,,,,,,,
T,40.045346000,-96.880986000,1407.3,279.0,1.4,127.231,179.96,,,,,,,
T,40.045395000,-96.881359000,1409.8,279.5,1.5,127.251,105.95,,,,,,,
T,40.045429000,-96.881651000,1409.9,279.9,1.6,127.266,82.69,,,,,,,
T,40.045455000,-96.881927000,1409.2,279.3,0.9,127.281,77.85,,,,,,,
T,40.045477000,-96.882214000,1409.4,278.8,0.9,127.296,80.75,,,,,,,
T,40.045488000,-96.882550000,1411.2,276.8,-0.5,127.314,94.16,,,,,,,
T,40.045495000,-96.882968000,1413.8,274.6,-0.5,127.336,117.06,,,,,,,
T,40.045509000,-96.887597000,1402.0,271.0,-0.3,127.582,1296.03,,,,,,,
T,40.045500000,-96.888224000,1400.8,270.5,-0.3,127.615,175.58,,,,,,,
T,40.045480000,-96.889671000,1403.9,270.0,-0.3,127.692,405.19,,,,,,,
T,40.045474000,-96.890501000,1405.3,269.9,0.6,127.736,232.39,,,,,,,
T,40.045456000,-96.891566000,1407.0,269.7,0.9,127.792,298.25,,,,,,,
T,40.045454000,-96.892380000,1409.9,269.1,1.3,127.836,227.90,,,,,,,
