type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,42.344634000,-111.297676000,5968.1,359.3,1.3,1.509,213.72,,,,,,,
T,42.344857000,-111.297703000,5969.3,357.9,1.2,1.525,81.60,,,,,,,
T,42.345272000,-111.297772000,5971.0,356.6,1.2,1.554,152.39,,,,,,,
T,42.345817000,-111.297902000,5973.1,353.6,1.2,1.592,201.70,,,,,,,
T,42.346344000,-111.298035000,5975.7,352.1,1.4,1.629,195.39,,,,,,,
T,42.346493000,-111.298085000,5976.6,350.8,1.4,1.639,55.96,,,,,,,
T,42.347088000,-111.298279000,5980.8,349.2,1.4,1.682,223.09,,,,,,,
T,42.347667000,-111.298512000,5984.0,347.1,1.3,1.723,220.21,,,,,,,
T,42.348170000,-111.298733000,5985.1,345.4,1.1,1.760,192.80,,,,,,,
T,42.348556000,-111.298919000,5986.3,343.5,0.7,1.788,149.39,,,,,,,
T,42.348980000,-111.299144000,5987.5,342.5,0.5,1.820,166.06,,,,,,,
T,42.350038000,-111.299800000,5989.2,339.1,0.3,1.900,424.40,,,,,,,
T,42.350575000,-111.300145000,5989.4,337.5,0.3,1.941,216.79,,,,,,,
T,42.351672000,-111.300886000,5990.0,335.6,0.2,2.026,447.16,,,,,,,
T,42.351732000,-111.300928000,5989.9,334.9,0.0,2.030,24.64,,,,,,,
T,42.351792000,-111.300970000,5989.8,334.4,0.0,2.035,24.64,,,,,,,
T,42.353171000,-111.301866000,5989.7,334.0,-0.0,2.141,557.88,,,,,,,
T,42.353466000,-111.302057000,5989.6,334.0,-0.1,2.163,119.26,,,,,,,
T,42.353747000,-111.302228000,5989.8,334.5,-0.1,2.185,112.36,,,,,,,
T,42.354713000,-111.302853000,5988.9,334.5,-0.3,2.259,390.48,,,,,,,
T,42.355218000,-111.303192000,5988.0,334.4,-0.4,2.298,205.59,,,,,,,
T,42.355580000,-111.303435000,5986.7,334.3,-0.4,2.325,147.37,,,,,,,
T,42.355913000,-111.303660000,5985.7,334.2,-0.5,2.351,135.74,,,,,,,
T,42.357279000,-111.304581000,5983.7,333.8,-0.7,2.457,556.59,,,,,,,
T,42.357359000,-111.304631000,5983.3,333.6,-0.8,2.463,32.13,,,,,,,
T,42.357581000,-111.304770000,5980.8,333.7,-1.1,2.480,89.20,,,,,,,
T,42.357789000,-111.304901000,5979.2,333.9,-1.6,2.495,83.66,,,,,,,
T,42.358955000,-111.305657000,5972.4,334.1,-1.3,2.585,471.51,,,,,,,
T,42.359070000,-111.305732000,5971.8,334.6,-0.9,2.594,46.56,,,,,,,
T,42.360070000,-111.306419000,5968.6,334.0,-0.7,2.671,409.01,,,,,,,
T,42.362033000,-111.307704000,5965.3,334.0,-0.5,2.822,795.24,,,,,,,
T,42.362487000,-111.308001000,5965.7,334.0,-0.3,2.856,183.90,,,,,,,
T,42.362567000,-111.308057000,5965.8,333.9,-0.1,2.863,32.85,,,,,,,
T,42.363044000,-111.308392000,5966.2,333.7,0.2,2.900,196.00,,,,,,,
T,42.363815000,-111.308932000,5966.7,333.6,0.3,2.960,316.62,,,,,,,
T,42.363859000,-111.308963000,5966.7,333.0,0.4,2.963,18.09,,,,,,,
T,42.364503000,-111.309366000,5967.8,333.4,0.3,3.012,258.74,,,,,,,
T,42.365620000,-111.310102000,5970.9,333.7,0.3,3.098,453.07,,,,,,,
T,42.366374000,-111.310604000,5970.6,333.9,0.2,3.156,306.45,,,,,,,
T,42.366435000,-111.310645000,5970.2,334.2,0.9,3.161,24.84,,,,,,,
T,42.366559000,-111.310728000,5969.3,334.2,0.8,3.170,50.45,,,,,,,
T,42.368138000,-111.311754000,5981.4,334.1,0.6,3.291,638.77,,,,,,,
T,42.369309000,-111.312499000,5982.1,334.4,-0.2,3.381,471.86,,,,,,,
T,42.369694000,-111.312737000,5979.0,334.6,0.0,3.410,154.35,,,,,,,
T,42.370954000,-111.313408000,5966.9,335.7,-0.5,3.503,493.70,,,,,,,
T,42.371522000,-111.313691000,5969.6,336.2,0.2,3.545,220.68,,,,,,,
T,42.371947000,-111.313896000,5973.9,337.4,0.6,3.576,164.49,,,,,,,
T,42.372948000,-111.314370000,5984.3,339.2,1.6,3.650,386.64,,,,,,,
T,42.374718000,-111.315169000,5990.0,340.3,1.8,3.778,680.23,,,,,,,
T,42.375000000,-111.315307000,5992.1,340.9,1.6,3.799,109.33,,,,,,,
T,42.377058000,-111.316240000,6008.4,341.2,1.3,3.949,791.25,,,,,,,
T,42.377906000,-111.316628000,6011.6,341.3,1.5,4.011,326.34,,,,,,,
T,42.379058000,-111.317146000,6014.7,341.4,1.6,4.095,442.55,,,,,,,
T,42.379108000,-111.317169000,6015.0,341.4,1.0,4.098,19.25,,,,,,,
T,42.379461000,-111.317328000,6018.7,341.5,1.0,4.124,135.63,,,,,,,
T,42.386098000,-111.320329000,6043.3,341.5,1.0,4.607,2551.06,,,,,,,
T,42.386367000,-111.320451000,6045.4,341.5,0.9,4.627,103.43,,,,,,,
T,42.387458000,-111.320944000,6047.9,341.5,0.8,4.706,419.32,,,,,,,
T,42.388252000,-111.321303000,6048.0,341.5,0.2,4.764,305.19,,,,,,,
T,42.388425000,-111.321382000,6047.7,341.5,0.1,4.776,66.56,,,,,,,
T,42.389451000,-111.321848000,6046.3,341.5,-0.1,4.851,394.54,,,,,,,
T,42.391199000,-111.322645000,6046.8,341.5,-0.1,4.979,672.44,,,,,,,
T,42.391259000,-111.322671000,6046.7,341.5,-0.0,4.983,22.97,,,,,,,
T,42.391492000,-111.322771000,6046.8,341.5,-0.0,5.000,89.11,,,,,,,
T,42.392408000,-111.323167000,6047.4,341.7,-0.1,5.066,350.55,,,,,,,
T,42.393367000,-111.323605000,6046.1,341.7,0.1,5.136,368.98,,,,,,,
T,42.393555000,-111.323691000,6046.3,341.8,0.1,5.150,72.35,,,,,,,
T,42.393987000,-111.323892000,6047.4,341.7,-0.1,5.181,166.54,,,,,,,
T,42.394708000,-111.324228000,6047.7,341.5,-0.1,5.234,278.00,,,,,,,
T,42.395462000,-111.324564000,6045.9,341.3,-0.1,5.289,289.39,,,,,,,
T,42.395830000,-111.324737000,6045.0,341.3,-0.2,5.316,142.02,,,,,,,
T,42.396904000,-111.325215000,6045.2,341.4,-0.2,5.394,412.16,,,,,,,
T,42.398398000,-111.325906000,6044.8,341.4,-0.1,5.503,575.58,,,,,,,
T,42.398961000,-111.326151000,6044.9,341.5,0.0,5.544,215.59,,,,,,,
T,42.400165000,-111.326700000,6044.9,341.5,0.0,5.631,463.17,,,,,,,
T,42.400812000,-111.327005000,6045.3,341.4,0.1,5.679,249.77,,,,,,,
T,42.400862000,-111.327027000,6045.3,341.3,0.3,5.682,19.17,,,,,,,
T,42.401413000,-111.327275000,6045.5,341.5,0.3,5.722,211.68,,,,,,,
T,42.409490000,-111.330906000,6057.2,341.6,0.3,6.310,3102.64,,,,,,,
T,42.414373000,-111.333124000,6061.4,341.5,0.3,6.666,1877.67,,,,,,,
T,42.415165000,-111.333474000,6064.3,341.6,0.3,6.723,303.72,,,,,,,
T,42.415388000,-111.333586000,6064.3,341.6,0.2,6.739,86.72,,,,,,,
T,42.418160000,-111.334838000,6062.9,341.6,0.1,6.941,1065.30,,,,,,,
T,42.418361000,-111.334923000,6063.1,341.5,-0.1,6.956,76.76,,,,,,,
T,42.418574000,-111.335024000,6063.2,341.5,-0.2,6.971,82.28,,,,,,,
T,42.419080000,-111.335245000,6062.4,341.5,-0.3,7.008,193.82,,,,,,,
T,42.419877000,-111.335618000,6060.5,341.5,0.0,7.066,307.43,,,,,,,
T,42.420510000,-111.335900000,6059.8,341.6,-0.3,7.112,242.93,,,,,,,
T,42.421773000,-111.336484000,6063.7,341.3,-0.3,7.204,486.55,,,,,,,
T,42.429275000,-111.339876000,6049.7,341.5,-0.3,7.751,2883.35,,,,,,,
T,42.429420000,-111.339942000,6049.6,341.5,-0.3,7.761,55.77,,,,,,,
T,42.430955000,-111.340637000,6046.3,341.5,-0.4,7.873,590.05,,,,,,,
T,42.431484000,-111.340876000,6046.3,341.5,-0.2,7.911,203.30,,,,,,,
T,42.431938000,-111.341096000,6046.8,341.5,-0.2,7.945,175.79,,,,,,,
T,42.433196000,-111.341683000,6047.3,341.2,0.0,8.037,485.08,,,,,,,
T,42.433601000,-111.341890000,6046.2,341.0,0.3,8.066,157.82,,,,,,,
T,42.433963000,-111.342055000,6046.7,340.8,0.7,8.093,139.24,,,,,,,
T,42.434783000,-111.342492000,6050.7,340.1,1.0,8.154,321.29,,,,,,,
T,42.435869000,-111.343103000,6057.1,339.4,1.2,8.235,428.78,,,,,,,
T,42.436262000,-111.343332000,6059.0,338.4,1.3,8.264,156.00,,,,,,,
T,42.436463000,-111.343456000,6060.0,338.0,1.2,8.280,80.54,,,,,,,
T,42.436659000,-111.343578000,6060.9,337.4,1.0,8.295,78.66,,,,,,,
T,42.437177000,-111.343874000,6062.4,336.9,0.8,8.333,205.00,,,,,,,
T,42.437319000,-111.343965000,6062.7,336.3,0.3,8.344,57.29,,,,,,,
T,42.437567000,-111.344124000,6063.1,335.9,-0.5,8.363,100.06,,,,,,,
T,42.438799000,-111.344875000,6063.2,335.9,-0.5,8.456,492.64,,,,,,,
T,42.439952000,-111.345694000,6054.8,334.6,-0.5,8.546,474.81,,,,,,,
T,42.440199000,-111.345869000,6055.8,334.0,-0.4,8.566,101.66,,,,,,,
T,42.440548000,-111.346125000,6056.2,333.7,-0.4,8.593,144.75,,,,,,,
T,42.441320000,-111.346690000,6056.8,333.2,0.3,8.654,320.03,,,,,,,
T,42.442230000,-111.347424000,6057.3,331.3,0.3,8.727,386.32,,,,,,,
T,42.442388000,-111.347551000,6057.8,330.6,0.4,8.740,67.01,,,,,,,
T,42.443811000,-111.348755000,6060.9,329.5,0.4,8.855,612.02,,,,,,,
T,42.444404000,-111.349292000,6062.9,328.8,0.4,8.905,260.22,,,,,,,
T,42.444976000,-111.349794000,6063.3,327.9,0.2,8.952,248.63,,,,,,,
T,42.445655000,-111.350417000,6063.2,327.2,-0.1,9.008,299.19,,,,,,,
T,42.446215000,-111.350940000,6060.6,326.8,-0.3,9.055,248.15,,,,,,,
T,42.446927000,-111.351585000,6059.4,326.2,-0.6,9.115,312.47,,,,,,,
T,42.447948000,-111.352485000,6058.9,326.4,-0.7,9.199,444.37,,,,,,,
T,42.454367000,-111.358232000,6037.4,326.5,-0.7,9.730,2806.85,,,,,,,
T,42.455181000,-111.358979000,6034.1,326.5,-0.7,9.798,358.67,,,,,,,
T,42.455356000,-111.359139000,6033.7,326.5,-0.7,9.813,77.02,,,,,,,
T,42.456332000,-111.359989000,6031.9,326.6,-1.1,9.893,423.25,,,,,,,
T,42.456454000,-111.360100000,6031.2,326.6,-1.1,9.903,53.61,,,,,,,
T,42.456976000,-111.360577000,6024.8,326.5,-1.1,9.947,229.70,,,,,,,
T,42.457512000,-111.361050000,6023.2,326.8,-1.8,9.991,233.35,,,,,,,
T,42.458051000,-111.361509000,6020.2,327.0,-1.8,10.035,232.23,,,,,,,
T,42.458354000,-111.361735000,6016.5,327.5,-2.2,10.059,126.15,,,,,,,
T,42.458400000,-111.361760000,6015.9,327.8,-2.6,10.062,18.07,,,,,,,
T,42.458644000,-111.361897000,6009.3,329.7,-3.0,10.080,96.30,,,,,,,
T,42.459315000,-111.362232000,6004.1,334.2,-1.8,10.130,260.72,,,,,,,
T,42.460097000,-111.362560000,5996.3,339.2,-1.5,10.186,298.42,,,,,,,
T,42.461535000,-111.363142000,5994.6,341.9,-0.8,10.290,547.10,,,,,,,
T,42.461751000,-111.363234000,5996.0,342.0,-0.1,10.306,82.54,,,,,,,
T,42.462149000,-111.363404000,5999.0,342.4,0.7,10.334,152.13,,,,,,,
T,42.462804000,-111.363676000,6002.7,343.0,1.1,10.382,249.74,,,,,,,
T,42.465458000,-111.364761000,6011.6,343.2,1.0,10.573,1010.57,,,,,,,
T,42.465611000,-111.364823000,6011.6,343.1,0.8,10.584,58.22,,,,,,,
T,42.465752000,-111.364881000,6011.6,343.1,0.8,10.594,53.72,,,,,,,
T,42.467336000,-111.365526000,6014.6,343.2,0.8,10.709,602.94,,,,,,,
T,42.468919000,-111.366172000,6021.4,343.2,0.7,10.823,602.67,,,,,,,
T,42.469051000,-111.366228000,6022.4,343.2,0.6,10.832,50.42,,,,,,,
T,42.470875000,-111.367000000,6025.1,343.0,0.3,10.964,696.62,,,,,,,
T,42.471077000,-111.367090000,6024.2,343.0,-1.2,10.979,77.52,,,,,,,
T,42.471518000,-111.367372000,6018.7,342.0,-1.2,11.013,177.82,,,,,,,
T,42.472037000,-111.367730000,6006.7,339.8,-2.6,11.053,212.38,,,,,,,
T,42.472677000,-111.368140000,6005.0,338.7,-1.9,11.102,258.15,,,,,,,
T,42.472762000,-111.368201000,6005.0,334.9,-1.1,11.108,35.08,,,,,,,
T,42.473561000,-111.368768000,6004.7,333.5,-0.1,11.171,328.93,,,,,,,
T,42.474627000,-111.369473000,6005.1,333.5,0.1,11.252,432.56,,,,,,,
T,42.475365000,-111.369965000,6005.7,333.6,0.0,11.309,299.93,,,,,,,
T,42.475700000,-111.370188000,6005.7,333.4,0.1,11.335,136.11,,,,,,,
T,42.476477000,-111.370716000,6005.4,333.5,-0.0,11.395,316.98,,,,,,,
T,42.477248000,-111.371230000,6006.2,333.8,-0.1,11.454,313.34,,,,,,,
T,42.478121000,-111.371827000,6004.9,333.6,-0.1,11.522,356.60,,,,,,,
T,42.478276000,-111.371933000,6004.8,333.5,0.8,11.534,63.31,,,,,,,
T,42.478352000,-111.371985000,6005.1,333.4,1.5,11.540,31.05,,,,,,,
T,42.479174000,-111.372521000,6013.8,333.7,2.6,11.603,332.65,,,,,,,
T,42.479868000,-111.372992000,6022.7,333.6,3.0,11.656,283.05,,,,,,,
T,42.480174000,-111.373194000,6027.0,333.8,2.8,11.680,124.12,,,,,,,
T,42.481157000,-111.373851000,6039.5,333.8,2.7,11.756,399.69,,,,,,,
T,42.481647000,-111.374187000,6042.0,333.8,2.5,11.794,200.26,,,,,,,
T,42.481717000,-111.374234000,6042.1,333.6,2.2,11.799,28.49,,,,,,,
T,42.481786000,-111.374282000,6042.3,333.6,0.0,11.804,28.28,,,,,,,
T,42.481839000,-111.374318000,6042.3,333.5,-0.7,11.808,21.62,,,,,,,
T,42.482520000,-111.374781000,6039.5,333.3,-0.7,11.861,277.84,,,,,,,
T,42.482573000,-111.374809000,6039.3,333.6,-0.6,11.865,20.74,,,,,,,
T,42.482934000,-111.375002000,6038.9,335.0,-0.6,11.892,141.49,,,,,,,
T,42.483193000,-111.375167000,6038.6,335.1,-0.3,11.912,104.36,,,,,,,
T,42.483324000,-111.375251000,6038.9,335.1,-1.1,11.922,52.85,,,,,,,
T,42.484152000,-111.375814000,6037.3,335.0,-0.7,11.986,337.82,,,,,,,
T,42.485241000,-111.376580000,6027.7,333.9,-0.6,12.070,447.45,,,,,,,
T,42.486210000,-111.377232000,6029.5,333.3,-0.5,12.145,394.52,,,,,,,
T,42.486720000,-111.377581000,6030.2,333.2,-0.0,12.184,208.35,,,,,,,
T,42.486992000,-111.377768000,6031.5,333.2,1.1,12.206,111.22,,,,,,,
T,42.487565000,-111.378145000,6036.7,333.3,1.6,12.250,232.27,,,,,,,
T,42.487793000,-111.378308000,6039.2,333.5,2.2,12.267,94.01,,,,,,,
T,42.487999000,-111.378455000,6041.5,333.2,2.2,12.283,84.90,,,,,,,
T,42.488250000,-111.378663000,6044.2,332.5,1.6,12.304,107.31,,,,,,,
T,42.488550000,-111.378952000,6046.2,330.7,0.4,12.329,134.28,,,,,,,
T,42.489058000,-111.379595000,6047.4,324.4,0.1,12.377,253.69,,,,,,,
T,42.489655000,-111.380489000,6043.1,319.2,-0.3,12.439,324.78,,,,,,,
T,42.489881000,-111.380867000,6042.1,316.6,-0.7,12.464,131.07,,,,,,,
T,42.490046000,-111.381175000,6041.1,314.1,-1.1,12.483,102.56,,,,,,,
T,42.490189000,-111.381506000,6040.1,311.0,-0.7,12.503,103.38,,,,,,,
T,42.490410000,-111.382059000,6038.1,306.7,-0.6,12.535,169.51,,,,,,,
T,42.490821000,-111.383302000,6037.3,299.3,-0.4,12.604,367.20,,,,,,,
T,42.491166000,-111.384323000,6035.4,296.8,-0.2,12.662,302.73,,,,,,,
T,42.491461000,-111.385026000,6036.4,296.5,-0.3,12.703,217.97,,,,,,,
T,42.491676000,-111.385418000,6037.7,297.3,-1.3,12.728,131.60,,,,,,,
T,42.492025000,-111.385934000,6035.1,299.5,-1.4,12.763,188.54,,,,,,,
T,42.492557000,-111.386526000,6023.5,306.1,-1.8,12.811,251.17,,,,,,,
T,42.492879000,-111.386821000,6022.5,312.9,-2.2,12.838,141.78,,,,,,,
T,42.493305000,-111.387134000,6020.6,319.9,-2.4,12.871,176.72,,,,,,,
T,42.493602000,-111.387296000,6018.7,324.3,-1.9,12.893,116.73,,,,,,,
T,42.494362000,-111.387643000,6011.2,331.7,-1.6,12.949,292.36,,,,,,,
T,42.495915000,-111.388228000,5998.1,339.5,-0.9,13.060,587.56,,,,,,,
T,42.496808000,-111.388564000,5997.9,341.9,-0.3,13.124,337.83,,,,,,,
T,42.497700000,-111.388901000,6006.1,343.5,0.2,13.188,337.55,,,,,,,
T,42.498910000,-111.389371000,6012.9,343.9,1.3,13.275,458.83,,,,,,,
T,42.499498000,-111.389593000,6016.0,344.4,1.0,13.317,222.50,,,,,,,
T,42.502800000,-111.390840000,6031.1,344.4,0.6,13.554,1249.50,,,,,,,
T,42.507227000,-111.392513000,6039.2,344.4,0.1,13.871,1675.29,,,,,,,
T,42.507693000,-111.392698000,6028.7,344.4,0.1,13.905,177.01,,,,,,,
T,42.508197000,-111.392883000,6014.9,344.4,-0.5,13.941,190.33,,,,,,,
T,42.508382000,-111.392951000,6019.5,344.4,-2.4,13.954,69.87,,,,,,,
T,42.509386000,-111.393337000,6017.5,344.4,1.9,14.026,380.42,,,,,,,
T,42.510904000,-111.393909000,6006.4,344.4,2.7,14.135,574.33,,,,,,,
T,42.513792000,-111.394998000,6072.0,344.5,3.1,14.342,1092.71,,,,,,,
T,42.514582000,-111.395312000,6081.1,344.3,3.8,14.398,300.10,,,,,,,
T,42.515046000,-111.395534000,6096.6,344.1,5.4,14.432,179.38,,,,,,,
T,42.515594000,-111.395845000,6106.1,343.4,3.8,14.473,216.60,,,,,,,
T,42.515947000,-111.396054000,6110.4,342.6,3.7,14.500,140.45,,,,,,,
T,42.516624000,-111.396544000,6114.9,338.1,2.8,14.553,279.87,,,,,,,
T,42.517012000,-111.396862000,6117.6,334.8,3.0,14.584,165.37,,,,,,,
T,42.517349000,-111.397165000,6123.5,332.4,4.5,14.612,147.51,,,,,,,
T,42.517499000,-111.397300000,6130.0,330.6,4.9,14.625,65.68,,,,,,,
T,42.518120000,-111.397900000,6152.3,327.9,5.1,14.677,278.19,,,,,,,
T,42.518671000,-111.398403000,6159.0,326.2,3.8,14.723,242.31,,,,,,,
T,42.519238000,-111.398962000,6168.2,325.2,4.3,14.772,255.76,,,,,,,
T,42.520559000,-111.400204000,6177.1,325.1,3.7,14.883,586.43,,,,,,,
T,42.521662000,-111.401251000,6210.1,325.0,3.9,14.976,491.19,,,,,,,
T,42.521849000,-111.401398000,6213.3,325.3,3.9,14.991,78.84,,,,,,,
T,42.522024000,-111.401548000,6216.5,325.3,5.2,15.005,75.52,,,,,,,
T,42.522192000,-111.401684000,6219.2,325.8,3.5,15.019,71.37,,,,,,,
T,42.522621000,-111.401967000,6223.6,327.8,3.9,15.052,173.97,,,,,,,
T,42.523141000,-111.402269000,6231.5,333.1,4.1,15.091,206.26,,,,,,,
T,42.523249000,-111.402320000,6235.4,334.1,3.4,15.099,41.69,,,,,,,
T,42.523732000,-111.402538000,6244.3,336.9,4.2,15.134,185.58,,,,,,,
T,42.524112000,-111.402681000,6244.7,339.1,4.9,15.161,143.76,,,,,,,
T,42.524397000,-111.402779000,6252.1,341.4,3.4,15.181,107.17,,,,,,,
T,42.525807000,-111.403227000,6281.1,345.2,3.0,15.281,527.87,,,,,,,
T,42.526688000,-111.403527000,6279.3,345.5,3.3,15.344,331.11,,,,,,,
T,42.526787000,-111.403563000,6279.2,346.1,2.6,15.351,37.36,,,,,,,
T,42.526903000,-111.403605000,6278.9,346.3,-0.4,15.359,43.77,,,,,,,
T,42.527146000,-111.403694000,6278.6,346.2,-0.2,15.377,91.75,,,,,,,
T,42.527601000,-111.403906000,6278.7,344.4,-0.0,15.410,175.39,,,,,,,
T,42.527817000,-111.404026000,6278.7,342.0,0.0,15.426,85.11,,,,,,,
T,42.528139000,-111.404232000,6279.1,340.0,0.2,15.451,129.83,,,,,,,
T,42.528231000,-111.404290000,6278.9,339.2,0.0,15.458,37.00,,,,,,,
T,42.528370000,-111.404395000,6279.4,337.1,-0.4,15.469,58.03,,,,,,,
T,42.528542000,-111.404526000,6278.8,334.1,-0.9,15.482,71.95,,,,,,,
T,42.528775000,-111.404723000,6277.0,331.8,-1.0,15.501,100.15,,,,,,,
T,42.529045000,-111.404967000,6275.5,329.1,-1.2,15.524,118.36,,,,,,,
T,42.529314000,-111.405250000,6274.3,326.8,-1.4,15.547,124.22,,,,,,,
T,42.529327000,-111.405264000,6274.1,326.2,-1.5,15.548,6.06,,,,,,,
T,42.529381000,-111.405327000,6273.4,324.9,-1.2,15.553,25.99,,,,,,,
T,42.529553000,-111.405524000,6271.7,322.8,-0.1,15.569,82.15,,,,,,,
T,42.529728000,-111.405746000,6271.7,320.0,1.5,15.585,87.46,,,,,,,
T,42.529953000,-111.406068000,6273.9,316.7,0.4,15.608,119.41,,,,,,,
T,42.530163000,-111.406392000,6280.4,315.2,-2.4,15.630,116.12,,,,,,,
T,42.530388000,-111.406766000,6275.3,313.5,-2.3,15.654,129.95,,,,,,,
T,42.532212000,-111.410052000,6233.5,308.6,-2.8,15.864,1107.44,,,,,,,
T,42.532701000,-111.410921000,6231.1,307.9,-3.5,15.920,294.32,,,,,,,
T,42.532926000,-111.411329000,6223.7,307.5,-4.0,15.946,137.18,,,,,,,
T,42.533384000,-111.412144000,6212.9,307.2,-2.9,15.998,275.90,,,,,,,
T,42.533656000,-111.412677000,6195.7,306.9,-3.0,16.031,174.54,,,,,,,
T,42.534003000,-111.413240000,6201.8,307.3,-2.5,16.069,197.54,,,,,,,
T,42.534151000,-111.413443000,6205.3,308.0,-1.7,16.083,76.83,,,,,,,
T,42.534321000,-111.413693000,6203.3,308.7,1.1,16.101,91.54,,,,,,,
T,42.534605000,-111.414069000,6201.1,310.7,0.0,16.128,144.86,,,,,,,
T,42.534693000,-111.414170000,6201.7,313.3,-0.2,16.136,42.07,,,,,,,
T,42.534852000,-111.414341000,6201.8,316.3,0.3,16.150,74.04,,,,,,,
T,42.535049000,-111.414570000,6204.5,317.2,-0.9,16.168,94.68,,,,,,,
T,42.535322000,-111.414842000,6204.9,319.8,-2.0,16.191,123.59,,,,,,,
T,42.535738000,-111.415224000,6196.7,323.1,-3.3,16.226,183.27,,,,,,,
T,42.536261000,-111.415626000,6187.8,325.6,-3.7,16.268,219.25,,,,,,,
T,42.537044000,-111.416182000,6170.3,328.2,-3.6,16.329,322.32,,,,,,,
T,42.537565000,-111.416533000,6164.9,330.1,-3.1,16.369,212.14,,,,,,,
T,42.538027000,-111.416856000,6164.0,331.3,-4.7,16.405,189.55,,,,,,,
T,42.538532000,-111.417269000,6161.2,331.7,-4.1,16.445,215.09,,,,,,,
T,42.538824000,-111.417557000,6137.3,331.0,-3.9,16.470,131.72,,,,,,,
T,42.539141000,-111.417880000,6133.7,329.2,-4.6,16.498,144.66,,,,,,,
T,42.539391000,-111.418175000,6133.4,326.5,-5.1,16.521,120.92,,,,,,,
T,42.539523000,-111.418348000,6132.7,323.7,-0.8,16.533,66.99,,,,,,,
T,42.539728000,-111.418618000,6132.5,320.3,-0.1,16.553,104.29,,,,,,,
T,42.539897000,-111.418853000,6133.4,318.3,-0.2,16.570,88.35,,,,,,,
T,42.540000000,-111.419003000,6133.2,316.1,-0.8,16.580,55.17,,,,,,,
T,42.540198000,-111.419292000,6132.7,314.4,-1.3,16.600,106.18,,,,,,,
T,42.540409000,-111.419650000,6129.0,312.7,-0.4,16.624,123.38,,,,,,,
T,42.540871000,-111.420450000,6124.2,310.3,-1.1,16.676,273.56,,,,,,,
T,42.541243000,-111.421121000,6130.5,308.9,-0.8,16.718,226.02,,,,,,,
T,42.542234000,-111.422881000,6119.0,308.0,-0.1,16.831,596.18,,,,,,,
T,42.542501000,-111.423364000,6122.1,307.5,0.1,16.862,162.52,,,,,,,
T,42.543303000,-111.424814000,6127.3,307.3,-0.3,16.954,487.99,,,,,,,
T,42.543701000,-111.425494000,6125.5,307.3,0.4,16.999,233.71,,,,,,,
