type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,39.070490000,-95.671588000,878.8,17.9,-0.3,2.759,21.07,,,,,,,
T,39.070623000,-95.671522000,878.7,18.4,-0.3,2.769,51.94,,,,,,,
T,39.071020000,-95.671351000,878.3,19.2,-0.2,2.798,152.53,,,,,,,
T,39.071146000,-95.671297000,878.2,18.9,-0.3,2.807,48.39,,,,,,,
T,39.071286000,-95.671244000,878.2,18.5,-0.3,2.817,53.17,,,,,,,
T,39.071439000,-95.671171000,877.9,18.8,-0.3,2.828,59.46,,,,,,,
T,39.071528000,-95.671135000,877.6,18.4,-0.2,2.835,33.99,,,,,,,
T,39.071581000,-95.671109000,877.6,18.5,-0.1,2.839,20.67,,,,,,,
T,39.071824000,-95.671010000,877.8,18.2,-0.1,2.856,92.86,,,,,,,
T,39.071951000,-95.670956000,878.0,18.6,-0.1,2.865,48.73,,,,,,,
T,39.072177000,-95.670857000,877.7,18.3,-0.1,2.882,86.98,,,,,,,
T,39.072291000,-95.670800000,877.4,18.8,0.0,2.890,44.56,,,,,,,
T,39.072408000,-95.670750000,877.4,18.6,-0.1,2.899,44.92,,,,,,,
T,39.072791000,-95.670563000,877.9,19.7,-0.1,2.927,149.26,,,,,,,
T,39.073026000,-95.670483000,877.6,18.9,-0.0,2.944,88.56,,,,,,,
T,39.073620000,-95.670222000,877.1,18.9,-0.0,2.987,228.69,,,,,,,
T,39.073689000,-95.670200000,877.1,18.4,-0.1,2.992,25.90,,,,,,,
T,39.073811000,-95.670146000,877.3,18.5,-0.1,3.001,47.01,,,,,,,
T,39.075099000,-95.669596000,876.7,18.0,-0.1,3.095,494.43,,,,,,,
T,39.076378000,-95.669050000,875.9,18.4,-0.1,3.188,490.96,,,,,,,
T,39.076508000,-95.668990000,876.0,18.3,0.2,3.197,50.32,,,,,,,
T,39.076691000,-95.668912000,876.2,18.4,0.4,3.210,70.24,,,,,,,
T,39.078928000,-95.667947000,881.0,18.4,0.5,3.373,859.60,,,,,,,
T,39.079841000,-95.667554000,883.5,18.5,0.5,3.440,350.76,,,,,,,
T,39.080223000,-95.667389000,883.1,18.5,0.4,3.467,146.81,,,,,,,
T,39.080364000,-95.667328000,883.2,18.5,0.2,3.478,54.20,,,,,,,
T,39.080852000,-95.667117000,882.5,18.5,-0.3,3.513,187.57,,,,,,,
T,39.080956000,-95.667072000,882.3,18.5,-0.3,3.521,39.98,,,,,,,
T,39.081154000,-95.666986000,882.1,18.6,-0.4,3.535,76.14,,,,,,,
T,39.081367000,-95.666894000,881.7,18.6,0.1,3.551,81.86,,,,,,,
T,39.081414000,-95.666874000,881.7,18.6,0.0,3.554,18.04,,,,,,,
T,39.081996000,-95.666622000,882.7,18.6,-0.2,3.596,223.73,,,,,,,
T,39.082190000,-95.666538000,882.3,18.6,-0.2,3.611,74.58,,,,,,,
T,39.082784000,-95.666284000,881.1,18.5,-0.1,3.654,228.05,,,,,,,
T,39.082915000,-95.666228000,880.7,18.5,-0.3,3.663,50.29,,,,,,,
T,39.083231000,-95.666093000,881.3,18.5,-0.2,3.686,121.31,,,,,,,
T,39.083371000,-95.666033000,881.3,18.4,0.1,3.696,53.76,,,,,,,
T,39.083481000,-95.665983000,881.3,18.5,0.5,3.705,42.51,,,,,,,
T,39.083539000,-95.665957000,881.5,18.6,0.3,3.709,22.38,,,,,,,
T,39.083704000,-95.665892000,882.1,18.3,0.2,3.721,62.87,,,,,,,
T,39.084007000,-95.665758000,882.3,18.5,0.3,3.743,116.73,,,,,,,
T,39.084217000,-95.665664000,882.1,18.7,0.2,3.758,81.01,,,,,,,
T,39.084231000,-95.665658000,882.1,18.6,0.2,3.759,5.38,,,,,,,
T,39.084286000,-95.665635000,882.1,18.5,0.3,3.763,21.07,,,,,,,
T,39.084407000,-95.665605000,882.5,17.6,0.5,3.772,44.89,,,,,,,
T,39.084484000,-95.665573000,882.8,16.8,0.5,3.777,29.48,,,,,,,
T,39.084767000,-95.665452000,883.1,16.7,0.4,3.798,108.65,,,,,,,
T,39.084898000,-95.665375000,883.2,18.2,0.1,3.808,52.48,,,,,,,
T,39.085033000,-95.665292000,883.3,19.6,-0.1,3.818,54.52,,,,,,,
T,39.085331000,-95.665175000,883.0,19.9,-0.1,3.840,113.51,,,,,,,
T,39.085516000,-95.665129000,882.5,18.5,-0.2,3.853,68.64,,,,,,,
T,39.085790000,-95.665032000,882.5,17.7,-0.2,3.872,103.53,,,,,,,
T,39.085837000,-95.665016000,882.6,16.5,-0.2,3.876,17.71,,,,,,,
T,39.086108000,-95.664938000,882.6,14.3,-0.2,3.895,101.16,,,,,,,
T,39.086257000,-95.664895000,882.3,13.2,-0.2,3.905,55.63,,,,,,,
T,39.086490000,-95.664844000,882.0,12.8,-0.2,3.922,86.09,,,,,,,
T,39.086547000,-95.664831000,881.9,11.6,-0.4,3.926,21.09,,,,,,,
T,39.086587000,-95.664822000,881.9,11.4,-0.3,3.928,14.79,,,,,,,
T,39.086702000,-95.664796000,881.8,10.5,-0.2,3.936,42.53,,,,,,,
T,39.086774000,-95.664780000,881.7,9.8,0.0,3.941,26.61,,,,,,,
T,39.086792000,-95.664776000,881.7,9.9,0.1,3.943,6.65,,,,,,,
T,39.086932000,-95.664777000,881.9,6.2,0.2,3.952,50.99,,,,,,,
T,39.087045000,-95.664752000,882.1,6.8,0.3,3.960,41.77,,,,,,,
T,39.087098000,-95.664740000,882.1,6.3,0.2,3.964,19.60,,,,,,,
T,39.087480000,-95.664692000,882.5,5.5,0.1,3.990,139.80,,,,,,,
T,39.087594000,-95.664668000,882.3,6.0,0.0,3.998,42.08,,,,,,,
T,39.087635000,-95.664659000,882.3,7.4,-0.2,4.001,15.15,,,,,,,
T,39.087802000,-95.664621000,882.1,7.7,-0.4,4.013,61.78,,,,,,,
T,39.088260000,-95.664608000,881.3,5.0,-0.4,4.045,166.86,,,,,,,
T,39.088330000,-95.664616000,881.3,4.0,-0.4,4.049,25.60,,,,,,,
T,39.088350000,-95.664618000,881.3,2.9,-0.2,4.051,7.31,,,,,,,
T,39.088435000,-95.664626000,881.2,1.8,0.3,4.057,31.04,,,,,,,
T,39.088591000,-95.664628000,881.5,359.6,0.4,4.067,56.82,,,,,,,
T,39.088735000,-95.664629000,881.8,358.0,0.4,4.077,52.45,,,,,,,
T,39.088839000,-95.664630000,881.9,358.8,0.4,4.085,37.88,,,,,,,
T,39.089039000,-95.664623000,882.2,359.7,0.4,4.098,72.87,,,,,,,
T,39.089096000,-95.664625000,882.2,0.1,0.3,4.102,20.77,,,,,,,
T,39.089192000,-95.664588000,882.4,3.0,0.2,4.109,36.51,,,,,,,
T,39.089359000,-95.664524000,882.4,7.4,-0.0,4.121,63.48,,,,,,,
T,39.089463000,-95.664510000,882.3,8.5,-0.1,4.128,38.09,,,,,,,
T,39.089554000,-95.664477000,882.1,12.4,-0.2,4.135,34.44,,,,,,,
T,39.089642000,-95.664433000,881.9,15.3,-0.3,4.141,34.40,,,,,,,
T,39.089720000,-95.664372000,881.9,17.6,-0.3,4.148,33.27,,,,,,,
T,39.089776000,-95.664322000,882.0,20.6,1.5,4.152,24.85,,,,,,,
T,39.089817000,-95.664279000,881.9,26.9,1.5,4.156,19.29,,,,,,,
T,39.090797000,-95.663123000,891.1,40.2,1.7,4.248,484.85,,,,,,,
T,39.090876000,-95.663027000,891.0,41.5,1.9,4.255,39.63,,,,,,,
T,39.090917000,-95.662963000,891.8,42.4,1.8,4.260,23.52,,,,,,,
T,39.090955000,-95.662893000,893.0,43.3,0.7,4.265,24.21,,,,,,,
T,39.090979000,-95.662822000,892.5,44.2,-0.6,4.269,21.97,,,,,,,
T,39.090988000,-95.662796000,892.0,53.0,-1.4,4.270,8.08,,,,,,,
T,39.091012000,-95.662702000,890.4,61.7,-2.0,4.276,28.08,,,,,,,
T,39.091071000,-95.662088000,888.1,77.2,-1.7,4.309,175.60,,,,,,,
T,39.091067000,-95.661975000,887.7,81.1,-1.2,4.315,32.11,,,,,,,
T,39.091043000,-95.661399000,885.5,86.7,-1.1,4.346,163.73,,,,,,,
T,39.091024000,-95.660076000,882.7,89.0,-0.6,4.417,375.59,,,,,,,
T,39.091018000,-95.659717000,881.2,89.9,-0.6,4.436,101.92,,,,,,,
T,39.090977000,-95.658229000,881.2,91.8,-0.4,4.516,422.62,,,,,,,
T,39.090973000,-95.657875000,881.2,91.7,-0.2,4.535,100.49,,,,,,,
T,39.090968000,-95.657315000,880.9,91.4,-0.1,4.565,158.96,,,,,,,
T,39.090969000,-95.655347000,879.9,90.9,-0.2,4.671,558.60,,,,,,,
T,39.090974000,-95.654280000,879.9,90.6,-0.2,4.729,302.87,,,,,,,
T,39.090983000,-95.652142000,878.0,89.9,-0.2,4.844,606.87,,,,,,,
T,39.090993000,-95.650166000,877.9,89.8,-0.2,4.950,560.89,,,,,,,
T,39.091008000,-95.647040000,875.7,89.7,-0.2,5.118,887.31,,,,,,,
T,39.091016000,-95.645342000,874.4,89.7,-0.1,5.209,481.97,,,,,,,
T,39.091020000,-95.643830000,874.3,89.7,-0.1,5.290,429.17,,,,,,,
T,39.091036000,-95.640456000,873.7,89.7,0.5,5.472,957.70,,,,,,,
T,39.091046000,-95.638810000,875.8,89.7,0.3,5.560,467.22,,,,,,,
T,39.091054000,-95.635990000,891.5,89.7,0.4,5.712,800.44,,,,,,,
T,39.091058000,-95.635329000,883.1,89.7,0.3,5.747,187.63,,,,,,,
T,39.091073000,-95.630795000,888.4,89.7,0.2,5.991,1286.95,,,,,,,
T,39.091081000,-95.628829000,882.6,89.7,-0.8,6.097,558.04,,,,,,,
T,39.091082000,-95.628752000,880.7,89.7,0.0,6.101,21.86,,,,,,,
T,39.091088000,-95.627981000,874.2,89.7,-0.5,6.142,218.85,,,,,,,
T,39.091098000,-95.627077000,883.4,89.6,0.3,6.191,256.62,,,,,,,
T,39.091112000,-95.626741000,883.1,89.3,0.7,6.209,95.51,,,,,,,
T,39.091132000,-95.626468000,884.5,88.4,2.6,6.224,77.83,,,,,,,
T,39.091136000,-95.626411000,885.4,88.3,1.1,6.227,16.24,,,,,,,
T,39.091160000,-95.626123000,887.8,87.1,1.1,6.243,82.21,,,,,,,
T,39.091192000,-95.625753000,887.6,84.8,0.1,6.263,105.67,,,,,,,
T,39.091224000,-95.625470000,887.0,83.5,-0.4,6.278,81.17,,,,,,,
T,39.091292000,-95.624987000,885.0,82.1,-0.9,6.304,139.31,,,,,,,
T,39.091341000,-95.624688000,883.7,81.3,-0.6,6.321,86.72,,,,,,,
T,39.091396000,-95.624384000,883.4,80.1,-0.2,6.337,88.58,,,,,,,
T,39.091467000,-95.624048000,884.7,78.3,-0.2,6.356,98.81,,,,,,,
T,39.091594000,-95.623485000,885.7,76.5,1.2,6.388,166.36,,,,,,,
T,39.091698000,-95.623076000,884.2,74.7,1.5,6.411,122.11,,,,,,,
T,39.092114000,-95.621502000,895.0,72.6,1.2,6.500,471.76,,,,,,,
T,39.092332000,-95.620675000,899.8,72.0,1.6,6.547,247.80,,,,,,,
T,39.092491000,-95.620074000,898.6,71.6,2.3,6.581,180.15,,,,,,,
T,39.092588000,-95.619711000,903.5,71.3,2.0,6.602,108.92,,,,,,,
T,39.092671000,-95.619354000,909.4,71.4,1.8,6.622,105.74,,,,,,,
T,39.092747000,-95.619001000,909.8,71.9,3.3,6.642,103.95,,,,,,,
T,39.092818000,-95.618647000,910.7,72.8,3.3,6.661,103.75,,,,,,,
T,39.092885000,-95.618285000,915.9,74.2,2.9,6.681,105.61,,,,,,,
T,39.092981000,-95.617744000,922.3,75.6,3.5,6.711,157.49,,,,,,,
T,39.093059000,-95.617203000,927.8,76.9,3.1,6.741,156.16,,,,,,,
T,39.093119000,-95.616710000,933.1,78.2,2.1,6.767,141.63,,,,,,,
T,39.093166000,-95.616247000,932.3,79.4,1.6,6.793,132.53,,,,,,,
T,39.093214000,-95.615704000,931.5,80.7,1.0,6.822,155.11,,,,,,,
T,39.093227000,-95.615477000,932.6,82.0,0.4,6.834,64.60,,,,,,,
T,39.093239000,-95.615278000,933.5,83.1,1.3,6.845,56.65,,,,,,,
T,39.093263000,-95.614820000,935.5,84.4,2.1,6.870,130.29,,,,,,,
T,39.093334000,-95.613285000,943.5,85.8,2.1,6.952,436.45,,,,,,,
T,39.093434000,-95.610874000,959.7,86.6,2.0,7.082,685.29,,,,,,,
T,39.093479000,-95.609959000,966.0,86.6,2.0,7.131,260.22,,,,,,,
T,39.093512000,-95.609156000,968.1,86.7,2.0,7.175,228.23,,,,,,,
T,39.093529000,-95.608694000,970.3,86.8,-1.6,7.199,131.28,,,,,,,
T,39.093531000,-95.608510000,971.1,87.0,-2.9,7.209,52.23,,,,,,,
T,39.093532000,-95.608010000,946.7,87.5,-0.2,7.236,141.92,,,,,,,
T,39.093528000,-95.607539000,946.4,88.5,-0.3,7.262,133.69,,,,,,,
T,39.093516000,-95.607000000,966.9,89.9,-0.0,7.290,153.05,,,,,,,
T,39.093512000,-95.606909000,968.9,90.7,3.4,7.295,25.87,,,,,,,
T,39.093490000,-95.606485000,970.9,91.5,3.4,7.318,120.61,,,,,,,
T,39.093432000,-95.605716000,968.6,93.2,-0.3,7.360,219.29,,,,,,,
T,39.093394000,-95.605333000,967.6,94.5,-1.0,7.381,109.59,,,,,,,
T,39.093351000,-95.604951000,965.0,95.9,-1.7,7.401,109.55,,,,,,,
T,39.093302000,-95.604564000,962.3,96.6,-2.0,7.422,111.28,,,,,,,
T,39.093248000,-95.604184000,959.4,97.7,-2.5,7.443,109.64,,,,,,,
T,39.093152000,-95.603593000,956.4,99.6,-2.4,7.476,171.35,,,,,,,
T,39.092942000,-95.602524000,947.6,101.7,-2.5,7.535,312.91,,,,,,,
T,39.092919000,-95.602429000,947.1,102.4,-2.6,7.540,28.24,,,,,,,
T,39.092778000,-95.601844000,942.8,103.9,-3.0,7.573,173.80,,,,,,,
T,39.092638000,-95.601328000,937.8,105.4,-2.6,7.602,155.08,,,,,,,
T,39.092506000,-95.600875000,932.5,107.0,-3.1,7.628,137.27,,,,,,,
T,39.092386000,-95.600482000,931.7,109.3,-2.8,7.651,119.81,,,,,,,
T,39.092211000,-95.599949000,924.0,110.2,-2.7,7.682,164.16,,,,,,,
T,39.092069000,-95.599535000,923.0,111.6,-2.8,7.707,128.39,,,,,,,
T,39.091559000,-95.598218000,911.5,114.1,-3.0,7.786,417.43,,,,,,,
T,39.091358000,-95.597716000,905.0,115.1,-2.3,7.816,160.20,,,,,,,
T,39.091162000,-95.597211000,900.6,115.7,-3.5,7.846,160.13,,,,,,,
T,39.090971000,-95.596702000,900.0,116.2,-3.2,7.877,160.35,,,,,,,
T,39.090853000,-95.596415000,888.1,116.7,-2.2,7.894,92.11,,,,,,,
T,39.090710000,-95.596016000,889.3,116.4,-2.5,7.918,124.66,,,,,,,
T,39.090502000,-95.595403000,889.3,115.5,-3.3,7.954,189.77,,,,,,,
T,39.090298000,-95.594760000,881.4,114.4,-0.9,7.991,197.06,,,,,,,
T,39.090258000,-95.594627000,878.5,113.9,-1.1,7.999,40.47,,,,,,,
T,39.090171000,-95.594314000,882.6,112.7,-1.8,8.016,94.33,,,,,,,
T,39.090095000,-95.594036000,882.7,111.8,-0.1,8.032,83.62,,,,,,,
T,39.089978000,-95.593573000,879.3,110.2,0.3,8.059,138.16,,,,,,,
T,39.089871000,-95.593118000,880.8,108.5,-0.4,8.084,134.90,,,,,,,
T,39.089767000,-95.592622000,880.4,107.5,-0.4,8.112,145.80,,,,,,,
T,39.089675000,-95.592136000,880.1,106.4,0.1,8.139,141.96,,,,,,,
T,39.089596000,-95.591679000,880.2,105.3,0.1,8.164,132.87,,,,,,,
T,39.089523000,-95.591183000,880.2,103.8,-0.2,8.191,143.28,,,,,,,
T,39.089458000,-95.590736000,881.8,102.6,0.1,8.215,129.07,,,,,,,
T,39.089312000,-95.589645000,878.6,101.1,-0.2,8.275,314.21,,,,,,,
T,39.089193000,-95.588724000,881.0,100.3,0.0,8.325,264.99,,,,,,,
T,39.089020000,-95.587421000,878.2,99.9,-0.1,8.396,375.19,,,,,,,
T,39.088918000,-95.586630000,880.8,99.7,0.0,8.439,227.58,,,,,,,
T,39.088687000,-95.584877000,880.1,99.6,-0.1,8.535,504.66,,,,,,,
T,39.088273000,-95.581717000,878.8,99.6,0.1,8.707,909.56,,,,,,,
T,39.088136000,-95.580668000,879.0,99.6,-0.1,8.764,301.92,,,,,,,
T,39.088068000,-95.580139000,880.2,99.6,-0.2,8.793,152.19,,,,,,,
T,39.087993000,-95.579445000,877.7,99.4,0.0,8.831,198.88,,,,,,,
T,39.087940000,-95.578860000,877.5,99.1,-0.0,8.862,167.17,,,,,,,
T,39.087885000,-95.578214000,878.9,98.1,-0.3,8.897,184.46,,,,,,,
T,39.087847000,-95.577645000,878.9,97.0,0.0,8.928,162.11,,,,,,,
T,39.087797000,-95.576800000,877.4,96.0,-0.1,8.974,240.55,,,,,,,
T,39.087770000,-95.576168000,877.9,95.0,-0.2,9.008,179.67,,,,,,,
T,39.087738000,-95.574811000,876.7,93.7,-0.2,9.081,385.37,,,,,,,
T,39.087720000,-95.573839000,876.3,92.8,-0.1,9.133,275.99,,,,,,,
T,39.087703000,-95.572803000,875.8,92.2,-0.1,9.189,294.14,,,,,,,
T,39.087673000,-95.570206000,875.8,91.4,0.0,9.328,737.26,,,,,,,
T,39.087658000,-95.569253000,876.8,91.2,-0.0,9.379,270.57,,,,,,,
T,39.087622000,-95.566975000,876.9,91.1,-0.0,9.502,646.76,,,,,,,
T,39.087594000,-95.564866000,875.9,91.0,-0.1,9.615,598.74,,,,,,,
T,39.087566000,-95.563030000,874.5,91.0,-0.2,9.714,521.26,,,,,,,
T,39.087533000,-95.560493000,873.0,91.1,-0.2,9.850,720.24,,,,,,,
T,39.087489000,-95.557723000,870.6,91.1,-0.3,9.999,786.45,,,,,,,
T,39.087473000,-95.556594000,870.7,91.1,-0.1,10.060,320.53,,,,,,,
T,39.087444000,-95.554955000,868.9,91.1,0.0,10.148,465.36,,,,,,,
T,39.087436000,-95.554200000,873.1,91.1,0.0,10.189,214.33,,,,,,,
T,39.087412000,-95.552583000,873.0,91.1,-0.0,10.276,459.08,,,,,,,
T,39.087392000,-95.551567000,871.2,91.2,0.0,10.330,288.49,,,,,,,
T,39.087370000,-95.550764000,870.7,91.3,-0.2,10.374,228.08,,,,,,,
T,39.087281000,-95.548395000,869.5,91.8,-0.3,10.501,673.24,,,,,,,
T,39.087258000,-95.547463000,869.5,91.9,-0.2,10.551,264.69,,,,,,,
T,39.087239000,-95.546320000,868.4,92.0,-0.1,10.613,324.52,,,,,,,
T,39.087238000,-95.545561000,868.1,91.9,-0.0,10.653,215.45,,,,,,,
T,39.087224000,-95.543780000,868.1,91.5,-0.1,10.749,505.58,,,,,,,
T,39.087200000,-95.538324000,868.1,90.6,-0.0,11.043,1548.75,,,,,,,
