type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,41.865865000,-103.723913000,3900.0,88.8,-1.0,3.893,759.59,,,,,,,
T,41.865886000,-103.722601000,3896.7,88.8,-0.5,3.960,357.46,,,,,,,
T,41.865911000,-103.720756000,3892.1,88.9,-0.2,4.056,502.64,,,,,,,
T,41.865937000,-103.719304000,3900.1,88.8,-0.1,4.131,395.62,,,,,,,
T,41.865969000,-103.716601000,3895.0,88.9,-0.1,4.270,736.36,,,,,,,
T,41.865978000,-103.714272000,3896.3,89.1,0.1,4.390,634.40,,,,,,,
T,41.866025000,-103.711590000,3895.0,89.0,-0.2,4.529,730.75,,,,,,,
T,41.866044000,-103.709371000,3896.0,89.1,-0.1,4.643,604.47,,,,,,,
T,41.866052000,-103.708355000,3895.0,89.2,-0.1,4.695,276.76,,,,,,,
T,41.866096000,-103.704575000,3892.8,89.2,-0.1,4.891,1029.76,,,,,,,
T,41.866099000,-103.704192000,3892.7,89.1,-0.1,4.910,104.33,,,,,,,
T,41.866124000,-103.701337000,3892.5,89.3,-0.1,5.058,777.72,,,,,,,
T,41.866178000,-103.695363000,3890.7,89.3,-0.1,5.366,1627.37,,,,,,,
T,41.866181000,-103.695011000,3889.8,89.3,-0.1,5.384,95.89,,,,,,,
T,41.868562000,-103.694898000,3889.1,71.1,-0.1,5.548,868.19,,,,,,,
T,41.870068000,-103.694848000,3889.6,60.3,0.0,5.652,548.96,,,,,,,
T,41.870612000,-103.694827000,3890.1,47.2,0.1,5.690,198.32,,,,,,,
T,41.872922000,-103.694775000,3891.5,3.7,0.2,5.849,841.90,,,,,,,
T,41.874005000,-103.694742000,3892.7,1.5,0.2,5.924,394.75,,,,,,,
T,41.874098000,-103.694742000,3892.9,1.2,0.3,5.931,33.89,,,,,,,
T,41.874254000,-103.694741000,3893.3,1.1,0.4,5.941,56.85,,,,,,,
T,41.874393000,-103.694741000,3893.6,1.0,0.8,5.951,50.65,,,,,,,
T,41.874454000,-103.694739000,3893.7,1.0,0.6,5.955,22.24,,,,,,,
T,41.875349000,-103.694770000,3896.4,359.1,0.5,6.017,326.25,,,,,,,
T,41.876108000,-103.694772000,3897.6,359.4,0.4,6.069,276.58,,,,,,,
T,41.876586000,-103.694751000,3897.9,359.8,0.3,6.102,174.28,,,,,,,
T,41.877097000,-103.694717000,3897.6,0.4,0.1,6.138,186.44,,,,,,,
T,41.877476000,-103.694686000,3897.5,0.7,0.1,6.164,138.37,,,,,,,
T,41.877915000,-103.694626000,3897.3,2.4,0.3,6.194,160.81,,,,,,,
T,41.878522000,-103.694527000,3898.5,4.3,0.4,6.236,222.83,,,,,,,
T,41.879026000,-103.694436000,3900.3,5.5,0.4,6.272,185.33,,,,,,,
T,41.879554000,-103.694321000,3901.1,6.8,0.4,6.308,194.94,,,,,,,
T,41.880185000,-103.694161000,3902.0,8.2,0.3,6.353,234.03,,,,,,,
T,41.880811000,-103.693981000,3902.0,9.4,0.2,6.397,233.33,,,,,,,
T,41.881452000,-103.693793000,3902.2,10.6,-0.0,6.442,239.13,,,,,,,
T,41.882355000,-103.693511000,3902.2,11.7,-0.1,6.506,337.90,,,,,,,
T,41.883537000,-103.693162000,3900.9,12.2,-0.1,6.590,441.09,,,,,,,
T,41.883805000,-103.693082000,3900.3,12.5,-0.2,6.609,100.06,,,,,,,
T,41.884013000,-103.693004000,3900.3,12.8,-0.2,6.624,78.72,,,,,,,
T,41.884145000,-103.692936000,3900.5,13.3,-0.0,6.633,51.54,,,,,,,
T,41.884285000,-103.692849000,3900.7,14.3,0.3,6.644,56.25,,,,,,,
T,41.884418000,-103.692740000,3900.8,19.6,0.5,6.655,56.83,,,,,,,
T,41.884554000,-103.692607000,3901.1,25.3,0.5,6.666,61.38,,,,,,,
T,41.884688000,-103.692453000,3901.6,31.3,0.5,6.679,64.37,,,,,,,
T,41.884814000,-103.692285000,3902.1,35.9,0.4,6.691,64.82,,,,,,,
T,41.884930000,-103.692100000,3902.2,40.8,0.3,6.703,65.76,,,,,,,
T,41.885032000,-103.691896000,3902.2,45.7,0.2,6.716,66.84,,,,,,,
T,41.885135000,-103.691655000,3902.2,50.7,0.0,6.730,75.60,,,,,,,
T,41.885206000,-103.691425000,3902.2,55.9,-0.0,6.743,67.76,,,,,,,
T,41.885262000,-103.691178000,3902.2,61.5,-0.1,6.757,70.29,,,,,,,
T,41.885303000,-103.690927000,3902.2,66.9,-0.1,6.770,69.96,,,,,,,
T,41.885327000,-103.690675000,3901.9,72.0,-0.3,6.783,69.18,,,,,,,
T,41.885338000,-103.690465000,3901.8,77.1,-0.3,6.794,57.32,,,,,,,
T,41.885332000,-103.690233000,3901.4,81.9,-0.3,6.806,63.21,,,,,,,
T,41.885305000,-103.689976000,3901.2,87.2,-0.2,6.819,70.67,,,,,,,
T,41.885262000,-103.689735000,3901.2,92.6,-0.2,6.832,67.47,,,,,,,
T,41.885202000,-103.689500000,3901.2,98.1,-0.0,6.845,67.62,,,,,,,
T,41.885122000,-103.689264000,3901.2,103.6,0.0,6.858,70.57,,,,,,,
T,41.885035000,-103.689057000,3901.2,108.7,-0.1,6.870,64.67,,,,,,,
T,41.884922000,-103.688843000,3901.2,114.4,-0.2,6.884,71.35,,,,,,,
T,41.884789000,-103.688640000,3901.0,120.1,-0.4,6.898,73.52,,,,,,,
T,41.884637000,-103.688454000,3900.4,126.0,-0.5,6.912,75.06,,,,,,,
T,41.884466000,-103.688284000,3899.8,132.0,-0.7,6.927,77.63,,,,,,,
T,41.884316000,-103.688156000,3899.3,137.0,-0.7,6.939,64.83,,,,,,,
T,41.884118000,-103.688025000,3898.5,142.9,-0.6,6.954,80.49,,,,,,,
T,41.883911000,-103.687926000,3898.3,148.8,-0.4,6.969,80.10,,,,,,,
T,41.883717000,-103.687857000,3898.3,154.2,-0.2,6.983,73.15,,,,,,,
T,41.883488000,-103.687819000,3898.3,160.5,-0.1,6.999,84.09,,,,,,,
T,41.883230000,-103.687807000,3898.3,166.5,0.1,7.017,94.07,,,,,,,
T,41.883044000,-103.687798000,3898.3,171.1,0.2,7.030,67.82,,,,,,,
T,41.882039000,-103.687781000,3899.3,176.7,0.2,7.099,366.26,,,,,,,
T,41.881951000,-103.687780000,3899.3,178.1,0.2,7.105,32.07,,,,,,,
T,41.881712000,-103.687812000,3899.3,179.8,0.2,7.122,87.53,,,,,,,
T,41.881609000,-103.687835000,3899.4,180.7,0.3,7.129,38.05,,,,,,,
T,41.881518000,-103.687871000,3899.6,182.0,0.4,7.136,34.58,,,,,,,
T,41.881431000,-103.687927000,3899.9,190.1,0.5,7.142,35.18,,,,,,,
T,41.881362000,-103.687996000,3900.1,195.3,0.5,7.148,31.39,,,,,,,
T,41.881310000,-103.688070000,3900.2,205.5,0.4,7.153,27.66,,,,,,,
T,41.881264000,-103.688180000,3900.3,216.7,0.1,7.160,34.33,,,,,,,
T,41.881236000,-103.688268000,3900.2,226.3,0.1,7.165,26.05,,,,,,,
T,41.881169000,-103.688654000,3900.2,244.2,0.2,7.185,107.92,,,,,,,
T,41.881162000,-103.689354000,3900.5,258.8,0.2,7.221,190.64,,,,,,,
T,41.881175000,-103.689798000,3901.0,264.0,0.2,7.244,121.01,,,,,,,
T,41.881201000,-103.690175000,3901.2,267.6,0.2,7.264,103.10,,,,,,,
T,41.881237000,-103.690522000,3901.2,270.0,0.1,7.282,95.40,,,,,,,
T,41.881288000,-103.690873000,3901.2,274.1,0.0,7.300,97.38,,,,,,,
T,41.881351000,-103.691239000,3901.2,277.7,0.0,7.320,102.28,,,,,,,
T,41.881433000,-103.691603000,3901.2,280.9,0.1,7.339,103.53,,,,,,,
T,41.881524000,-103.691942000,3901.3,283.8,0.2,7.358,98.09,,,,,,,
T,41.881634000,-103.692313000,3901.7,286.6,0.2,7.378,108.69,,,,,,,
T,41.881753000,-103.692651000,3902.2,289.4,0.2,7.398,101.75,,,,,,,
T,41.881912000,-103.693052000,3902.1,292.6,0.2,7.421,123.62,,,,,,,
T,41.882065000,-103.693382000,3902.2,295.5,0.1,7.441,105.76,,,,,,,
T,41.882239000,-103.693710000,3902.2,298.5,0.0,7.462,109.54,,,,,,,
T,41.882382000,-103.693951000,3902.2,301.5,0.0,7.478,83.80,,,,,,,
T,41.882575000,-103.694241000,3902.2,304.8,0.0,7.498,105.75,,,,,,,
T,41.882740000,-103.694469000,3902.2,308.1,-0.0,7.514,86.43,,,,,,,
T,41.883064000,-103.694919000,3902.2,311.1,0.0,7.546,170.17,,,,,,,
T,41.883938000,-103.696175000,3902.2,312.8,0.0,7.635,467.35,,,,,,,
T,41.884339000,-103.696737000,3902.2,313.3,0.0,7.675,211.60,,,,,,,
T,41.884725000,-103.697302000,3902.2,313.3,0.1,7.715,208.46,,,,,,,
T,41.885345000,-103.698186000,3902.2,313.3,0.1,7.777,330.14,,,,,,,
T,41.886206000,-103.699482000,3903.1,312.8,0.1,7.866,472.21,,,,,,,
T,41.886804000,-103.700355000,3903.2,312.6,0.2,7.928,322.49,,,,,,,
T,41.887412000,-103.701255000,3904.4,312.4,0.2,7.990,330.38,,,,,,,
T,41.887801000,-103.701779000,3905.2,312.7,0.2,8.028,201.13,,,,,,,
T,41.887994000,-103.702042000,3905.2,312.7,0.3,8.047,100.37,,,,,,,
T,41.888686000,-103.703052000,3906.1,313.0,0.2,8.118,373.13,,,,,,,
T,41.889746000,-103.704562000,3907.2,313.2,0.2,8.225,564.14,,,,,,,
T,41.890364000,-103.705442000,3908.0,313.4,0.2,8.287,328.83,,,,,,,
T,41.891458000,-103.706986000,3909.1,313.3,0.2,8.397,579.37,,,,,,,
T,41.891732000,-103.707372000,3909.1,313.3,0.2,8.424,144.97,,,,,,,
T,41.893940000,-103.710529000,3912.1,313.4,0.2,8.647,1177.40,,,,,,,
T,41.894034000,-103.710662000,3912.1,313.4,0.2,8.657,49.85,,,,,,,
T,41.895430000,-103.712644000,3913.1,313.4,0.2,8.797,741.62,,,,,,,
T,41.896127000,-103.713671000,3914.5,313.2,0.2,8.869,377.75,,,,,,,
T,41.896197000,-103.713768000,3914.8,313.2,0.2,8.876,36.72,,,,,,,
T,41.896240000,-103.713827000,3914.7,313.1,0.2,8.880,22.44,,,,,,,
T,41.896835000,-103.714644000,3915.4,313.4,0.1,8.939,310.63,,,,,,,
T,41.898003000,-103.716293000,3915.3,313.5,0.0,9.056,618.64,,,,,,,
T,41.898195000,-103.716567000,3915.4,313.8,0.0,9.075,102.27,,,,,,,
T,41.898484000,-103.716981000,3915.4,313.7,0.1,9.104,154.26,,,,,,,
T,41.899378000,-103.718259000,3915.4,313.6,-0.0,9.195,476.65,,,,,,,
T,41.900168000,-103.719388000,3916.3,313.3,-0.1,9.274,421.13,,,,,,,
T,41.901762000,-103.721668000,3914.8,313.2,-0.1,9.435,850.11,,,,,,,
T,41.902483000,-103.722710000,3913.1,313.2,-0.2,9.509,386.65,,,,,,,
T,41.902594000,-103.722865000,3913.1,313.2,-0.2,9.520,58.45,,,,,,,
T,41.903341000,-103.723910000,3912.2,313.3,0.4,9.594,393.74,,,,,,,
T,41.903644000,-103.724344000,3913.0,313.3,0.6,9.625,161.71,,,,,,,
T,41.904638000,-103.725767000,3920.3,313.3,0.5,9.725,530.35,,,,,,,
T,41.904815000,-103.726021000,3920.2,313.4,0.6,9.743,94.56,,,,,,,
T,41.906346000,-103.728190000,3922.2,313.4,0.5,9.897,812.34,,,,,,,
T,41.907039000,-103.729194000,3923.2,313.2,0.2,9.968,372.12,,,,,,,
T,41.907077000,-103.729248000,3923.0,313.2,0.3,9.971,20.19,,,,,,,
T,41.907458000,-103.729799000,3923.1,313.2,0.5,10.010,204.39,,,,,,,
T,41.908382000,-103.731089000,3926.4,313.4,0.6,10.102,486.50,,,,,,,
T,41.909395000,-103.732518000,3930.4,313.4,0.9,10.204,536.26,,,,,,,
T,41.909550000,-103.732740000,3931.7,313.6,1.0,10.220,82.72,,,,,,,
T,41.911106000,-103.734968000,3941.9,313.4,1.2,10.377,830.25,,,,,,,
T,41.911472000,-103.735486000,3944.0,313.5,1.4,10.414,194.08,,,,,,,
T,41.912115000,-103.736396000,3949.7,313.4,1.5,10.478,340.97,,,,,,,
T,41.912338000,-103.736715000,3952.4,313.3,1.5,10.501,118.92,,,,,,,
T,41.913914000,-103.738968000,3965.9,313.3,1.6,10.660,840.18,,,,,,,
T,41.914260000,-103.739444000,3967.6,313.4,1.5,10.694,180.79,,,,,,,
T,41.914496000,-103.739784000,3969.6,313.4,1.3,10.718,126.33,,,,,,,
T,41.915270000,-103.740899000,3974.2,313.3,0.9,10.796,414.31,,,,,,,
T,41.915945000,-103.741836000,3977.6,313.4,0.8,10.864,354.32,,,,,,,
T,41.916841000,-103.743143000,3980.4,313.3,0.7,10.955,482.86,,,,,,,
T,41.918180000,-103.745038000,3983.5,313.3,0.5,11.089,710.00,,,,,,,
T,41.918799000,-103.745932000,3984.8,313.2,0.4,11.152,331.79,,,,,,,
T,41.919572000,-103.747038000,3986.4,313.3,0.4,11.230,412.26,,,,,,,
T,41.920134000,-103.747880000,3987.5,313.0,0.4,11.289,307.34,,,,,,,
T,41.920754000,-103.748872000,3988.5,312.6,0.3,11.355,352.05,,,,,,,
T,41.921224000,-103.749662000,3989.4,311.5,0.2,11.407,274.88,,,,,,,
T,41.921624000,-103.750373000,3989.3,310.5,-0.0,11.453,242.26,,,,,,,
T,41.922389000,-103.751818000,3990.3,308.4,-0.2,11.544,482.04,,,,,,,
T,41.922820000,-103.752700000,3987.5,306.8,-0.4,11.599,286.85,,,,,,,
T,41.923472000,-103.754125000,3985.6,304.8,-0.6,11.685,454.80,,,,,,,
T,41.923937000,-103.755227000,3981.5,303.2,-0.9,11.750,344.46,,,,,,,
T,41.924258000,-103.756036000,3979.3,302.0,-1.0,11.797,249.31,,,,,,,
T,41.924580000,-103.756899000,3976.5,300.1,-1.1,11.847,262.54,,,,,,,
T,41.924927000,-103.757879000,3971.7,298.7,-1.2,11.903,295.16,,,,,,,
T,41.925420000,-103.759367000,3967.5,296.5,-1.2,11.987,443.00,,,,,,,
T,41.925765000,-103.760541000,3962.5,294.8,-0.7,12.052,343.33,,,,,,,
T,41.926081000,-103.761554000,3958.8,293.9,-0.3,12.109,298.76,,,,,,,
T,41.926530000,-103.763085000,3963.1,293.0,0.6,12.193,447.61,,,,,,,
T,41.926753000,-103.763809000,3967.3,292.5,1.4,12.234,213.12,,,,,,,
T,41.927112000,-103.764979000,3976.7,292.1,2.2,12.299,344.22,,,,,,,
T,41.927555000,-103.766355000,3986.5,292.5,2.5,12.376,407.77,,,,,,,
T,41.927919000,-103.767362000,3996.1,293.0,2.3,12.434,304.45,,,,,,,
T,41.928418000,-103.768683000,4004.2,294.4,2.2,12.510,402.85,,,,,,,
T,41.928581000,-103.769069000,4003.3,295.0,2.3,12.533,120.67,,,,,,,
T,41.928624000,-103.769170000,4004.6,295.9,1.8,12.539,31.64,,,,,,,
T,41.928738000,-103.769439000,4008.3,297.3,0.7,12.555,84.17,,,,,,,
T,41.928820000,-103.769632000,4008.5,298.1,1.7,12.566,60.43,,,,,,,
T,41.928886000,-103.769418000,4006.6,310.6,1.4,12.578,63.01,,,,,,,
T,41.928820000,-103.769632000,4008.5,299.7,0.4,12.590,63.01,,,,,,,
T,41.928849000,-103.769701000,4008.6,299.7,0.8,12.594,21.55,,,,,,,
T,41.928907000,-103.769838000,4009.4,299.7,1.1,12.602,42.86,,,,,,,
T,41.929445000,-103.771025000,4013.0,301.1,0.6,12.674,377.85,,,,,,,
T,41.929920000,-103.772014000,4015.4,298.2,0.5,12.735,319.98,,,,,,,
T,41.931094000,-103.774345000,4017.1,303.0,0.3,12.879,765.09,,,,,,,
T,41.931525000,-103.775213000,4017.8,303.1,0.2,12.933,283.65,,,,,,,
T,41.932401000,-103.776941000,4017.3,303.5,0.2,13.041,568.33,,,,,,,
T,41.932423000,-103.776986000,4016.8,303.9,0.1,13.044,14.64,,,,,,,
T,41.932921000,-103.777993000,4018.9,304.0,0.1,13.106,328.66,,,,,,,
T,41.933629000,-103.779380000,4018.2,304.1,0.2,13.192,457.17,,,,,,,
T,41.934239000,-103.780608000,4019.5,304.1,0.1,13.268,401.33,,,,,,,
T,41.934325000,-103.780776000,4019.8,304.0,0.1,13.279,55.42,,,,,,,
T,41.935037000,-103.782171000,4019.4,304.1,0.2,13.366,459.78,,,,,,,
T,41.935917000,-103.783935000,4020.8,304.1,0.1,13.475,577.24,,,,,,,
T,41.936478000,-103.785047000,4021.3,304.1,0.0,13.544,365.16,,,,,,,
T,41.936961000,-103.786020000,4020.7,304.1,-0.1,13.605,317.91,,,,,,,
T,41.937812000,-103.787699000,4020.9,304.1,-0.3,13.709,552.15,,,,,,,
T,41.940084000,-103.792240000,4014.9,304.0,-0.4,13.991,1487.27,,,,,,,
T,41.940392000,-103.792873000,4011.5,303.9,-0.5,14.030,205.57,,,,,,,
T,41.940461000,-103.793016000,4010.4,303.9,-0.7,14.039,46.32,,,,,,,
T,41.940517000,-103.793137000,4009.3,303.9,-2.2,14.046,38.73,,,,,,,
T,41.940674000,-103.793479000,4007.1,303.7,-2.9,14.067,109.23,,,,,,,
T,41.940771000,-103.793715000,4004.6,302.1,-3.1,14.081,73.30,,,,,,,
T,41.941126000,-103.794582000,3995.9,300.0,-3.5,14.131,269.03,,,,,,,
T,41.941490000,-103.795594000,3985.8,298.2,-3.5,14.189,305.62,,,,,,,
T,41.941913000,-103.796993000,3968.1,296.0,-3.5,14.267,410.65,,,,,,,
T,41.942030000,-103.797437000,3965.9,294.7,-3.3,14.291,128.10,,,,,,,
T,41.942126000,-103.797804000,3961.6,294.0,-3.0,14.311,105.80,,,,,,,
T,41.942318000,-103.798678000,3957.0,291.4,-1.7,14.358,247.87,,,,,,,
T,41.942502000,-103.799649000,3951.1,288.5,-1.5,14.410,272.55,,,,,,,
T,41.942614000,-103.800398000,3951.7,285.5,-1.1,14.449,207.82,,,,,,,
T,41.942656000,-103.800745000,3951.6,284.3,-0.9,14.467,95.64,,,,,,,
T,41.942728000,-103.801342000,3950.4,282.9,-0.1,14.499,164.53,,,,,,,
T,41.942736000,-103.801405000,3950.4,281.6,-0.2,14.502,17.39,,,,,,,
T,41.942805000,-103.802168000,3950.1,279.2,-0.2,14.542,209.10,,,,,,,
T,41.942815000,-103.802573000,3950.4,277.1,0.0,14.562,110.25,,,,,,,
T,41.942814000,-103.803152000,3950.4,275.0,0.0,14.592,157.53,,,,,,,
T,41.942825000,-103.803488000,3950.7,273.5,0.0,14.610,91.50,,,,,,,
T,41.942824000,-103.803839000,3950.5,272.8,0.0,14.628,95.49,,,,,,,
T,41.942819000,-103.804617000,3950.3,270.4,0.0,14.668,211.67,,,,,,,
T,41.942812000,-103.805796000,3950.5,269.9,-0.1,14.729,320.77,,,,,,,
T,41.942811000,-103.805962000,3950.5,269.9,0.0,14.737,45.16,,,,,,,
T,41.942808000,-103.806310000,3950.2,269.5,0.1,14.755,94.68,,,,,,,
T,41.942806000,-103.806652000,3950.7,269.5,0.2,14.773,93.05,,,,,,,
T,41.942802000,-103.807315000,3950.8,269.5,0.1,14.807,180.38,,,,,,,
T,41.942798000,-103.808019000,3951.8,269.5,0.3,14.843,191.54,,,,,,,
T,41.942793000,-103.808708000,3951.5,269.5,0.2,14.879,187.46,,,,,,,
T,41.942789000,-103.809414000,3952.3,269.5,0.2,14.915,192.08,,,,,,,
T,41.942788000,-103.809618000,3952.5,269.5,0.1,14.925,55.50,,,,,,,
T,41.942785000,-103.810080000,3952.4,269.5,0.1,14.949,125.70,,,,,,,
T,41.942781000,-103.810766000,3952.6,269.5,0.0,14.985,186.64,,,,,,,
T,41.942777000,-103.811263000,3952.1,269.5,-0.1,15.010,135.22,,,,,,,
