type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,42.883721000,-112.476363000,4442.9,316.8,0.2,1.822,98.77,,,,,,,
T,42.884074000,-112.476655000,4439.9,318.1,-1.2,1.850,150.59,,,,,,,
T,42.884385000,-112.476831000,4436.9,322.7,-2.5,1.874,122.77,,,,,,,
T,42.884692000,-112.476952000,4432.4,328.7,-3.3,1.896,116.50,,,,,,,
T,42.884927000,-112.477004000,4428.6,335.4,-3.8,1.912,86.78,,,,,,,
T,42.885157000,-112.477023000,4424.4,341.4,-3.4,1.928,83.98,,,,,,,
T,42.885349000,-112.477030000,4421.8,347.8,-2.6,1.941,70.00,,,,,,,
T,42.885660000,-112.476993000,4420.9,354.7,-1.4,1.963,113.78,,,,,,,
T,42.885910000,-112.476925000,4420.9,0.9,0.8,1.980,92.92,,,,,,,
T,42.886308000,-112.476800000,4421.2,6.2,1.1,2.009,148.88,,,,,,,
T,42.887540000,-112.476356000,4431.4,11.6,1.3,2.097,464.53,,,,,,,
T,42.887875000,-112.476237000,4432.6,13.0,1.4,2.121,126.19,,,,,,,
T,42.888161000,-112.476183000,4433.0,13.3,1.7,2.140,105.24,,,,,,,
T,42.888355000,-112.476169000,4434.2,12.8,0.9,2.154,70.81,,,,,,,
T,42.888570000,-112.476158000,4435.2,11.7,1.0,2.169,78.42,,,,,,,
T,42.888945000,-112.476151000,4436.0,6.1,1.0,2.195,136.69,,,,,,,
T,42.889951000,-112.476174000,4440.1,1.3,1.0,2.264,366.71,,,,,,,
T,42.890106000,-112.476190000,4440.4,359.8,0.9,2.275,56.66,,,,,,,
T,42.890285000,-112.476200000,4441.0,359.3,1.0,2.287,65.30,,,,,,,
T,42.890396000,-112.476203000,4441.4,359.0,0.7,2.295,40.46,,,,,,,
T,42.890510000,-112.476170000,4441.8,359.5,0.8,2.303,42.48,,,,,,,
T,42.890575000,-112.476228000,4441.7,356.4,0.0,2.308,28.33,,,,,,,
T,42.890662000,-112.476164000,4442.2,2.0,-0.1,2.315,36.05,,,,,,,
T,42.891191000,-112.476809000,4441.1,333.8,-0.3,2.364,258.95,,,,,,,
T,42.891758000,-112.477512000,4440.5,324.8,-0.2,2.417,279.64,,,,,,,
T,42.892490000,-112.478403000,4439.1,320.4,-0.3,2.485,358.04,,,,,,,
T,42.892685000,-112.478538000,4439.4,321.3,-0.3,2.500,79.75,,,,,,,
T,42.893028000,-112.478961000,4438.4,319.1,-0.2,2.532,168.76,,,,,,,
T,42.893332000,-112.479406000,4438.1,318.4,-0.1,2.563,162.78,,,,,,,
T,42.893646000,-112.479923000,4438.2,316.9,-0.2,2.597,179.70,,,,,,,
T,42.893875000,-112.480363000,4438.3,314.0,-0.1,2.624,144.46,,,,,,,
T,42.894049000,-112.480702000,4438.1,310.7,-0.1,2.645,110.79,,,,,,,
T,42.894245000,-112.481135000,4437.5,307.4,-0.2,2.671,136.26,,,,,,,
T,42.894408000,-112.481529000,4437.0,304.7,-0.2,2.694,121.15,,,,,,,
T,42.895603000,-112.484471000,4435.6,300.4,-0.2,2.864,900.70,,,,,,,
T,42.895898000,-112.485206000,4435.2,299.7,0.1,2.907,224.40,,,,,,,
T,42.896143000,-112.485798000,4435.5,299.3,0.2,2.941,182.05,,,,,,,
T,42.896527000,-112.486761000,4438.3,299.0,0.5,2.997,293.57,,,,,,,
T,42.896855000,-112.487574000,4441.0,298.9,-0.0,3.044,248.50,,,,,,,
T,42.897142000,-112.488292000,4441.0,298.8,-0.1,3.086,219.00,,,,,,,
T,42.900178000,-112.495722000,4434.0,299.1,-0.1,3.517,2277.79,,,,,,,
T,42.900910000,-112.497581000,4433.3,298.9,-0.3,3.624,565.07,,,,,,,
T,42.901156000,-112.498195000,4433.6,298.9,-0.3,3.659,187.37,,,,,,,
T,42.902109000,-112.500536000,4429.4,299.0,-0.4,3.795,717.02,,,,,,,
T,42.902476000,-112.501426000,4427.5,299.0,-0.4,3.847,273.42,,,,,,,
T,42.902564000,-112.501637000,4426.8,298.8,-0.5,3.859,65.00,,,,,,,
T,42.903019000,-112.502726000,4426.7,299.2,-0.5,3.923,335.62,,,,,,,
T,42.903270000,-112.503366000,4426.2,299.2,-0.9,3.960,194.36,,,,,,,
T,42.903327000,-112.503511000,4425.0,299.2,-0.9,3.968,44.06,,,,,,,
T,42.903465000,-112.503863000,4421.2,299.0,-2.1,3.988,106.89,,,,,,,
T,42.903522000,-112.503998000,4420.1,299.0,-2.0,3.996,41.71,,,,,,,
T,42.903698000,-112.504418000,4415.8,298.7,-1.6,4.021,129.53,,,,,,,
T,42.904104000,-112.505455000,4413.2,298.6,-1.3,4.080,314.80,,,,,,,
T,42.905094000,-112.507874000,4403.2,298.9,-1.1,4.221,741.81,,,,,,,
T,42.905294000,-112.508351000,4403.3,299.1,-0.8,4.249,147.13,,,,,,,
T,42.905465000,-112.508760000,4403.5,299.1,-0.6,4.273,126.07,,,,,,,
T,42.905746000,-112.509516000,4403.3,298.7,-0.3,4.316,226.98,,,,,,,
T,42.906309000,-112.510927000,4403.5,298.8,0.0,4.397,430.15,,,,,,,
T,42.906701000,-112.511873000,4399.5,298.8,0.5,4.452,290.95,,,,,,,
T,42.906854000,-112.512256000,4403.8,298.6,0.5,4.474,116.79,,,,,,,
T,42.907269000,-112.513276000,4410.4,298.6,0.8,4.533,312.35,,,,,,,
T,42.907728000,-112.514413000,4411.6,298.9,1.4,4.599,347.54,,,,,,,
T,42.907898000,-112.514857000,4413.4,298.9,1.2,4.625,134.13,,,,,,,
T,42.908077000,-112.515335000,4414.5,298.5,0.7,4.652,143.73,,,,,,,
T,42.908249000,-112.515834000,4416.5,298.0,0.7,4.680,147.66,,,,,,,
T,42.908442000,-112.516452000,4416.7,296.8,0.5,4.714,179.90,,,,,,,
T,42.908601000,-112.516992000,4417.0,294.8,0.9,4.743,155.85,,,,,,,
T,42.908766000,-112.517601000,4417.3,293.4,0.9,4.776,173.89,,,,,,,
T,42.908966000,-112.518433000,4422.1,291.4,1.2,4.821,234.52,,,,,,,
T,42.909294000,-112.519794000,4426.7,289.8,1.3,4.894,383.73,,,,,,,
T,42.909664000,-112.521349000,4433.7,288.8,1.2,4.976,437.89,,,,,,,
T,42.909844000,-112.522097000,4435.5,288.4,1.2,5.016,210.87,,,,,,,
T,42.910253000,-112.523827000,4437.9,288.1,1.0,5.109,486.87,,,,,,,
T,42.910413000,-112.524492000,4442.9,288.1,0.8,5.144,187.46,,,,,,,
T,42.910509000,-112.524892000,4441.7,288.0,0.7,5.165,112.73,,,,,,,
T,42.910644000,-112.525457000,4443.3,288.0,0.7,5.196,159.17,,,,,,,
T,42.910770000,-112.526192000,4443.0,287.2,0.1,5.234,202.20,,,,,,,
T,42.910904000,-112.527040000,4443.9,285.5,0.4,5.278,232.38,,,,,,,
T,42.910944000,-112.527229000,4444.0,284.8,0.1,5.288,52.69,,,,,,,
T,42.911012000,-112.527442000,4444.2,285.1,0.3,5.300,62.21,,,,,,,
T,42.911087000,-112.527636000,4444.2,285.5,0.1,5.311,58.72,,,,,,,
T,42.911184000,-112.527854000,4444.3,288.8,0.0,5.324,68.27,,,,,,,
T,42.911300000,-112.528037000,4444.2,298.5,0.0,5.336,64.74,,,,,,,
T,42.911435000,-112.528203000,4444.1,304.5,0.1,5.349,66.32,,,,,,,
T,42.911561000,-112.528334000,4444.4,310.0,-1.4,5.359,57.80,,,,,,,
T,42.911790000,-112.528538000,4444.5,316.8,-0.4,5.378,99.77,,,,,,,
T,42.912176000,-112.528831000,4437.9,324.2,0.0,5.409,161.10,,,,,,,
T,42.912836000,-112.529355000,4441.3,327.9,-0.2,5.462,278.52,,,,,,,
T,42.913250000,-112.529698000,4444.2,328.9,-0.6,5.495,176.67,,,,,,,
T,42.913634000,-112.530022000,4442.9,329.2,0.0,5.526,164.69,,,,,,,
T,42.913938000,-112.530273000,4438.9,329.4,-0.5,5.551,129.61,,,,,,,
T,42.914030000,-112.529998000,4438.3,335.3,-1.3,5.566,80.94,,,,,,,
T,42.914094000,-112.529805000,4438.2,345.3,-1.5,5.577,56.72,,,,,,,
T,42.914130000,-112.529626000,4437.8,3.4,-0.7,5.586,49.72,,,,,,,
T,42.914134000,-112.529385000,4437.2,43.0,-0.7,5.599,64.58,,,,,,,
T,42.914102000,-112.529171000,4436.6,78.5,-0.3,5.610,58.50,,,,,,,
T,42.914012000,-112.528798000,4435.8,91.2,-0.2,5.630,105.17,,,,,,,
T,42.913842000,-112.528275000,4436.8,102.7,-0.1,5.659,153.20,,,,,,,
T,42.913624000,-112.527538000,4436.4,108.3,-0.4,5.699,212.83,,,,,,,
T,42.913464000,-112.527047000,4436.3,111.4,-0.8,5.726,143.88,,,,,,,
T,42.913340000,-112.526622000,4434.0,112.2,-1.2,5.749,122.50,,,,,,,
T,42.913255000,-112.526283000,4429.8,112.3,-1.7,5.768,95.96,,,,,,,
T,42.913177000,-112.525867000,4428.4,110.7,-2.1,5.789,115.01,,,,,,,
T,42.913136000,-112.525469000,4426.4,107.9,-2.3,5.810,107.67,,,,,,,
T,42.913126000,-112.525196000,4425.4,104.0,-2.6,5.824,73.23,,,,,,,
T,42.913102000,-112.524518000,4420.9,98.8,-3.0,5.858,181.85,,,,,,,
T,42.913098000,-112.523140000,4408.1,93.9,-2.6,5.928,369.17,,,,,,,
T,42.913158000,-112.520914000,4388.7,90.3,-2.4,6.041,596.74,,,,,,,
T,42.913159000,-112.520466000,4391.1,89.6,-2.0,6.064,120.02,,,,,,,
T,42.913164000,-112.520309000,4393.3,89.4,-1.0,6.072,42.10,,,,,,,
T,42.913201000,-112.520028000,4396.2,88.3,3.3,6.086,76.48,,,,,,,
T,42.913255000,-112.519798000,4398.8,86.3,1.0,6.098,64.68,,,,,,,
T,42.913309000,-112.519621000,4400.4,80.9,1.3,6.108,51.34,,,,,,,
T,42.914156000,-112.517359000,4399.9,66.3,1.2,6.237,680.08,,,,,,,
T,42.914683000,-112.515889000,4409.7,64.9,1.1,6.320,438.15,,,,,,,
T,42.914750000,-112.515733000,4411.4,63.8,1.0,6.329,48.40,,,,,,,
T,42.914798000,-112.515646000,4412.2,63.1,2.4,6.335,29.14,,,,,,,
T,42.914842000,-112.515600000,4412.5,62.5,2.7,6.338,20.22,,,,,,,
T,42.914929000,-112.515546000,4413.4,59.8,2.4,6.345,34.85,,,,,,,
T,42.915021000,-112.515524000,4414.2,38.3,2.5,6.351,34.05,,,,,,,
T,42.915112000,-112.515511000,4415.1,24.2,3.6,6.358,33.35,,,,,,,
T,42.915384000,-112.515509000,4417.8,9.7,1.4,6.377,99.14,,,,,,,
T,42.917857000,-112.515602000,4452.8,360.0,1.5,6.547,901.68,,,,,,,
T,42.920621000,-112.515667000,4442.1,359.1,1.4,6.738,1007.55,,,,,,,
T,42.923419000,-112.515745000,4458.9,358.9,1.4,6.931,1020.01,,,,,,,
T,42.924444000,-112.515741000,4463.8,359.0,0.5,7.002,373.59,,,,,,,
T,42.924871000,-112.515731000,4464.9,359.0,1.4,7.032,155.65,,,,,,,
T,42.925109000,-112.515735000,4466.0,359.2,1.0,7.048,86.75,,,,,,,
T,42.925989000,-112.515721000,4468.5,359.6,0.9,7.109,320.76,,,,,,,
T,42.926873000,-112.515711000,4471.5,0.4,0.9,7.170,322.21,,,,,,,
T,42.926917000,-112.515711000,4471.7,0.5,0.7,7.173,16.04,,,,,,,
T,42.927556000,-112.515716000,4473.4,0.2,0.5,7.217,232.90,,,,,,,
T,42.927885000,-112.515711000,4473.4,0.4,0.2,7.240,119.92,,,,,,,
T,42.928601000,-112.515719000,4473.4,0.0,0.2,7.289,260.97,,,,,,,
T,42.928994000,-112.515743000,4473.4,359.4,-0.2,7.316,143.38,,,,,,,
T,42.929507000,-112.515763000,4473.3,359.2,-0.2,7.352,187.05,,,,,,,
T,42.934487000,-112.515960000,4469.5,358.5,-0.2,7.696,1815.84,,,,,,,
T,42.934769000,-112.515973000,4469.3,358.4,-0.4,7.715,102.84,,,,,,,
T,42.935029000,-112.515985000,4469.0,358.3,-0.4,7.733,94.82,,,,,,,
T,42.934977000,-112.509053000,4457.5,39.3,-0.7,8.085,1856.52,,,,,,,
T,42.934939000,-112.506109000,4454.6,52.5,-0.7,8.234,788.54,,,,,,,
T,42.934950000,-112.505465000,4449.2,86.5,-0.7,8.267,172.51,,,,,,,
T,42.934952000,-112.505393000,4448.9,88.6,-0.5,8.270,19.30,,,,,,,
T,42.934957000,-112.505020000,4448.8,90.5,0.0,8.289,99.91,,,,,,,
T,42.934962000,-112.504115000,4450.3,90.2,1.6,8.335,242.37,,,,,,,
T,42.934968000,-112.503262000,4454.7,89.2,1.6,8.378,228.45,,,,,,,
T,42.934977000,-112.501743000,4464.8,89.4,0.9,8.455,406.81,,,,,,,
T,42.934982000,-112.501339000,4465.8,89.4,1.1,8.476,108.21,,,,,,,
T,42.935000000,-112.499190000,4463.4,89.4,0.4,8.585,575.55,,,,,,,
T,42.935021000,-112.496222000,4473.8,89.4,0.3,8.735,794.88,,,,,,,
T,42.934980000,-112.481321000,4480.8,89.9,0.3,9.491,3990.59,,,,,,,
T,42.934984000,-112.476510000,4483.6,90.0,0.3,9.735,1288.41,,,,,,,
T,42.934972000,-112.475112000,4483.5,90.0,0.2,9.806,374.42,,,,,,,
T,42.934971000,-112.474034000,4483.6,90.1,0.1,9.861,288.69,,,,,,,
T,42.934969000,-112.473432000,4483.6,90.2,-0.0,9.891,161.22,,,,,,,
T,42.934970000,-112.473044000,4483.5,90.1,-0.0,9.911,103.91,,,,,,,
T,42.934974000,-112.472251000,4483.4,90.2,-0.2,9.951,212.37,,,,,,,
T,42.934987000,-112.472059000,4483.2,89.6,-0.4,9.961,51.64,,,,,,,
T,42.935003000,-112.471698000,4482.1,88.9,-1.0,9.979,96.85,,,,,,,
T,42.935009000,-112.471543000,4481.3,88.3,-1.2,9.987,41.57,,,,,,,
T,42.935022000,-112.470522000,4476.7,88.4,-1.2,10.039,273.47,,,,,,,
T,42.935011000,-112.469344000,4474.1,89.0,-1.4,10.099,315.50,,,,,,,
T,42.935010000,-112.469035000,4473.4,89.4,-1.3,10.114,82.75,,,,,,,
T,42.934996000,-112.466945000,4463.7,90.1,-0.8,10.220,559.74,,,,,,,
T,42.934994000,-112.466566000,4463.7,90.2,-0.7,10.240,101.50,,,,,,,
T,42.936537000,-112.466563000,4463.6,62.4,-0.5,10.346,562.38,,,,,,,
T,42.937416000,-112.466580000,4463.3,40.1,-0.2,10.407,320.40,,,,,,,
T,42.940091000,-112.466565000,4459.8,19.6,-0.2,10.592,974.98,,,,,,,
T,42.942287000,-112.466565000,4459.1,2.2,-0.2,10.743,800.38,,,,,,,
T,42.944038000,-112.466563000,4457.7,0.0,-0.1,10.864,638.19,,,,,,,
T,42.947007000,-112.466554000,4455.8,0.0,0.0,11.069,1082.13,,,,,,,
T,42.949514000,-112.466556000,4457.7,0.1,0.0,11.242,913.74,,,,,,,
T,42.950657000,-112.466559000,4460.0,0.0,0.2,11.321,416.59,,,,,,,
T,42.950938000,-112.466556000,4460.3,0.0,0.4,11.340,102.42,,,,,,,
T,42.951543000,-112.466556000,4462.0,0.0,0.4,11.382,220.51,,,,,,,
T,42.952204000,-112.466542000,4463.2,0.1,0.4,11.428,240.95,,,,,,,
T,42.952953000,-112.466533000,4463.3,0.3,0.4,11.479,273.00,,,,,,,
T,42.953110000,-112.466535000,4463.5,0.4,0.2,11.490,57.23,,,,,,,
T,42.953172000,-112.466535000,4463.6,0.4,0.0,11.495,22.60,,,,,,,
T,42.953713000,-112.466539000,4463.6,0.3,0.0,11.532,197.18,,,,,,,
T,42.954296000,-112.466539000,4463.3,0.1,0.0,11.572,212.49,,,,,,,
T,42.954944000,-112.466537000,4463.6,359.9,0.0,11.617,236.18,,,,,,,
T,42.955373000,-112.466538000,4463.6,359.9,0.0,11.646,156.36,,,,,,,
T,42.955731000,-112.466540000,4463.6,359.9,0.1,11.671,130.48,,,,,,,
T,42.956233000,-112.466541000,4463.9,360.0,0.1,11.706,182.97,,,,,,,
T,42.956442000,-112.466540000,4463.9,360.0,0.2,11.720,76.18,,,,,,,
T,42.956567000,-112.466539000,4464.0,359.9,0.6,11.729,45.56,,,,,,,
T,42.956801000,-112.466538000,4464.6,0.0,1.2,11.745,85.29,,,,,,,
T,42.957054000,-112.466536000,4466.6,0.1,1.2,11.763,92.21,,,,,,,
T,42.957440000,-112.466534000,4469.3,0.2,0.8,11.789,140.69,,,,,,,
T,42.957681000,-112.466533000,4469.4,0.2,0.4,11.806,87.84,,,,,,,
T,42.958173000,-112.466530000,4468.8,0.2,-0.9,11.840,179.32,,,,,,,
T,42.958621000,-112.466527000,4467.3,0.3,-1.3,11.871,163.29,,,,,,,
T,42.960338000,-112.466537000,4455.5,360.0,-1.3,11.989,625.81,,,,,,,
T,42.960421000,-112.466537000,4454.9,360.0,-1.4,11.995,30.25,,,,,,,
T,42.961331000,-112.466542000,4452.1,359.9,-1.1,12.058,331.67,,,,,,,
T,42.961501000,-112.466543000,4452.1,359.8,-0.1,12.069,61.96,,,,,,,
T,42.962012000,-112.466540000,4454.2,359.8,-0.0,12.105,186.25,,,,,,,
T,42.962188000,-112.466539000,4454.9,360.0,0.6,12.117,64.15,,,,,,,
T,42.962425000,-112.466512000,4454.6,0.5,0.7,12.133,86.68,,,,,,,
T,42.962564000,-112.466497000,4454.7,1.5,0.1,12.143,50.82,,,,,,,
T,42.962639000,-112.466522000,4455.0,0.8,-0.0,12.148,28.14,,,,,,,
T,42.963010000,-112.466427000,4454.8,4.7,0.1,12.174,137.59,,,,,,,
T,42.963406000,-112.466272000,4454.7,9.1,0.1,12.203,150.18,,,,,,,
T,42.963675000,-112.466176000,4455.1,11.1,-0.0,12.222,101.36,,,,,,,
T,42.963760000,-112.466132000,4454.9,12.6,-0.3,12.228,33.14,,,,,,,
T,42.963993000,-112.466011000,4454.8,15.4,-0.4,12.245,90.89,,,,,,,
T,42.964439000,-112.465735000,4453.4,19.5,-0.4,12.279,178.56,,,,,,,
T,42.965153000,-112.465275000,4451.8,22.7,-0.2,12.334,287.90,,,,,,,
T,42.965968000,-112.464744000,4451.8,24.6,-0.1,12.396,329.30,,,,,,,
T,42.966470000,-112.464421000,4453.0,24.8,-0.0,12.435,202.37,,,,,,,
T,42.967176000,-112.463982000,4453.8,25.0,0.0,12.488,282.88,,,,,,,
T,42.968014000,-112.463439000,4453.3,25.2,0.1,12.552,338.25,,,,,,,
T,42.968529000,-112.463113000,4452.4,25.1,0.1,12.591,207.00,,,,,,,
T,42.969071000,-112.462773000,4453.3,24.9,0.0,12.633,217.50,,,,,,,
T,42.969326000,-112.462609000,4453.7,24.9,0.5,12.652,102.79,,,,,,,
T,42.969786000,-112.462311000,4453.9,25.1,0.8,12.687,185.66,,,,,,,
T,42.970189000,-112.462045000,4458.0,25.1,0.4,12.718,163.23,,,,,,,
T,42.970238000,-112.462015000,4458.0,25.2,0.3,12.722,19.58,,,,,,,
T,42.970756000,-112.461691000,4456.2,25.2,0.3,12.761,207.76,,,,,,,
T,42.971188000,-112.461427000,4456.0,24.9,-0.2,12.794,172.58,,,,,,,
T,42.971391000,-112.461294000,4456.0,24.9,-0.2,12.809,82.11,,,,,,,
T,42.972736000,-112.460514000,4456.0,23.7,0.0,12.910,532.82,,,,,,,
T,42.973018000,-112.460330000,4456.1,23.9,0.0,12.932,113.97,,,,,,,
T,42.973729000,-112.459884000,4456.4,24.0,0.1,12.986,285.31,,,,,,,
T,42.974003000,-112.459707000,4456.6,24.1,0.1,13.007,110.53,,,,,,,
T,42.974818000,-112.459191000,4457.2,24.2,0.2,13.069,327.58,,,,,,,
T,42.974859000,-112.459163000,4457.2,25.0,0.2,13.072,16.72,,,,,,,
T,42.974925000,-112.459118000,4457.3,24.9,0.2,13.077,26.90,,,,,,,
T,42.974946000,-112.459104000,4457.4,25.1,0.2,13.079,8.52,,,,,,,
T,42.975519000,-112.458752000,4457.7,24.7,0.2,13.122,229.11,,,,,,,
T,42.976626000,-112.458029000,4458.6,25.2,0.1,13.207,447.47,,,,,,,
T,42.976732000,-112.457957000,4458.6,25.2,0.1,13.215,43.17,,,,,,,
T,42.977255000,-112.457638000,4458.3,24.9,0.2,13.255,208.87,,,,,,,
T,42.977377000,-112.457567000,4458.5,24.8,0.1,13.264,48.36,,,,,,,
T,42.978599000,-112.456789000,4459.8,25.0,0.1,13.357,491.65,,,,,,,
T,42.979334000,-112.456319000,4460.0,24.8,0.2,13.413,295.95,,,,,,,
T,42.980050000,-112.455847000,4460.2,24.9,0.3,13.468,289.93,,,,,,,
T,42.980563000,-112.455542000,4461.5,24.9,0.2,13.507,204.01,,,,,,,
T,42.980833000,-112.455384000,4462.3,24.8,0.1,13.527,107.11,,,,,,,
T,42.982214000,-112.454479000,4463.4,25.1,0.2,13.633,558.57,,,,,,,
T,42.985743000,-112.452160000,4463.8,25.4,0.2,13.903,1428.11,,,,,,,
T,42.986265000,-112.451832000,4464.6,25.3,0.3,13.943,209.53,,,,,,,
T,42.989131000,-112.449944000,4468.1,25.5,0.3,14.163,1160.34,,,,,,,
T,42.990164000,-112.449270000,4472.2,25.6,0.3,14.242,417.47,,,,,,,
T,42.991538000,-112.448365000,4473.2,25.6,0.3,14.347,556.26,,,,,,,
T,42.992791000,-112.447557000,4473.5,25.5,0.3,14.443,505.27,,,,,,,
T,42.993083000,-112.447369000,4473.4,25.6,0.1,14.465,117.72,,,,,,,
T,42.993136000,-112.447332000,4473.4,25.5,0.0,14.469,21.71,,,,,,,
T,42.993194000,-112.447303000,4473.4,25.4,-0.0,14.473,22.52,,,,,,,
T,42.994532000,-112.446410000,4473.3,25.5,-0.0,14.576,543.05,,,,,,,
T,42.995630000,-112.445708000,4473.2,25.5,-0.0,14.660,442.08,,,,,,,
T,42.996022000,-112.445490000,4473.3,25.1,-0.0,14.689,154.32,,,,,,,
T,42.996272000,-112.445393000,4473.4,24.3,-0.0,14.707,94.74,,,,,,,
T,42.996707000,-112.445254000,4473.3,23.1,-0.1,14.738,162.85,,,,,,,
T,42.997033000,-112.445168000,4473.1,20.0,-0.4,14.761,121.03,,,,,,,
T,42.997834000,-112.444941000,4472.7,14.3,-0.5,14.817,298.20,,,,,,,
T,42.998537000,-112.444766000,4469.4,11.9,-0.5,14.867,260.47,,,,,,,
T,43.000346000,-112.444321000,4466.0,10.9,-0.4,14.994,670.00,,,,,,,
T,43.000988000,-112.444152000,4465.4,10.7,-0.4,15.039,238.32,,,,,,,
T,43.004363000,-112.443281000,4463.3,10.7,-0.3,15.276,1251.98,,,,,,,
T,43.006348000,-112.442776000,4460.7,10.5,-0.2,15.415,735.99,,,,,,,
T,43.007595000,-112.442455000,4458.4,10.6,-0.2,15.503,462.54,,,,,,,
T,43.010278000,-112.441765000,4458.2,10.7,-0.2,15.691,995.16,,,,,,,
T,43.011191000,-112.441534000,4457.7,10.6,-0.2,15.755,338.46,,,,,,,
T,43.012160000,-112.441296000,4457.0,10.5,-0.1,15.823,358.87,,,,,,,
T,43.012566000,-112.441176000,4456.8,10.7,-0.1,15.852,151.42,,,,,,,
T,43.013620000,-112.440909000,4456.9,10.6,-0.1,15.926,390.74,,,,,,,
T,43.014788000,-112.440620000,4456.4,10.5,-0.1,16.008,432.67,,,,,,,
T,43.016411000,-112.440157000,4455.2,10.9,-0.1,16.122,604.37,,,,,,,
T,43.016469000,-112.440145000,4455.3,11.1,-0.2,16.126,21.38,,,,,,,
T,43.017598000,-112.439902000,4454.4,10.5,-0.2,16.205,416.60,,,,,,,
T,43.018429000,-112.439678000,4453.2,10.6,-0.5,16.264,308.75,,,,,,,
T,43.020312000,-112.439189000,4451.6,10.7,-0.4,16.396,698.66,,,,,,,
T,43.021007000,-112.439016000,4447.5,10.3,-0.3,16.445,257.50,,,,,,,
T,43.022290000,-112.438696000,4447.4,10.3,-0.3,16.535,475.39,,,,,,,
T,43.023036000,-112.438528000,4447.5,10.5,-0.4,16.587,275.59,,,,,,,
T,43.023607000,-112.438472000,4447.0,9.7,-0.2,16.627,208.66,,,,,,,
T,43.024417000,-112.438425000,4445.4,7.7,-0.3,16.683,295.50,,,,,,,
T,43.024732000,-112.438398000,4445.0,6.9,-0.1,16.704,115.04,,,,,,,
T,43.025195000,-112.438332000,4444.5,5.2,0.1,16.737,169.67,,,,,,,
T,43.026460000,-112.438023000,4446.8,6.2,0.1,16.825,468.41,,,,,,,
T,43.029331000,-112.437292000,4448.2,8.6,0.2,17.027,1064.52,,,,,,,
