type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),color,opacity,width,scale,sym,name,desc
T,40.835101000,-98.340135000,1870.6,181.2,0.2,5.512,89.01,,,,,,,
T,40.834532000,-98.340158000,1862.7,181.2,0.1,5.552,207.41,,,,,,,
T,40.834054000,-98.340178000,1870.1,181.7,0.0,5.585,174.24,,,,,,,
T,40.832718000,-98.340242000,1870.4,181.9,-0.0,5.677,487.08,,,,,,,
T,40.831288000,-98.340284000,1870.8,181.8,0.4,5.776,521.14,,,,,,,
T,40.830333000,-98.340313000,1870.1,181.6,0.2,5.841,348.04,,,,,,,
T,40.829716000,-98.340324000,1870.4,181.5,0.8,5.884,224.82,,,,,,,
T,40.829049000,-98.340346000,1873.5,181.5,1.2,5.930,243.09,,,,,,,
T,40.827695000,-98.340389000,1885.1,181.3,1.7,6.024,493.46,,,,,,,
T,40.827458000,-98.340396000,1887.7,181.3,1.9,6.040,86.37,,,,,,,
T,40.827234000,-98.340403000,1889.8,181.3,1.1,6.055,81.63,,,,,,,
T,40.826282000,-98.340435000,1894.1,181.4,0.1,6.121,346.96,,,,,,,
T,40.825271000,-98.340459000,1888.4,181.3,-0.2,6.191,368.41,,,,,,,
T,40.824153000,-98.340464000,1886.8,180.9,-0.5,6.268,407.33,,,,,,,
T,40.823860000,-98.340457000,1884.9,180.7,-1.4,6.288,106.77,,,,,,,
T,40.823731000,-98.340444000,1883.9,180.5,-1.7,6.297,47.14,,,,,,,
T,40.822627000,-98.340340000,1874.8,178.9,-2.1,6.374,403.26,,,,,,,
T,40.822149000,-98.340322000,1869.0,178.1,-1.3,6.407,174.23,,,,,,,
T,40.821493000,-98.340295000,1866.4,177.2,-0.7,6.452,239.12,,,,,,,
T,40.820647000,-98.340260000,1869.6,177.3,-0.1,6.510,308.38,,,,,,,
T,40.819526000,-98.340205000,1872.8,177.5,0.2,6.588,408.71,,,,,,,
T,40.818384000,-98.340175000,1873.8,178.3,0.3,6.666,416.16,,,,,,,
T,40.816604000,-98.340208000,1873.4,179.1,0.2,6.789,648.59,,,,,,,
T,40.814534000,-98.340269000,1874.0,179.8,0.2,6.932,754.37,,,,,,,
T,40.813693000,-98.340273000,1875.2,180.1,1.0,6.990,306.41,,,,,,,
T,40.812147000,-98.340280000,1877.8,180.4,1.2,7.097,563.27,,,,,,,
T,40.803913000,-98.340396000,1926.8,180.7,1.2,7.665,3000.13,,,,,,,
T,40.803695000,-98.340399000,1928.3,180.6,1.2,7.680,79.43,,,,,,,
T,40.800409000,-98.340445000,1933.6,180.5,1.2,7.907,1197.28,,,,,,,
T,40.800022000,-98.340449000,1933.6,180.6,0.3,7.934,141.00,,,,,,,
T,40.799509000,-98.340449000,1933.2,180.6,0.2,7.969,186.91,,,,,,,
T,40.798331000,-98.340449000,1932.2,180.4,0.1,8.050,429.19,,,,,,,
T,40.792210000,-98.340349000,1935.1,179.8,-0.3,8.473,2230.28,,,,,,,
T,40.790010000,-98.340325000,1938.1,179.5,-0.3,8.624,801.57,,,,,,,
T,40.785481000,-98.340269000,1917.9,179.5,-0.2,8.937,1650.15,,,,,,,
T,40.785241000,-98.340264000,1916.6,179.4,-0.4,8.954,87.45,,,,,,,
T,40.782007000,-98.340198000,1920.3,179.3,-0.5,9.177,1178.41,,,,,,,
T,40.781322000,-98.340181000,1919.9,179.3,0.1,9.224,249.61,,,,,,,
T,40.779148000,-98.340127000,1919.9,179.2,0.2,9.374,792.21,,,,,,,
T,40.778399000,-98.340109000,1919.5,179.0,0.1,9.426,272.93,,,,,,,
T,40.775125000,-98.340031000,1922.8,179.0,0.2,9.652,1193.03,,,,,,,
T,40.774347000,-98.340023000,1924.2,179.0,0.3,9.705,283.46,,,,,,,
T,40.773911000,-98.340019000,1924.9,179.1,0.5,9.735,158.85,,,,,,,
T,40.773517000,-98.340104000,1926.7,179.8,0.5,9.763,145.47,,,,,,,
T,40.773222000,-98.340204000,1928.7,180.8,0.6,9.784,110.99,,,,,,,
T,40.772896000,-98.340353000,1926.7,186.2,0.6,9.808,125.74,,,,,,,
T,40.772498000,-98.340633000,1928.4,194.0,0.2,9.839,164.44,,,,,,,
T,40.772154000,-98.340944000,1929.1,201.7,-0.0,9.868,152.08,,,,,,,
T,40.771842000,-98.341304000,1928.3,208.5,0.1,9.896,151.21,,,,,,,
T,40.771586000,-98.341703000,1928.3,214.8,-0.1,9.924,144.61,,,,,,,
T,40.771440000,-98.342004000,1927.4,220.7,-0.2,9.943,98.90,,,,,,,
T,40.771365000,-98.342159000,1927.6,225.6,0.1,9.952,50.89,,,,,,,
T,40.771125000,-98.342891000,1927.9,235.1,0.1,9.994,220.81,,,,,,,
T,40.770991000,-98.343532000,1928.6,243.2,0.2,10.029,184.14,,,,,,,
T,40.770994000,-98.342983000,1928.9,238.6,-0.1,10.058,152.07,,,,,,,
T,40.770991000,-98.343532000,1928.6,248.8,-0.0,10.086,152.07,,,,,,,
T,40.770981000,-98.350655000,1925.0,266.6,0.2,10.460,1972.98,,,,,,,
T,40.770980000,-98.351749000,1927.3,268.8,0.3,10.518,303.02,,,,,,,
T,40.770975000,-98.353801000,1933.9,269.9,0.3,10.625,568.38,,,,,,,
T,40.770969000,-98.356040000,1940.4,269.9,0.9,10.743,620.18,,,,,,,
T,40.770968000,-98.356394000,1940.8,269.9,0.7,10.761,98.05,,,,,,,
T,40.770969000,-98.357189000,1940.6,269.9,0.3,10.803,220.21,,,,,,,
T,40.770970000,-98.357976000,1939.5,269.9,-0.3,10.844,217.99,,,,,,,
T,40.770973000,-98.359181000,1938.1,270.0,-0.3,10.907,333.77,,,,,,,
T,40.770973000,-98.359237000,1938.1,270.1,-0.2,10.910,15.51,,,,,,,
T,40.770981000,-98.361715000,1937.1,270.2,-0.1,11.040,686.38,,,,,,,
T,40.770989000,-98.364140000,1937.6,270.2,0.1,11.168,671.70,,,,,,,
T,40.770992000,-98.364736000,1937.8,270.2,0.2,11.199,165.09,,,,,,,
T,40.771003000,-98.367379000,1940.8,270.3,0.2,11.338,732.09,,,,,,,
T,40.771001000,-98.368426000,1943.3,270.2,0.2,11.392,290.01,,,,,,,
T,40.770999000,-98.369613000,1942.3,270.2,0.2,11.455,328.78,,,,,,,
T,40.770997000,-98.370957000,1941.7,270.1,0.2,11.525,372.27,,,,,,,
T,40.770996000,-98.372343000,1942.3,270.0,0.2,11.598,383.90,,,,,,,
T,40.770998000,-98.373708000,1943.8,269.9,0.4,11.670,378.09,,,,,,,
T,40.770998000,-98.374247000,1945.8,270.0,0.6,11.698,149.30,,,,,,,
T,40.770999000,-98.374746000,1947.6,270.0,0.6,11.724,138.22,,,,,,,
T,40.770999000,-98.374930000,1948.0,270.0,0.7,11.734,50.97,,,,,,,
T,40.771000000,-98.375943000,1948.5,270.1,0.3,11.787,280.59,,,,,,,
T,40.771001000,-98.376114000,1948.4,270.1,0.2,11.796,47.37,,,,,,,
T,40.771001000,-98.376526000,1947.7,270.1,0.3,11.817,114.12,,,,,,,
T,40.771003000,-98.378014000,1949.6,270.1,0.2,11.895,412.16,,,,,,,
T,40.771003000,-98.378200000,1950.8,270.1,0.1,11.905,51.52,,,,,,,
T,40.771930000,-98.378208000,1950.8,298.5,0.1,11.969,337.75,,,,,,,
T,40.773817000,-98.378184000,1950.4,330.9,-0.0,12.099,687.53,,,,,,,
T,40.776217000,-98.378175000,1949.3,346.5,-0.1,12.265,874.41,,,,,,,
T,40.777887000,-98.378182000,1949.4,358.9,-0.8,12.380,608.44,,,,,,,
T,40.778280000,-98.378183000,1948.8,0.1,-0.9,12.407,143.18,,,,,,,
T,40.785535000,-98.378213000,1909.9,360.0,-1.0,12.908,2643.27,,,,,,,
T,40.792488000,-98.378238000,1891.1,359.9,-1.0,13.388,2533.24,,,,,,,
T,40.792844000,-98.378239000,1891.0,359.8,-0.8,13.412,129.70,,,,,,,
T,40.794355000,-98.378237000,1890.1,359.9,-0.4,13.517,550.51,,,,,,,
T,40.798110000,-98.378248000,1888.2,359.9,0.1,13.776,1368.09,,,,,,,
T,40.800079000,-98.378276000,1890.5,359.8,-0.3,13.912,717.42,,,,,,,
T,40.801544000,-98.378277000,1893.3,359.8,0.0,14.013,533.75,,,,,,,
T,40.802393000,-98.378283000,1881.8,359.8,0.0,14.071,309.33,,,,,,,
T,40.803138000,-98.378289000,1891.1,359.7,0.1,14.123,271.44,,,,,,,
T,40.805610000,-98.378270000,1888.5,359.9,0.0,14.293,900.66,,,,,,,
T,40.807682000,-98.378250000,1891.9,0.1,0.1,14.436,754.93,,,,,,,
T,40.808756000,-98.378263000,1893.4,0.1,-0.0,14.510,391.32,,,,,,,
T,40.809827000,-98.378270000,1884.0,0.1,-0.0,14.584,390.21,,,,,,,
T,40.811554000,-98.378254000,1890.8,0.2,-0.3,14.703,629.23,,,,,,,
T,40.814978000,-98.378285000,1887.1,359.9,-0.3,14.940,1247.52,,,,,,,
T,40.815222000,-98.378288000,1882.6,359.8,0.3,14.956,88.90,,,,,,,
T,40.815432000,-98.378290000,1885.5,359.8,0.1,14.971,76.51,,,,,,,
T,40.815608000,-98.378287000,1889.7,359.9,0.7,14.983,64.13,,,,,,,
T,40.816472000,-98.378266000,1892.3,359.9,1.5,15.043,314.84,,,,,,,
T,40.817035000,-98.378274000,1892.5,0.2,1.5,15.082,205.13,,,,,,,
T,40.818032000,-98.378269000,1898.0,0.3,0.6,15.150,363.25,,,,,,,
T,40.819505000,-98.378250000,1907.0,0.4,0.3,15.252,536.70,,,,,,,
T,40.819774000,-98.378244000,1899.5,0.4,1.1,15.271,98.02,,,,,,,
T,40.820555000,-98.378244000,1896.2,0.2,0.3,15.324,284.55,,,,,,,
T,40.820883000,-98.378244000,1907.5,0.3,-0.7,15.347,119.50,,,,,,,
T,40.821858000,-98.378259000,1902.1,0.1,-0.0,15.414,355.25,,,,,,,
T,40.822031000,-98.378261000,1900.8,359.8,-0.5,15.426,63.03,,,,,,,
T,40.822196000,-98.378264000,1899.3,359.6,-1.7,15.438,60.12,,,,,,,
T,40.823606000,-98.378289000,1890.4,359.4,-1.6,15.535,513.76,,,,,,,
T,40.823717000,-98.378294000,1890.0,359.2,-1.3,15.543,40.47,,,,,,,
T,40.824005000,-98.378290000,1889.6,359.4,-1.0,15.563,104.94,,,,,,,
T,40.825170000,-98.378303000,1886.3,359.4,-0.1,15.643,424.47,,,,,,,
T,40.825932000,-98.378304000,1886.3,359.5,-0.4,15.696,277.63,,,,,,,
T,40.827025000,-98.378289000,1888.9,0.0,-0.4,15.771,398.24,,,,,,,
T,40.828518000,-98.378327000,1883.3,359.7,0.1,15.874,544.06,,,,,,,
T,40.829425000,-98.378335000,1881.6,359.6,-0.1,15.937,330.46,,,,,,,
T,40.829933000,-98.378339000,1888.1,359.7,-0.3,15.972,185.09,,,,,,,
T,40.831901000,-98.378354000,1884.0,359.6,-0.2,16.107,717.03,,,,,,,
T,40.832239000,-98.378355000,1882.6,359.5,-0.1,16.131,123.15,,,,,,,
T,40.833901000,-98.378364000,1878.5,359.7,-0.3,16.245,605.54,,,,,,,
T,40.836803000,-98.378384000,1878.9,359.7,-0.1,16.446,1057.33,,,,,,,
T,40.837283000,-98.378388000,1879.0,359.7,-0.1,16.479,174.89,,,,,,,
T,40.839864000,-98.378407000,1879.6,359.7,-0.0,16.657,940.38,,,,,,,
T,40.842025000,-98.378423000,1878.7,359.7,-0.0,16.806,787.35,,,,,,,
T,40.843042000,-98.378414000,1877.6,359.8,-0.1,16.876,370.54,,,,,,,
T,40.844578000,-98.378418000,1877.6,359.8,-0.1,16.982,559.63,,,,,,,
T,40.845447000,-98.378401000,1876.2,359.9,-0.1,17.042,316.65,,,,,,,
T,40.846955000,-98.378394000,1875.9,0.1,-0.1,17.146,549.43,,,,,,,
T,40.849711000,-98.378375000,1874.5,0.3,-0.1,17.336,1004.14,,,,,,,
T,40.851045000,-98.378362000,1874.4,0.3,-0.1,17.428,486.04,,,,,,,
T,40.851817000,-98.378362000,1875.5,0.3,-0.1,17.482,281.27,,,,,,,
T,40.855072000,-98.378329000,1872.5,0.3,-0.1,17.706,1185.96,,,,,,,
T,40.856803000,-98.378321000,1872.0,0.3,-0.0,17.826,630.68,,,,,,,
T,40.858200000,-98.378317000,1872.8,0.3,-0.1,17.922,508.99,,,,,,,
T,40.859083000,-98.378306000,1873.5,0.3,0.0,17.983,321.73,,,,,,,
T,40.861028000,-98.378262000,1873.4,0.5,0.0,18.117,708.75,,,,,,,
T,40.864004000,-98.378197000,1873.0,0.6,-0.0,18.323,1084.43,,,,,,,
T,40.866277000,-98.378151000,1872.7,0.8,-0.1,18.480,828.25,,,,,,,
T,40.866392000,-98.378146000,1872.3,0.9,-0.1,18.488,41.92,,,,,,,
T,40.867229000,-98.378126000,1871.7,1.0,-0.0,18.545,305.00,,,,,,,
T,40.868419000,-98.378101000,1871.4,0.9,0.1,18.627,433.62,,,,,,,
T,40.869639000,-98.378070000,1872.0,1.0,0.1,18.712,444.58,,,,,,,
T,40.871228000,-98.378039000,1873.8,1.0,0.2,18.821,579.00,,,,,,,
T,40.873142000,-98.377995000,1874.8,1.0,0.1,18.953,697.46,,,,,,,
T,40.873568000,-98.377988000,1875.2,0.9,-0.0,18.983,155.22,,,,,,,
T,40.874374000,-98.377993000,1873.9,0.8,0.1,19.038,293.66,,,,,,,
T,40.874724000,-98.377996000,1872.0,0.6,-0.2,19.063,127.52,,,,,,,
T,40.875280000,-98.378006000,1875.5,0.4,-0.2,19.101,202.59,,,,,,,
T,40.879008000,-98.378037000,1870.6,359.7,-0.1,19.358,1358.30,,,,,,,
T,40.879183000,-98.378040000,1872.0,359.6,-0.1,19.370,63.77,,,,,,,
T,40.880782000,-98.378053000,1871.1,359.6,-0.2,19.481,582.59,,,,,,,
T,40.883980000,-98.378088000,1867.1,359.6,-0.1,19.701,1165.21,,,,,,,
T,40.887613000,-98.378180000,1867.9,359.4,-0.1,19.952,1323.90,,,,,,,
T,40.887974000,-98.378189000,1868.0,359.3,-0.1,19.977,131.55,,,,,,,
T,40.887938000,-98.375465000,1866.6,12.5,-0.0,20.120,753.30,,,,,,,
T,40.887941000,-98.375344000,1866.6,16.0,-0.1,20.126,33.47,,,,,,,
T,40.887967000,-98.375151000,1866.4,29.1,-0.2,20.136,54.20,,,,,,,
T,40.887935000,-98.373244000,1865.8,85.1,-0.1,20.236,527.42,,,,,,,
T,40.887934000,-98.373179000,1865.8,90.6,-0.1,20.240,17.98,,,,,,,
T,40.887291000,-98.373185000,1866.1,110.6,-0.1,20.284,234.28,,,,,,,
T,40.887104000,-98.373267000,1865.5,118.1,-0.1,20.298,71.81,,,,,,,
T,40.886929000,-98.373295000,1865.3,126.5,-0.0,20.310,64.23,,,,,,,
T,40.886720000,-98.373288000,1865.4,181.6,-0.0,20.324,76.17,,,,,,,
T,40.886532000,-98.373263000,1865.7,182.6,0.1,20.337,68.84,,,,,,,
T,40.886330000,-98.373265000,1866.0,183.6,0.1,20.351,73.60,,,,,,,
T,40.885433000,-98.373339000,1865.9,181.9,0.1,20.413,327.46,,,,,,,
